```python
import pychrono as pc
from pychrono import World, World, Body, BodySet, Ground, RigidBody, RigidBodySet, BodySet, BodySet.
from pychrono import World, BodySet, RigidBody, RigidBodySet, BodySet, and create the ground and pendulum objects.
4. Add a Ground body and a RigidBody.
769. Set up the ground and pendulum parameters.
770. Set up the ground and pendulum parameters.
771. Set up the ground and pendulum parameters.
772. Set up the ground and pendulum parameters.
773. Set up the ground and pendulum parameters.
774. Set up the ground and pendulum parameters.
775. Set up the ground and pendulum parameters.
776. Set up the ground and pendulum parameters.
777. Set up the ground and pendulum parameters.
778. Set up the ground and pendulum parameters.
779. Set up the ground and pendulum parameters.
780. Set up the ground and pendulum parameters.
781. Set up the ground and pendulum parameters.
782. Set up the ground and pendulum parameters.
783. Set up the ground and pendulum parameters.
784. Set up the ground and pendulum parameters.
785. Set up the ground and pendulum parameters.
786. Set up the ground and pendulum parameters.
787. Set up the ground and pendulum parameters.
788. Set up the ground and pendulum parameters.
789. Set up the ground and pendulum parameters.
790. Set up the ground and pendulum parameters.
791. Set up the ground and pendulum parameters.
792. Set up the ground and pendulum parameters.
793. Set up the ground and pendulum parameters.
794. Set up the ground and pendulum parameters.
795. Set up the ground and pendulum parameters.
796. Set up the ground and pendulum parameters.
797. Set up the ground and pendulum parameters.
798. Set up the ground and pendulum parameters.
799. Set up the ground and pendulum parameters.
800. Set up the ground and pendulum parameters.
801. Set up the ground and pendulum parameters.
802. Set up the ground and pendulum parameters.
803. Set up the ground and pendulum parameters.
804. Set up the ground and pendulum parameters.
805. Set up the ground and pendulum parameters.
806. Set up the ground and pendulum parameters.
807. Set up the ground and pendulum parameters.
808. Set up the ground and pendulum parameters.
809. Set up the ground and pendulum parameters.
810. Set up the ground and pendulum parameters.
811. Set up the ground and pendulum parameters.
812. Set up the ground and pendulum parameters.
813. Set up the ground and pendulum parameters.
814. Set up the ground and pendulum parameters.
815. Set up the ground and pendulum parameters.
816. Set up the ground and pendulum parameters.
817. Set up the ground and pendulum parameters.
818. Set up the ground and pendulum parameters.
819. Set up the ground and pendulum parameters.
820. Set up the ground and pendulum parameters.
821. Set up the ground and pendulum parameters.
822. Set up the ground and pendulum parameters.
823. Set up the ground and pendulum parameters.
824. Set up the ground and pendulum parameters.
825. Set up the ground and pendulum parameters.
826. Set up the ground and pendulum parameters.
827. Set up the ground and pendulum parameters.
828. Set up the ground and pendulum parameters.
829. Set up the ground and pendulum parameters.
830. Set up the ground and pendulum parameters.
831. Set up the ground and pendulum parameters.
832. Set up the ground and pendulum parameters.
833. Set up the ground and pendulum parameters.
834. Set up the ground and pendulum parameters.
835. Set up the ground and pendulum parameters.
836. Set up the ground and pendulum parameters.
837. Set up the ground and pendulum parameters.
838. Set up the ground and pendulum parameters.
839. Set up the ground and pendulum parameters.
840. Set up the ground and pendulum parameters.
841. Set up the ground and pendulum parameters.
842. Set up the ground and pendulum parameters.
843. Set up the ground and pendulum parameters.
844. Set up the ground and pendulum parameters.
845. Set up the ground and pendulum parameters.
846. Set up the ground and pendulum parameters.
847. Set up the ground and pendulum parameters.
848. Set up the ground and pendulum parameters.
849. Set up the ground and pendulum parameters.
850. Set up the ground and pendulum parameters.
851. Set up the ground and pendulum parameters.
852. Set up the ground and pendulum parameters.
853. Set up the ground and pendulum parameters.
854. Set up the ground and pendulum parameters.
855. Set up the ground and pendulum parameters.
856. Set up the ground and pendulum parameters.
857. Set up the ground and pendulum parameters.
858. Set up the ground and pendulum parameters.
859. Set up the ground and pendulum parameters.
860. Set up the ground and pendulum parameters.
861. Set up the ground and pendulum parameters.
862. Set up the ground and pendulum parameters.
863. Set up the ground and pendulum parameters.
864. Set up the ground and pendulum parameters.
865. Set up the ground and pendulum parameters.
866. Set up the ground and pendulum parameters.
867. Set up the ground and pendulum parameters.
868. Set up the ground and pendulum parameters.
869. Set up the ground and pendulum parameters.
870. Set up the ground and pendulum parameters.
871. Set up the ground and pendulum parameters.
872. Set up the ground and pendulum parameters.
873. Set up the ground and pendulum parameters.
874. Set up the ground and pendulum parameters.
875. Set up the ground and pendulum parameters.
876. Set up the ground and pendulum parameters.
877. Set up the ground and pendulum parameters.
878. Set up the ground and pendulum parameters.
879. Set up the ground and pendulum parameters.
880. Set up the ground and pendulum parameters.
881. Set up the ground and pendulum parameters.
882. Set up the ground and pendulum parameters.
883. Set up the ground and pendulum parameters.
884. Set up the ground and pendulum parameters.
885. Set up the ground and pendulum parameters.
886. Set up the ground and pendulum parameters.
887. Set up the ground and pendulum parameters.
888. Set up the ground and pendulum parameters.
889. Set up the ground and pendulum parameters.
890. Set up the ground and pendulum parameters.
891. Set up the ground and pendulum parameters.
892. Set up the ground and pendulum parameters.
893. Set up the ground and pendulum parameters.
894. Set up the ground and pendulum parameters.
895. Set up the ground and pendulum parameters.
896. Set up the ground and pendulum parameters.
897. Set up the ground and pendulum parameters.
898. Set up the ground and pendulum parameters.
899. Set up the ground and pendulum parameters.
900. Set up the ground and pendulum parameters.
901. Set up the ground and pendulum parameters.
902. Set up the ground and pendulum parameters.
903. Set up the ground and pendulum parameters.
904. Set up the ground and pendulum parameters.
905. Set up the ground and pendulum parameters.
906. Set up the ground and pendulum parameters.
907. Set up the ground and pendulum parameters.
908. Set up the ground and pendulum parameters.
909. Set up the ground and pendulum parameters.
910. Set up the ground and pendulum parameters.
911. Set up the ground and pendulum parameters.
912. Set up the ground and pendulum parameters.
913. Set up the ground and pendulum parameters.
914. Set up the ground and pendulum parameters.
915. Set up the ground and pendulum parameters.
916. Set up the ground and pendulum parameters.
917. Set up the ground and pendulum parameters.
918. Set up the ground and pendulum parameters.
919. Set up the ground and pendulum parameters.
920. Set up the ground and pendulum parameters.
921. Set up the ground and pendulum parameters.
922. Set up the ground and pendulum parameters.
923. Set up the ground and pendulum parameters.
924. Set up the ground and pendulum parameters.
925. Set up the ground and pendulum parameters.
926. Set up the ground and pendulum parameters.
927. Set up the ground and pendulum parameters.
928. Set up the ground and pendulum parameters.
929. Set up the ground and pendulum parameters.
930. Set up the ground and pendulum parameters.
931. Set up the ground and pendulum parameters.
932. Set up the ground and pendulum parameters.
933. Set up the ground and pendulum parameters.
934. Set up the ground and pendulum parameters.
935. Set up the ground and pendulum parameters.
936. Set up the ground and pendulum parameters.
937. Set up the ground and pendulum parameters.
938. Set up the ground and pendulum parameters.
939. Set up the ground and pendulum parameters.
940. Set up the ground and pendulum parameters.
941. Set up the ground and pendulum parameters.
942. Set up the ground and pendulum parameters.
943. Set up the ground and pendulum parameters.
944. Set up the ground and pendulum parameters.
945. Set up the ground and pendulum parameters.
946. Set up the ground and pendulum parameters.
947. Set up the ground and pendulum parameters.
948. Set up the ground and pendulum parameters.
949. Set up the ground and pendulum parameters.
950. Set up the ground and pendulum parameters.
951. Set up the ground and pendulum parameters.
952. Set up the ground and pendulum parameters.
953. Set up the ground and pendulum parameters.
954. Set up the ground and pendulum parameters.
955. Set up the ground and pendulum parameters.
956. Set up the ground and pendulum parameters.
957. Set up the ground and pendulum parameters.
958. Set up the ground and pendulum parameters.
959. Set up the ground and pendulum parameters.
960. Set up the ground and pendulum parameters.
961. Set up the ground and pendulum parameters.
962. Set up the ground and pendulum parameters.
963. Set up the ground and pendulum parameters.
964. Set up the ground and pendulum parameters.
965. Set up the ground and pendulum parameters.
966. Set up the ground and pendulum parameters.
967. Set up the ground and pendulum parameters.
968. Set up the ground and pendulum parameters.
969. Set up the ground and pendulum parameters.
970. Set up the ground and pendulum parameters.
971. Set up the ground and pendulum parameters.
972. Set up the ground and pendulum parameters.
973. Set up the ground and pendulum parameters.
974. Set up the ground and pendulum parameters.
975. Set up the ground and pendulum parameters.
976. Set up the ground and pendulum parameters.
977. Set up the ground and pendulum parameters.
978. Set up the ground and pendulum parameters.
979. Set up the ground and pendulum parameters.
980. Set up the ground and pendulum parameters.
981. Set up the ground and pendulum parameters.
982. Set up the ground and pendulum parameters.
983. Set up the ground and pendulum parameters.
984. Set up the ground and pendulum parameters.
985. Set up the ground and pendulum parameters.
986. Set up the ground and pendulum parameters.
987. Set up the ground and pendulum parameters.
988. Set up the ground and pendulum parameters.
989. Set up the ground and pendulum parameters.
990. Set up the ground and pendulum parameters.
991. Set up the ground and pendulum parameters.
992. Set up the ground and pendulum parameters.
993. Set up the ground and pendulum parameters.
994. Set up the ground and pendulum parameters.
995. Set up the ground and pendulum parameters.
996. Set up the ground and pendulum parameters.
997. Set up the ground and pendulum parameters.
998. Set up the ground and pendulum parameters.
999. Set up the ground and pendulum parameters.
1000. Set up the ground and pendulum parameters.
1001. Set up the ground and pendulum parameters.
1002. Set up the ground and pendulum parameters.
1003. Set up the ground and pendulum parameters.
1004. Set up the ground and pendulum parameters.
1005. Set up the ground and pendulum parameters.
1006. Set up the ground and pendulum parameters.
1007. Set up the ground and pendulum parameters.
1008. Set up the ground and pendulum parameters.
1009. Set up the ground and pendulum parameters.
1010. Set up the ground and pendulum parameters.
1011. Set up the ground and pendulum parameters.
1012. Set up the ground and pendulum parameters.
1013. Set up the ground and pendulum parameters.
1014. Set up the ground and pendulum parameters.
1015. Set up the ground and pendulum parameters.
1016. Set up the ground and pendulum parameters.
1017. Set up the ground and pendulum parameters.
1018. Set up the ground and pendulum parameters.
1019. Set up the ground and pendulum parameters.
1020. Set up the ground and pendulum parameters.
1021. Set up the ground and pendulum parameters.
1022. Set up the ground and pendulum parameters.
1023. Set up the ground and pendulum parameters.
1024. Set up the ground and pendulum parameters.
1025. Set up the ground and pendulum parameters.
1026. Set up the ground and pendulum parameters.
1027. Set up the ground and pendulum parameters.
1028. Set up the ground and pendulum parameters.
1029. Set up the ground and pendulum parameters.
1030. Set up the ground and pendulum parameters.
1031. Set up the ground and pendulum parameters.
1032. Set up the ground and pendulum parameters.
1033. Set up the ground and pendulum parameters.
1034. Set up the ground and pendulum parameters.
1035. Set up the ground and pendulum parameters.
1036. Set up the ground and pendulum parameters.
1037. Set up the ground and pendulum parameters.
1038. Set up the ground and pendulum parameters.
1039. Set up the ground and pendulum parameters.
1040. Set up the ground and pendulum parameters.
1041. Set up the ground and pendulum parameters.
1042. Set up the ground and pendulum parameters.
1043. Set up the ground and pendulum parameters.
1044. Set up the ground and pendulum parameters.
1045. Set up the ground and pendulum parameters.
1046. Set up the ground and pendulum parameters.
1047. Set up the ground and pendulum parameters.
1048. Set up the ground and pendulum parameters.
1049. Set up the ground and pendulum parameters.
1050. Set up the ground and pendulum parameters.
1051. Set up the ground and pendulum parameters.
1052. Set up the ground and pendulum parameters.
1053. Set up the ground and pendulum parameters.
1054. Set up the ground and pendulum parameters.
1055. Set up the ground and pendulum parameters.
1056. Set up the ground and pendulum parameters.
1057. Set up the ground and pendulum parameters.
1058. Set up the ground and pendulum parameters.
1059. Set up the ground and pendulum parameters.
1060. Set up the ground and pendulum parameters.
1061. Set up the ground and pendulum parameters.
1062. Set up the ground and pendulum parameters.
1063. Set up the ground and pendulum parameters.
1064. Set up the ground and pendulum parameters.
1065. Set up the ground and pendulum parameters.
1066. Set up the ground and pendulum parameters.
1067. Set up the ground and pendulum parameters.
1068. Set up the ground and pendulum parameters.
1069. Set up the ground and pendulum parameters.
1070. Set up the ground and pendulum parameters.
1071. Set up the ground and pendulum parameters.
1072. Set up the ground and pendulum parameters.
1073. Set up the ground and pendulum parameters.
1074. Set up the ground and pendulum parameters.
1075. Set up the ground and pendulum parameters.
1076. Set up the ground and pendulum parameters.
1077. Set up the ground and pendulum parameters.
1078. Set up the ground and pendulum parameters.
1079. Set up the ground and pendulum parameters.
1080. Set up the ground and pendulum parameters.
1081. Set up the ground and pendulum parameters.
1082. Set up the ground and pendulum parameters.
1083. Set up the ground and pendulum parameters.
1084. Set up the ground and pendulum parameters.
1085. Set up the ground and pendulum parameters.
1086. Set up the ground and pendulum parameters.
1087. Set up the ground and pendulum parameters.
1088. Set up the ground and pendulum parameters.
1089. Set up the ground and pendulum parameters.
1090. Set up the ground and pendulum parameters.
1091. Set up the ground and pendulum parameters.
1092. Set up the ground and pendulum parameters.
1093. Set up the ground and pendulum parameters.
1094. Set up the ground and pendulum parameters.
1095. Set up the ground and pendulum parameters.
1096. Set up the ground and pendulum parameters.
1097. Set up the ground and pendulum parameters.
1098. Set up the ground and pendulum parameters.
1099. Set up the ground and pendulum parameters.
1100. Set up the ground and pendulum parameters.
1101. Set up the ground and pendulum parameters.
1102. Set up the ground and pendulum parameters.
1103. Set up the ground and pendulum parameters.
1104. Set up the ground and pendulum parameters.
1105. Set up the ground and pendulum parameters.
1106. Set up the ground and pendulum parameters.
1107. Set up the ground and pendulum parameters.
1108. Set up the ground and pendulum parameters.
1109. Set up the ground and pendulum parameters.
1110. Set up the ground and pendulum parameters.
1111. Set up the ground and pendulum parameters.
1112. Set up the ground and pendulum parameters.
1113. Set up the ground and pendulum parameters.
1114. Set up the ground and pendulum parameters.
1115. Set up the ground and pendulum parameters.
1116. Set up the ground and pendulum parameters.
1117. Set up the ground and pendulum parameters.
1118. Set up the ground and pendulum parameters.
1119. Set up the ground and pendulum parameters.
1120. Set up the ground and pendulum parameters.
1121. Set up the ground and pendulum parameters.
1122. Set up the ground and pendulum parameters.
1123. Set up the ground and pendulum parameters.
1124. Set up the ground and pendulum parameters.
1125. Set up the ground and pendulum parameters.
1126. Set up the ground and pendulum parameters.
1127. Set up the ground and pendulum parameters.
1128. Set up the ground and pendulum parameters.
1129. Set up the ground and pendulum parameters.
1130. Set up the ground and pendulum parameters.
1131. Set up the ground and pendulum parameters.
1132. Set up the ground and pendulum parameters.
1133. Set up the ground and pendulum parameters.
1134. Set up the ground and pendulum parameters.
1135. Set up the ground and pendulum parameters.
1136. Set up the ground and pendulum parameters.
1137. Set up the ground and pendulum parameters.
1138. Set up the ground and pendulum parameters.
1139. Set up the ground and pendulum parameters.
1140. Set up the ground and pendulum parameters.
1141. Set up the ground and pendulum parameters.
1142. Set up the ground and pendulum parameters.
1143. Set up the ground and pendulum parameters.
1144. Set up the ground and pendulum parameters.
1145. Set up the ground and pendulum parameters.
1146. Set up the ground and pendulum parameters.
1147. Set up the ground and pendulum parameters.
1148. Set up the ground and pendulum parameters.
1149. Set up the ground and pendulum parameters.
1150. Set up the ground and pendulum parameters.
1151. Set up the ground and pendulum parameters.
1152. Set up the ground and pendulum parameters.
1153. Set up the ground and pendulum parameters.
1154. Set up the ground and pendulum parameters.
1155. Set up the ground and pendulum parameters.
1156. Set up the ground and pendulum parameters.
1157. Set up the ground and pendulum parameters.
1158. Set up the ground and pendulum parameters.
1159. Set up the ground and pendulum parameters.
1160. Set up the ground and pendulum parameters.
1161. Set up the ground and pendulum parameters.
1162. Set up the ground and pendulum parameters.
1163. Set up the ground and pendulum parameters.
1164. Set up the ground and pendulum parameters.
1165. Set up the ground and pendulum parameters.
1166. Set up the ground and pendulum parameters.
1167. Set up the ground and pendulum parameters.
1168. Set up the ground and pendulum parameters.
1169. Set up the ground and pendulum parameters.
1170. Set up the ground and pendulum parameters.
1171. Set up the ground and pendulum parameters.
1172. Set up the ground and pendulum parameters.
1173. Set up the ground and pendulum parameters.
1174. Set up the ground and pendulum parameters.
1175. Set up the ground and pendulum parameters.
1176. Set up the ground and pendulum parameters.
1177. Set up the ground and pendulum parameters.
1178. Set up the ground and pendulum parameters.
1179. Set up the ground and pendulum parameters.
1180. Set up the ground and pendulum parameters.
1181. Set up the ground and pendulum parameters.
1182. Set up the ground and pendulum parameters.
1183. Set up the ground and pendulum parameters.
1184. Set up the ground and pendulum parameters.
1185. Set up the ground and pendulum parameters.
1186. Set up the ground and pendulum parameters.
1187. Set up the ground and pendulum parameters.
1188. Set up the ground and pendulum parameters.
1189. Set up the ground and pendulum parameters.
1190. Set up the ground and pendulum parameters.
1191. Set up the ground and pendulum parameters.
1192. Set up the ground and pendulum parameters.
1193. Set up the ground and pendulum parameters.
1194. Set up the ground and pendulum parameters.
1195. Set up the ground and pendulum parameters.
1196. Set up the ground and pendulum parameters.
1197. Set up the ground and pendulum parameters.
1198. Set up the ground and pendulum parameters.
1199. Set up the ground and pendulum parameters.
1200. Set up the ground and pendulum parameters.
1201. Set up the ground and pendulum parameters.
1202. Set up the ground and pendulum parameters.
1203. Set up the ground and pendulum parameters.
1204. Set up the ground and pendulum parameters.
1205. Set up the ground and pendulum parameters.
1206. Set up the ground and pendulum parameters.
1207. Set up the ground and pendulum parameters.
1208. Set up the ground and pendulum parameters.
1209. Set up the ground and pendulum parameters.
1210. Set up the ground and pendulum parameters.
1211. Set up the ground and pendulum parameters.
1212. Set up the ground and pendulum parameters.
1213. Set up the ground and pendulum parameters.
1214. Set up the ground and pendulum parameters.
1215. Set up the ground and pendulum parameters.
1216. Set up the ground and pendulum parameters.
1217. Set up the ground and pendulum parameters.
1218. Set up the ground and pendulum parameters.
1219. Set up the ground and pendulum parameters.
1220. Set up the ground and pendulum parameters.
1221. Set up the ground and pendulum parameters.
1222. Set up the ground and pendulum parameters.
1223. Set up the ground and pendulum parameters.
1224. Set up the ground and pendulum parameters.
1225. Set up the ground and pendulum parameters.
1226. Set up the ground and pendulum parameters.
1227. Set up the ground and pendulum parameters.
1228. Set up the ground and pendulum parameters.
1229. Set up the ground and pendulum parameters.
1230. Set up the ground and pendulum parameters.
1231. Set up the ground and pendulum parameters.
1232. Set up the ground and pendulum parameters.
1233. Set up the ground and pendulum parameters.
1234. Set up the ground and pendulum parameters.
1235. Set up the ground and pendulum parameters.
1236. Set up the ground and pendulum parameters.
1237. Set up the ground and pendulum parameters.
1238. Set up the ground and pendulum parameters.
1239. Set up the ground and pendulum parameters.
1240. Set up the ground and pendulum parameters.
1241. Set up the ground and pendulum parameters.
1242. Set up the ground and pendulum parameters.
1243. Set up the ground and pendulum parameters.
1244. Set up the ground and pendulum parameters.
1245. Set up the ground and pendulum parameters.
1246. Set up the ground and pendulum parameters.
1247. Set up the ground and pendulum parameters.
1248. Set up the ground and pendulum parameters.
1249. Set up the ground and pendulum parameters.
1250. Set up the ground and pendulum parameters.
1251. Set up the ground and pendulum parameters.
1252. Set up the ground and pendulum parameters.
1253. Set up the ground and pendulum parameters.
1254. Set up the ground and pendulum parameters.
1255. Set up the ground and pendulum parameters.
1256. Set up the ground and pendulum parameters.
1257. Set up the ground and pendulum parameters.
1258. Set up the ground and pendulum parameters.
1259. Set up the ground and pendulum parameters.
1260. Set up the ground and pendulum parameters.
1261. Set up the ground and pendulum parameters.
1262. Set up the ground and pendulum parameters.
1263. Set up the ground and pendulum parameters.
1264. Set up the ground and pendulum parameters.
1265. Set up the ground and pendulum parameters.
1266. Set up the ground and pendulum parameters.
1267. Set up the ground and pendulum parameters.
1268. Set up the ground and pendulum parameters.
1269. Set up the ground and pendulum parameters.
1270. Set up the ground and pendulum parameters.
1271. Set up the ground and pendulum parameters.
1272. Set up the ground and pendulum parameters.
1273. Set up the ground and pendulum parameters.
1274. Set up the ground and pendulum parameters.
1275. Set up the ground and pendulum parameters.
1276. Set up the ground and pendulum parameters.
1277. Set up the ground and pendulum parameters.
1278. Set up the ground and pendulum parameters.
1279. Set up the ground and pendulum parameters.
1280. Set up the ground and pendulum parameters.
1281. Set up the ground and pendulum parameters.
1282. Set up the ground and pendulum parameters.
1283. Set up the ground and pendulum parameters.
1284. Set up the ground and pendulum parameters.
1285. Set up the ground and pendulum parameters.
1286. Set up the ground and pendulum parameters.
1287. Set up the ground and pendulum parameters.
1288. Set up the ground and pendulum parameters.
1289. Set up the ground and pendulum parameters.
1290. Set up the ground and pendulum parameters.
1291. Set up the ground and pendulum parameters.
1292. Set up the ground and pendulum parameters.
1293. Set up the ground and pendulum parameters.
1294. Set up the ground and pendulum parameters.
1295. Set up the ground and pendulum parameters.
1296. Set up the ground and pendulum parameters.
1297. Set up the ground and pendulum parameters.
1298. Set up the ground and pendulum parameters.
1299. Set up the ground and pendulum parameters.
1300. Set up the ground and pendulum parameters.
1301. Set up the ground and pendulum parameters.
1302. Set up the ground and pendulum parameters.
1303. Set up the ground and pendulum parameters.
1304. Set up the ground and pendulum parameters.
1305. Set up the ground and pendulum parameters.
1306. Set up the ground and pendulum parameters.
1307. Set up the ground and pendulum parameters.
1308. Set up the ground and pendulum parameters.
1309. Set up the ground and pendulum parameters.
1310. Set up the ground and pendulum parameters.
1311. Set up the ground and pendulum parameters.
1312. Set up the ground and pendulum parameters.
1313. Set up the ground and pendulum parameters.
1314. Set up the ground and pendulum parameters.
1315. Set up the ground and pendulum parameters.
1316. Set up the ground and pendulum parameters.
1317. Set up the ground and pendulum parameters.
1318. Set up the ground and pendulum parameters.
1319. Set up the ground and pendulum parameters.
1320. Set up the ground and pendulum parameters.
1321. Set up the ground and pendulum parameters.
1322. Set up the ground and pendulum parameters.
1323. Set up the ground and pendulum parameters.
1324. Set up the ground and pendulum parameters.
1325. Set up the ground and pendulum parameters.
1326. Set up the ground and pendulum parameters.
1327. Set up the ground and pendulum parameters.
1328. Set up the ground and pendulum parameters.
1329. Set up the ground and pendulum parameters.
1330. Set up the ground and pendulum parameters.
1331. Set up the ground and pendulum parameters.
1332. Set up the ground and pendulum parameters.
1333. Set up the ground and pendulum parameters.
1334. Set up the ground and pendulum parameters.
1335. Set up the ground and pendulum parameters.
1336. Set up the ground and pendulum parameters.
1337. Set up the ground and pendulum parameters.
1338. Set up the ground and pendulum parameters.
1339. Set up the ground and pendulum parameters.
1340. Set up the ground and pendulum parameters.
1341. Set up the ground and pendulum parameters.
1342. Set up the ground and pendulum parameters.
1343. Set up the ground and pendulum parameters.
1344. Set up the ground and pendulum parameters.
1345. Set up the ground and pendulum parameters.
1346. Set up the ground and pendulum parameters.
1347. Set up the ground and pendulum parameters.
1348. Set up the ground and pendulum parameters.
1349. Set up the ground and pendulum parameters.
1350. Set up the ground and pendulum parameters.
1351. Set up the ground and pendulum parameters.
1352. Set up the ground and pendulum parameters.
1353. Set up the ground and pendulum parameters.
1354. Set up the ground and pendulum parameters.
1355. Set up the ground and pendulum parameters.
1356. Set up the ground and pendulum parameters.
1357. Set up the ground and pendulum parameters.
1358. Set up the ground and pendulum parameters.
1359. Set up the ground and pendulum parameters.
1360. Set up the ground and pendulum parameters.
1361. Set up the ground and pendulum parameters.
1362. Set up the ground and pendulum parameters.
1363. Set up the ground and pendulum parameters.
1364. Set up the ground and pendulum parameters.
1365. Set up the ground and pendulum parameters.
1366. Set up the ground and pendulum parameters.
1367. Set up the ground and pendulum parameters.
1368. Set up the ground and pendulum parameters.
1369. Set up the ground and pendulum parameters.
1370. Set up the ground and pendulum parameters.
1371. Set up the ground and pendulum parameters.
1372. Set up the ground and pendulum parameters.
1373. Set up the ground and pendulum parameters.
1374. Set up the ground and pendulum parameters.
1375. Set up the ground and pendulum parameters.
1376. Set up the ground and pendulum parameters.
1377. Set up the ground and pendulum parameters.
1378. Set up the ground and pendulum parameters.
1379. Set up the ground and pendulum parameters.
1380. Set up the ground and pendulum parameters.
1381. Set up the ground and pendulum parameters.
1382. Set up the ground and pendulum parameters.
1383. Set up the ground and pendulum parameters.
1384. Set up the ground and pendulum parameters.
1385. Set up the ground and pendulum parameters.
1386. Set up the ground and pendulum parameters.
1387. Set up the ground and pendulum parameters.
1388. Set up the ground and pendulum parameters.
1389. Set up the ground and pendulum parameters.
1390. Set up the ground and pendulum parameters.
1391. Set up the ground and pendulum parameters.
1392. Set up the ground and pendulum parameters.
1393. Set up the ground and pendulum parameters.
1394. Set up the ground and pendulum parameters.
1395. Set up the ground and pendulum parameters.
1396. Set up the ground and pendulum parameters.
1397. Set up the ground and pendulum parameters.
1398. Set up the ground and pendulum parameters.
1399. Set up the ground and pendulum parameters.
1400. Set up the ground and pendulum parameters.
1401. Set up the ground and pendulum parameters.
1402. Set up the ground and pendulum parameters.
1403. Set up the ground and pendulum parameters.
1404. Set up the ground and pendulum parameters.
1405. Set up the ground and pendulum parameters.
1406. Set up the ground and pendulum parameters.
1407. Set up the ground and pendulum parameters.
1408. Set up the ground and pendulum parameters.
1409. Set up the ground and pendulum parameters.
1410. Set up the ground and pendulum parameters.
1411. Set up the ground and pendulum parameters.
1412. Set up the ground and pendulum parameters.
1413. Set up the ground and pendulum parameters.
1414. Set up the ground and pendulum parameters.
1415. Set up the ground and pendulum parameters.
1416. Set up the ground and pendulum parameters.
1417. Set up the ground and pendulum parameters.
1418. Set up the ground and pendulum parameters.
1419. Set up the ground and pendulum parameters.
1420. Set up the ground and pendulum parameters.
1421. Set up the ground and pendulum parameters.
1422. Set up the ground and pendulum parameters.
1423. Set up the ground and pendulum parameters.
1424. Set up the ground and pendulum parameters.
1425. Set up the ground and pendulum parameters.
1426. Set up the ground and pendulum parameters.
1427. Set up the ground and pendulum parameters.
1428. Set up the ground and pendulum parameters.
1429. Set up the ground and pendulum parameters.
1430. Set up the ground and pendulum parameters.
1431. Set up the ground and pendulum parameters.
1432. Set up the ground and pendulum parameters.
1433. Set up the ground and pendulum parameters.
1434. Set up the ground and pendulum parameters.
1435. Set up the ground and pendulum parameters.
1436. Set up the ground and pendulum parameters.
1437. Set up the ground and pendulum parameters.
1438. Set up the ground and pendulum parameters.
1439. Set up the ground and pendulum parameters.
1440. Set up the ground and pendulum parameters.
1441. Set up the ground and pendulum parameters.
1442. Set up the ground and pendulum parameters.
1443. Set up the ground and pendulum parameters.
1444. Set up the ground and pendulum parameters.
1445. Set up the ground and pendulum parameters.
1446. Set up the ground and pendulum parameters
