Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
llama4_maverick,gator,third,27.67,72.0,69.0,3
llama4_maverick,gear,first,48.67,14.67,13.0,3
llama4_maverick,gear,second,44.0,59.33,49.67,3
llama4_maverick,gear,third,62.33,45.0,58.67,3
llama4_maverick,feda,first,25.67,9.33,17.67,3
llama4_maverick,feda,second,51.0,59.33,65.67,3
llama4_maverick,feda,third,49.67,58.0,35.33,3
llama4_maverick,man,first,26.67,12.0,28.0,3
llama4_maverick,man,second,40.0,45.67,55.0,3
llama4_maverick,man,third,58.33,34.67,21.67,3
llama4_maverick,art,first,31.33,32.0,24.67,3
llama4_maverick,art,second,60.0,67.33,72.33,3
llama4_maverick,art,third,54.0,63.0,80.67,3
llama4_maverick,vehros,first,23.0,23.67,32.67,3
llama4_maverick,vehros,second,65.0,37.67,49.67,3
llama4_maverick,vehros,third,41.67,22.0,40.67,3
llama4_maverick,pendulum,first,28.67,18.67,23.0,3
llama4_maverick,pendulum,second,49.0,57.33,47.67,3
llama4_maverick,pendulum,third,62.0,71.67,70.0,3
llama4_maverick,rigid_highway,first,18.67,14.33,15.0,3
llama4_maverick,rigid_highway,second,57.33,45.67,65.33,3
llama4_maverick,rigid_highway,third,51.67,80.33,61.0,3
llama4_maverick,curiosity,first,48.67,23.0,25.0,3
llama4_maverick,curiosity,second,63.0,71.33,62.67,3
llama4_maverick,curiosity,third,50.0,43.67,24.67,3
llama4_maverick,gps_imu,first,18.33,28.33,26.33,3
llama4_maverick,gps_imu,second,65.33,51.0,53.67,3
llama4_maverick,gps_imu,third,35.0,62.67,63.33,3
llama4_maverick,mass_spring_damper,first,57.33,34.67,22.33,3
llama4_maverick,mass_spring_damper,second,49.33,58.0,55.0,3
llama4_maverick,mass_spring_damper,third,64.0,68.67,57.67,3
llama4_maverick,uazbus,first,38.0,27.33,13.67,3
llama4_maverick,uazbus,second,55.0,63.67,59.67,3
llama4_maverick,uazbus,third,35.33,38.67,38.67,3
llama4_maverick,scm,first,47.33,7.0,10.33,3
llama4_maverick,scm,second,62.33,69.33,67.0,3
llama4_maverick,scm,third,49.0,48.0,36.33,3
llama4_maverick,veh_app,first,16.67,13.0,16.33,3
llama4_maverick,veh_app,second,28.67,24.67,29.0,3
llama4_maverick,veh_app,third,27.67,60.0,36.67,3
llama4_maverick,sedan,first,8.67,23.0,8.33,3
llama4_maverick,sedan,second,44.67,45.67,41.33,3
llama4_maverick,sedan,third,57.0,34.0,44.67,3
llama4_maverick,citybus,first,49.33,17.33,17.33,3
llama4_maverick,citybus,second,32.0,61.67,64.33,3
llama4_maverick,citybus,third,52.33,65.67,76.33,3
llama4_maverick,beam,first,30.33,13.0,17.0,3
llama4_maverick,beam,second,81.0,34.0,41.0,3
llama4_maverick,beam,third,59.67,47.0,58.0,3
llama4_maverick,sensros,first,33.0,29.0,17.67,3
llama4_maverick,sensros,second,47.0,32.0,40.67,3
llama4_maverick,sensros,third,40.0,44.0,65.33,3
llama4_maverick,camera,first,27.0,14.67,24.67,3
llama4_maverick,camera,second,42.67,71.0,50.67,3
llama4_maverick,camera,third,65.67,55.67,41.33,3
llama4_maverick,particles,first,35.67,25.0,8.0,3
llama4_maverick,particles,second,65.0,71.67,57.33,3
llama4_maverick,particles,third,62.67,58.0,41.0,3
llama4_maverick,kraz,first,13.33,20.33,11.33,3
llama4_maverick,kraz,second,56.67,32.0,27.33,3
llama4_maverick,kraz,third,55.67,25.33,28.0,3
llama4_maverick,m113,first,46.67,23.33,13.0,3
llama4_maverick,m113,second,74.0,23.0,27.0,2
llama4_maverick,m113,third,34.0,22.67,58.0,3
llama4_maverick,tablecloth,first,34.67,24.0,16.33,3
llama4_maverick,tablecloth,second,57.67,46.0,46.67,3
llama4_maverick,tablecloth,third,50.0,57.0,76.33,3
llama4_maverick,rotor,first,30.67,20.33,24.0,3
llama4_maverick,rotor,second,63.0,77.0,48.67,3
llama4_maverick,rotor,third,40.0,69.0,68.67,3
llama4_maverick,scm_hill,first,34.33,18.0,18.33,3
llama4_maverick,scm_hill,second,56.0,50.33,33.0,3
llama4_maverick,scm_hill,third,40.33,44.33,44.67,3
llama4_maverick,viper,first,8.0,29.0,17.33,3
llama4_maverick,viper,second,62.33,91.0,74.0,3
llama4_maverick,viper,third,50.67,56.0,24.33,3
llama4_maverick,buckling,first,11.67,20.33,16.0,3
llama4_maverick,buckling,second,45.33,80.0,82.33,3
llama4_maverick,buckling,third,27.67,23.33,28.33,3
llama4_maverick,slider_crank,first,40.67,27.0,30.67,3
llama4_maverick,slider_crank,second,35.0,63.67,72.33,3
llama4_maverick,slider_crank,third,40.0,40.67,58.0,3
llama4_maverick,turtlebot,first,24.67,21.33,19.33,3
llama4_maverick,turtlebot,second,75.0,63.67,59.0,3
llama4_maverick,turtlebot,third,53.67,30.67,34.33,3
llama4_maverick,rigid_multipatches,first,49.0,6.0,14.33,3
llama4_maverick,rigid_multipatches,second,38.33,52.67,43.33,3
llama4_maverick,rigid_multipatches,third,42.67,66.33,80.0,3
llama4_maverick,cable,first,52.33,33.0,27.67,3
llama4_maverick,cable,second,60.67,88.0,82.67,3
llama4_maverick,cable,third,71.67,49.33,41.0,3
llama4_maverick,hmmwv,first,24.0,25.33,31.67,3
llama4_maverick,hmmwv,second,16.67,39.0,27.0,3
llama4_maverick,hmmwv,third,49.33,49.67,43.33,3
llama4_maverick,handler,first,45.0,12.67,17.0,3
llama4_maverick,handler,second,58.67,66.0,81.33,3
llama4_maverick,handler,third,45.33,40.0,40.33,3
llama4_maverick,lidar,first,37.0,32.0,25.67,3
llama4_maverick,lidar,second,40.0,58.0,48.0,3
llama4_maverick,lidar,third,45.33,11.33,29.67,3
gemma-2-9b-it,gator,first,4.67,14.67,14.67,3
gemma-2-9b-it,gator,second,52.33,74.0,48.67,3
gemma-2-9b-it,gator,third,39.33,68.33,57.67,3
gemma-2-9b-it,gear,first,46.67,25.33,25.0,3
gemma-2-9b-it,gear,second,15.67,51.0,38.67,3
gemma-2-9b-it,gear,third,19.0,45.67,41.0,3
gemma-2-9b-it,feda,first,23.67,7.67,6.33,3
gemma-2-9b-it,feda,second,27.0,43.0,44.33,3
gemma-2-9b-it,feda,third,32.33,33.0,42.67,3
gemma-2-9b-it,man,first,30.0,8.33,14.33,3
gemma-2-9b-it,man,second,60.0,62.33,62.33,2
gemma-2-9b-it,man,third,52.0,32.33,32.33,3
gemma-2-9b-it,art,first,17.33,21.0,13.33,3
gemma-2-9b-it,art,second,54.0,73.33,81.67,3
gemma-2-9b-it,art,third,55.0,70.33,82.0,3
gemma-2-9b-it,vehros,first,3.67,8.67,8.5,3
gemma-2-9b-it,vehros,second,21.33,12.33,33.33,3
gemma-2-9b-it,vehros,third,21.67,32.0,52.67,3
gemma-2-9b-it,pendulum,first,11.33,11.0,16.33,3
gemma-2-9b-it,pendulum,second,61.0,37.0,32.67,3
gemma-2-9b-it,pendulum,third,15.33,51.67,56.0,3
gemma-2-9b-it,rigid_highway,first,44.67,27.0,17.67,3
gemma-2-9b-it,rigid_highway,second,54.33,67.67,33.33,3
gemma-2-9b-it,rigid_highway,third,34.0,67.33,74.33,3
gemma-2-9b-it,curiosity,first,16.33,8.33,11.67,3
gemma-2-9b-it,curiosity,second,62.0,65.67,35.0,3
gemma-2-9b-it,curiosity,third,57.67,50.33,37.67,3
gemma-2-9b-it,gps_imu,first,22.0,27.0,13.33,3
gemma-2-9b-it,gps_imu,second,44.67,63.0,41.33,3
gemma-2-9b-it,gps_imu,third,43.67,27.0,58.33,3
gemma-2-9b-it,mass_spring_damper,first,17.33,23.0,32.67,3
gemma-2-9b-it,mass_spring_damper,second,51.33,49.67,39.67,3
gemma-2-9b-it,mass_spring_damper,third,42.0,43.0,42.67,3
gemma-2-9b-it,uazbus,first,9.0,5.67,8.0,3
gemma-2-9b-it,uazbus,second,41.67,68.67,53.0,3
gemma-2-9b-it,uazbus,third,35.33,26.67,38.67,3
gemma-2-9b-it,scm,first,25.0,24.67,13.0,3
gemma-2-9b-it,scm,second,65.0,58.67,79.0,3
gemma-2-9b-it,scm,third,50.67,28.33,35.33,3
gemma-2-9b-it,veh_app,first,16.33,26.67,23.67,3
gemma-2-9b-it,veh_app,second,15.33,23.67,23.0,3
gemma-2-9b-it,veh_app,third,10.33,47.33,32.33,3
gemma-2-9b-it,sedan,first,22.0,10.0,6.33,3
gemma-2-9b-it,sedan,second,55.33,37.0,32.67,3
gemma-2-9b-it,sedan,third,41.0,25.67,31.0,3
gemma-2-9b-it,citybus,first,27.67,10.67,8.0,3
gemma-2-9b-it,citybus,second,47.33,79.67,74.67,3
gemma-2-9b-it,citybus,third,53.0,66.33,58.33,3
gemma-2-9b-it,beam,first,35.33,16.33,28.0,3
gemma-2-9b-it,beam,second,53.33,29.0,43.33,3
gemma-2-9b-it,beam,third,52.33,81.0,70.0,3
gemma-2-9b-it,sensros,first,11.67,31.0,11.67,3
gemma-2-9b-it,sensros,second,27.0,36.33,41.0,3
gemma-2-9b-it,sensros,third,23.0,24.67,30.33,3
gemma-2-9b-it,camera,first,21.33,17.33,17.33,3
gemma-2-9b-it,camera,second,15.0,21.33,30.0,3
gemma-2-9b-it,camera,third,31.67,18.33,23.0,3
gemma-2-9b-it,particles,first,16.33,6.0,28.0,3
gemma-2-9b-it,particles,second,58.67,47.67,72.33,3
gemma-2-9b-it,particles,third,54.33,44.0,52.0,3
gemma-2-9b-it,kraz,first,19.67,21.0,17.67,3
gemma-2-9b-it,kraz,second,48.33,63.0,73.0,3
gemma-2-9b-it,kraz,third,42.33,34.33,14.0,3
gemma-2-9b-it,m113,first,31.33,11.67,6.33,3
gemma-2-9b-it,m113,second,27.0,37.0,25.67,3
gemma-2-9b-it,m113,third,35.0,30.0,40.67,3
gemma-2-9b-it,tablecloth,first,8.0,23.0,15.67,3
gemma-2-9b-it,tablecloth,second,12.0,46.67,49.33,3
gemma-2-9b-it,tablecloth,third,20.0,14.0,34.67,3
gemma-2-9b-it,rotor,first,13.33,27.67,11.33,3
gemma-2-9b-it,rotor,second,39.67,55.67,76.67,3
gemma-2-9b-it,rotor,third,60.0,75.67,69.33,3
gemma-2-9b-it,scm_hill,first,43.33,19.33,7.33,3
gemma-2-9b-it,scm_hill,second,35.0,46.33,36.33,3
gemma-2-9b-it,scm_hill,third,52.0,49.33,55.0,3
gemma-2-9b-it,viper,first,21.67,9.33,20.33,3
gemma-2-9b-it,viper,second,57.0,86.0,68.67,3
gemma-2-9b-it,viper,third,40.33,40.33,45.67,3
gemma-2-9b-it,buckling,first,13.0,14.33,26.67,3
gemma-2-9b-it,buckling,second,35.67,32.33,31.67,3
gemma-2-9b-it,buckling,third,15.67,15.33,15.67,3
gemma-2-9b-it,slider_crank,first,30.33,26.0,22.33,3
gemma-2-9b-it,slider_crank,second,36.67,54.67,61.0,3
gemma-2-9b-it,slider_crank,third,54.33,51.0,47.0,3
gemma-2-9b-it,turtlebot,first,29.33,15.67,11.67,3
gemma-2-9b-it,turtlebot,second,33.33,53.33,58.67,3
gemma-2-9b-it,turtlebot,third,57.67,28.67,16.33,3
gemma-2-9b-it,rigid_multipatches,first,3.0,23.67,7.33,3
gemma-2-9b-it,rigid_multipatches,second,48.33,56.33,51.67,3
gemma-2-9b-it,rigid_multipatches,third,34.33,84.33,67.67,3
gemma-2-9b-it,cable,first,15.33,22.33,18.67,3
gemma-2-9b-it,cable,second,51.33,67.67,58.33,3
gemma-2-9b-it,cable,third,55.0,34.33,25.0,3
gemma-2-9b-it,hmmwv,first,5.33,25.33,13.33,3
gemma-2-9b-it,hmmwv,second,51.0,34.33,35.67,3
gemma-2-9b-it,hmmwv,third,25.33,39.0,38.0,3
gemma-2-9b-it,handler,first,50.0,8.0,32.33,2
gemma-2-9b-it,handler,second,57.0,67.67,76.67,3
gemma-2-9b-it,handler,third,51.0,20.33,32.33,3
gemma-2-9b-it,lidar,first,32.67,19.33,19.67,3
gemma-2-9b-it,lidar,second,35.33,32.67,17.67,3
gemma-2-9b-it,lidar,third,28.0,19.67,20.33,3
gemma-2-2b-it,gator,first,17.0,10.33,6.0,3
gemma-2-2b-it,gator,second,27.0,29.33,50.67,3
gemma-2-2b-it,gator,third,62.33,87.33,76.67,3
gemma-2-2b-it,gear,first,11.67,13.67,16.33,3
gemma-2-2b-it,gear,second,64.0,36.67,33.0,3
gemma-2-2b-it,gear,third,3.33,44.67,29.0,3
gemma-2-2b-it,feda,first,10.33,11.33,7.0,3
gemma-2-2b-it,feda,second,14.0,14.67,27.0,3
gemma-2-2b-it,feda,third,26.0,40.33,32.33,3
gemma-2-2b-it,man,first,19.0,20.0,11.0,3
gemma-2-2b-it,man,second,60.0,61.0,60.0,3
gemma-2-2b-it,man,third,46.33,31.67,24.0,3
gemma-2-2b-it,art,first,17.0,6.0,11.67,3
gemma-2-2b-it,art,second,50.67,72.67,75.67,3
gemma-2-2b-it,art,third,45.0,69.33,83.33,3
gemma-2-2b-it,vehros,first,9.0,9.0,22.33,3
gemma-2-2b-it,vehros,second,50.33,36.0,27.67,3
gemma-2-2b-it,vehros,third,56.33,27.33,41.33,3
gemma-2-2b-it,pendulum,first,18.0,23.33,17.67,3
gemma-2-2b-it,pendulum,second,51.67,37.33,40.0,3
gemma-2-2b-it,pendulum,third,38.0,41.67,50.67,3
gemma-2-2b-it,rigid_highway,first,17.33,35.67,12.0,3
gemma-2-2b-it,rigid_highway,second,37.67,56.0,53.33,3
gemma-2-2b-it,rigid_highway,third,52.33,74.67,60.67,3
gemma-2-2b-it,curiosity,first,10.67,9.33,9.67,3
gemma-2-2b-it,curiosity,second,54.0,71.0,57.0,3
gemma-2-2b-it,curiosity,third,56.33,52.33,55.67,3
gemma-2-2b-it,gps_imu,first,14.67,8.67,11.67,3
gemma-2-2b-it,gps_imu,second,32.33,41.33,28.0,3
gemma-2-2b-it,gps_imu,third,46.0,53.67,35.67,3
gemma-2-2b-it,mass_spring_damper,first,11.33,19.0,18.67,3
gemma-2-2b-it,mass_spring_damper,second,43.0,43.0,42.33,3
gemma-2-2b-it,mass_spring_damper,third,53.33,29.67,23.67,3
gemma-2-2b-it,uazbus,first,14.0,17.33,5.67,3
gemma-2-2b-it,uazbus,second,54.0,49.67,67.67,3
gemma-2-2b-it,uazbus,third,35.0,36.33,43.0,3
gemma-2-2b-it,scm,first,12.0,7.33,21.33,3
gemma-2-2b-it,scm,second,42.33,35.33,26.67,3
gemma-2-2b-it,scm,third,37.67,15.0,39.67,3
gemma-2-2b-it,veh_app,first,16.67,10.0,8.67,3
gemma-2-2b-it,veh_app,second,54.67,56.67,61.0,3
gemma-2-2b-it,veh_app,third,28.67,25.33,15.33,3
gemma-2-2b-it,sedan,first,11.0,24.33,11.67,3
gemma-2-2b-it,sedan,second,48.33,33.0,28.33,3
gemma-2-2b-it,sedan,third,44.67,12.0,35.67,3
gemma-2-2b-it,citybus,first,8.0,16.67,8.33,3
gemma-2-2b-it,citybus,second,68.67,71.33,67.0,3
gemma-2-2b-it,citybus,third,48.0,53.33,67.0,3
gemma-2-2b-it,beam,first,14.0,5.67,17.33,3
gemma-2-2b-it,beam,second,39.0,24.33,30.67,3
gemma-2-2b-it,beam,third,24.0,63.67,65.67,3
gemma-2-2b-it,sensros,first,7.0,9.33,8.0,3
gemma-2-2b-it,sensros,second,25.0,25.0,44.0,3
gemma-2-2b-it,sensros,third,19.0,38.67,48.67,3
gemma-2-2b-it,camera,first,11.67,15.33,5.67,3
gemma-2-2b-it,camera,second,27.0,38.67,30.33,2
gemma-2-2b-it,camera,third,22.33,41.33,29.33,3
gemma-2-2b-it,particles,first,18.67,6.0,13.0,3
gemma-2-2b-it,particles,second,47.33,62.0,74.0,3
gemma-2-2b-it,particles,third,53.33,32.67,11.33,3
gemma-2-2b-it,kraz,first,14.0,28.33,0.67,3
gemma-2-2b-it,kraz,second,31.33,47.33,58.0,3
gemma-2-2b-it,kraz,third,7.33,19.33,32.67,3
gemma-2-2b-it,m113,first,11.33,16.0,14.67,3
gemma-2-2b-it,m113,second,45.67,29.67,45.67,3
gemma-2-2b-it,m113,third,32.33,65.67,65.0,3
gemma-2-2b-it,tablecloth,first,20.67,29.33,14.33,3
gemma-2-2b-it,tablecloth,second,31.33,59.33,60.67,3
gemma-2-2b-it,tablecloth,third,20.67,23.33,31.0,3
gemma-2-2b-it,rotor,first,8.0,14.0,27.67,3
gemma-2-2b-it,rotor,second,69.0,71.67,87.0,3
gemma-2-2b-it,rotor,third,42.67,57.33,59.0,3
gemma-2-2b-it,scm_hill,first,14.5,21.0,28.67,2
gemma-2-2b-it,scm_hill,second,45.0,30.67,33.33,3
gemma-2-2b-it,scm_hill,third,33.0,52.67,57.33,3
gemma-2-2b-it,viper,first,15.67,13.67,10.67,3
gemma-2-2b-it,viper,second,26.67,33.33,17.33,3
gemma-2-2b-it,viper,third,34.33,40.67,32.0,3
gemma-2-2b-it,buckling,first,28.67,22.33,20.33,3
gemma-2-2b-it,buckling,second,13.33,19.33,31.0,3
gemma-2-2b-it,buckling,third,34.67,8.0,17.67,3
gemma-2-2b-it,slider_crank,first,27.0,18.0,23.67,3
gemma-2-2b-it,slider_crank,second,43.33,43.0,44.0,3
gemma-2-2b-it,slider_crank,third,25.0,50.0,51.67,3
gemma-2-2b-it,turtlebot,first,15.33,19.0,11.33,3
gemma-2-2b-it,turtlebot,second,51.67,45.33,49.33,3
gemma-2-2b-it,turtlebot,third,38.67,26.67,27.33,3
gemma-2-2b-it,rigid_multipatches,first,6.67,19.67,17.33,3
gemma-2-2b-it,rigid_multipatches,second,40.33,54.67,54.33,3
gemma-2-2b-it,rigid_multipatches,third,35.33,75.33,55.0,3
gemma-2-2b-it,cable,first,22.33,23.67,15.33,3
gemma-2-2b-it,cable,second,41.67,80.0,83.33,3
gemma-2-2b-it,cable,third,34.67,30.67,25.33,3
gemma-2-2b-it,hmmwv,first,6.33,10.0,5.0,3
gemma-2-2b-it,hmmwv,second,61.0,45.0,49.0,2
gemma-2-2b-it,hmmwv,third,36.67,48.67,41.33,3
gemma-2-2b-it,handler,first,21.0,16.0,9.0,3
gemma-2-2b-it,handler,second,46.67,66.67,75.0,3
gemma-2-2b-it,handler,third,3.67,31.0,17.33,3
gemma-2-2b-it,lidar,first,14.5,18.33,6.67,2
gemma-2-2b-it,lidar,second,23.0,58.33,39.67,3
gemma-2-2b-it,lidar,third,13.0,26.33,10.0,3
qwq-32b,gator,first,49.33,14.0,28.67,3
qwq-32b,gator,second,47.33,17.67,58.67,3
qwq-32b,gator,third,51.67,44.67,44.0,3
qwq-32b,gear,first,36.33,12.0,31.33,3
qwq-32b,gear,second,44.0,77.33,75.67,3
qwq-32b,gear,third,62.33,22.67,42.67,3
qwq-32b,feda,first,33.33,9.0,17.33,3
qwq-32b,feda,second,42.33,35.0,32.0,3
qwq-32b,feda,third,43.67,32.0,41.67,3
qwq-32b,man,first,26.33,8.0,13.0,3
qwq-32b,man,second,47.67,79.67,64.67,3
qwq-32b,man,third,52.67,40.0,25.33,3
qwq-32b,art,first,32.0,17.33,16.0,3
qwq-32b,art,second,68.0,42.33,67.67,3
qwq-32b,art,third,23.0,74.33,64.67,3
qwq-32b,vehros,first,38.33,25.0,9.33,3
qwq-32b,vehros,second,44.0,45.67,25.67,3
qwq-32b,vehros,third,47.67,48.0,35.33,3
qwq-32b,pendulum,first,46.33,36.67,28.0,3
qwq-32b,pendulum,second,23.0,51.67,51.67,3
qwq-32b,pendulum,third,75.0,70.33,56.67,3
qwq-32b,rigid_highway,first,29.33,31.33,22.67,3
qwq-32b,rigid_highway,second,48.67,54.67,49.33,3
qwq-32b,rigid_highway,third,64.67,55.67,41.33,3
qwq-32b,curiosity,first,54.0,40.0,20.33,3
qwq-32b,curiosity,second,43.67,34.0,52.33,3
qwq-32b,curiosity,third,52.67,45.0,49.33,3
qwq-32b,gps_imu,first,39.67,8.0,12.67,3
qwq-32b,gps_imu,second,43.33,26.33,34.33,3
qwq-32b,gps_imu,third,66.67,54.67,48.0,3
qwq-32b,mass_spring_damper,first,68.33,53.0,45.0,3
qwq-32b,mass_spring_damper,second,71.33,47.67,55.67,3
qwq-32b,mass_spring_damper,third,58.0,53.0,52.33,3
qwq-32b,uazbus,first,30.33,16.33,9.67,3
qwq-32b,uazbus,second,64.0,33.67,30.33,3
qwq-32b,uazbus,third,28.67,39.33,35.33,3
qwq-32b,scm,first,77.0,24.0,39.0,3
qwq-32b,scm,second,40.0,52.67,40.67,3
qwq-32b,scm,third,38.67,39.0,26.67,3
qwq-32b,veh_app,first,63.67,30.67,16.33,3
qwq-32b,veh_app,second,42.67,41.0,34.33,3
qwq-32b,veh_app,third,66.0,56.33,40.67,3
qwq-32b,sedan,first,28.33,33.0,33.0,3
qwq-32b,sedan,second,49.67,29.0,35.33,3
qwq-32b,sedan,third,55.33,23.67,23.33,3
qwq-32b,citybus,first,62.0,12.67,27.67,3
qwq-32b,citybus,second,61.33,59.67,46.67,3
qwq-32b,citybus,third,41.33,67.33,55.33,3
qwq-32b,beam,first,20.33,25.67,14.67,3
qwq-32b,beam,second,54.0,52.0,58.0,3
qwq-32b,beam,third,60.67,37.33,46.0,3
qwq-32b,sensros,first,26.67,12.33,28.0,3
qwq-32b,sensros,second,63.67,35.0,47.0,3
qwq-32b,sensros,third,43.0,50.33,49.67,3
qwq-32b,camera,first,40.33,38.33,34.33,3
qwq-32b,camera,second,27.0,44.0,38.33,3
qwq-32b,camera,third,26.67,58.0,37.0,3
qwq-32b,particles,first,48.0,25.67,30.33,3
qwq-32b,particles,second,81.33,82.0,62.33,3
qwq-32b,particles,third,62.67,71.0,43.67,3
qwq-32b,kraz,first,35.67,25.0,12.33,3
qwq-32b,kraz,second,35.0,20.33,24.0,3
qwq-32b,kraz,third,37.33,28.0,18.33,3
qwq-32b,m113,first,39.33,18.0,16.33,3
qwq-32b,m113,second,42.33,29.67,18.0,3
qwq-32b,m113,third,52.67,57.0,43.67,3
qwq-32b,tablecloth,first,27.67,27.0,17.33,3
qwq-32b,tablecloth,second,64.33,56.67,63.33,3
qwq-32b,tablecloth,third,61.33,47.33,41.0,3
qwq-32b,rotor,first,51.33,34.33,37.0,3
qwq-32b,rotor,second,43.33,58.67,66.33,3
qwq-32b,rotor,third,70.33,31.0,19.0,3
qwq-32b,scm_hill,first,51.67,30.0,9.0,3
qwq-32b,scm_hill,second,59.0,32.33,45.33,3
qwq-32b,scm_hill,third,44.67,39.0,34.33,3
qwq-32b,viper,first,17.33,21.33,17.0,3
qwq-32b,viper,second,80.33,65.67,69.67,3
qwq-32b,viper,third,68.0,53.67,36.33,3
qwq-32b,buckling,first,29.67,17.67,29.0,3
qwq-32b,buckling,second,58.0,49.33,70.33,3
qwq-32b,buckling,third,39.0,21.67,35.0,3
qwq-32b,slider_crank,first,49.67,37.33,31.67,3
qwq-32b,slider_crank,second,51.67,46.67,50.0,3
qwq-32b,slider_crank,third,54.67,59.0,49.0,3
qwq-32b,turtlebot,first,48.33,35.67,16.67,3
qwq-32b,turtlebot,second,52.0,69.0,59.0,3
qwq-32b,turtlebot,third,50.0,24.0,23.67,3
qwq-32b,rigid_multipatches,first,43.0,27.67,24.0,3
qwq-32b,rigid_multipatches,second,46.67,34.33,39.67,3
qwq-32b,rigid_multipatches,third,19.33,80.67,70.67,3
qwq-32b,cable,first,41.33,21.0,19.33,3
qwq-32b,cable,second,69.0,72.0,76.67,3
qwq-32b,cable,third,53.0,44.0,39.33,3
qwq-32b,hmmwv,first,41.33,27.33,9.33,3
qwq-32b,hmmwv,second,51.0,39.0,25.0,3
qwq-32b,hmmwv,third,58.67,28.33,31.67,3
qwq-32b,handler,first,44.0,23.0,14.33,3
qwq-32b,handler,second,56.33,64.67,57.0,3
qwq-32b,handler,third,53.33,42.0,30.33,3
qwq-32b,lidar,first,37.33,22.0,39.33,3
qwq-32b,lidar,second,35.67,57.0,50.67,3
qwq-32b,lidar,third,24.0,22.67,23.67,3
phi-3-medium-128k-instruct,gator,first,15.33,3.33,1.33,3
phi-3-medium-128k-instruct,gator,second,26.0,43.33,39.0,3
phi-3-medium-128k-instruct,gator,third,55.33,63.0,70.67,3
phi-3-medium-128k-instruct,gear,first,17.0,18.33,5.67,3
phi-3-medium-128k-instruct,gear,second,35.33,47.0,37.33,3
phi-3-medium-128k-instruct,gear,third,22.67,39.0,31.33,3
phi-3-medium-128k-instruct,feda,first,4.33,16.67,1.67,3
phi-3-medium-128k-instruct,feda,second,20.0,37.67,28.0,3
phi-3-medium-128k-instruct,feda,third,13.67,25.33,28.0,3
phi-3-medium-128k-instruct,man,first,12.33,11.33,16.0,3
phi-3-medium-128k-instruct,man,second,30.33,32.33,24.0,3
phi-3-medium-128k-instruct,man,third,29.0,46.67,29.67,3
phi-3-medium-128k-instruct,art,first,8.33,11.0,4.0,3
phi-3-medium-128k-instruct,art,second,33.0,51.33,35.0,3
phi-3-medium-128k-instruct,art,third,40.33,64.67,68.33,3
phi-3-medium-128k-instruct,vehros,first,22.33,28.0,10.33,3
phi-3-medium-128k-instruct,vehros,second,8.0,22.67,31.33,3
phi-3-medium-128k-instruct,vehros,third,46.67,31.67,15.67,3
phi-3-medium-128k-instruct,pendulum,first,9.67,6.67,28.0,3
phi-3-medium-128k-instruct,pendulum,second,18.0,14.0,23.0,3
phi-3-medium-128k-instruct,pendulum,third,37.33,44.67,47.67,3
phi-3-medium-128k-instruct,rigid_highway,first,11.0,19.33,4.0,3
phi-3-medium-128k-instruct,rigid_highway,second,33.67,40.67,44.67,3
phi-3-medium-128k-instruct,rigid_highway,third,50.67,59.33,69.67,3
phi-3-medium-128k-instruct,curiosity,first,7.33,11.0,15.33,3
phi-3-medium-128k-instruct,curiosity,second,35.33,66.67,36.33,3
phi-3-medium-128k-instruct,curiosity,third,49.67,39.33,47.0,3
phi-3-medium-128k-instruct,gps_imu,first,19.33,5.33,5.0,3
phi-3-medium-128k-instruct,gps_imu,second,15.33,25.67,12.67,3
phi-3-medium-128k-instruct,gps_imu,third,61.33,44.33,43.67,3
phi-3-medium-128k-instruct,mass_spring_damper,first,0.0,11.0,22.33,3
phi-3-medium-128k-instruct,mass_spring_damper,second,40.33,47.33,44.67,3
phi-3-medium-128k-instruct,mass_spring_damper,third,55.67,22.33,24.33,3
phi-3-medium-128k-instruct,uazbus,first,2.0,21.0,14.67,2
phi-3-medium-128k-instruct,uazbus,second,28.0,62.33,63.67,3
phi-3-medium-128k-instruct,uazbus,third,28.0,47.67,29.67,3
phi-3-medium-128k-instruct,scm,first,9.0,20.67,5.0,3
phi-3-medium-128k-instruct,scm,second,23.33,45.33,43.33,3
phi-3-medium-128k-instruct,scm,third,33.0,35.67,11.67,3
phi-3-medium-128k-instruct,veh_app,first,19.0,16.67,4.0,3
phi-3-medium-128k-instruct,veh_app,second,16.33,2.67,7.0,3
phi-3-medium-128k-instruct,veh_app,third,26.33,24.0,24.0,3
phi-3-medium-128k-instruct,sedan,first,7.0,15.67,9.33,3
phi-3-medium-128k-instruct,sedan,second,36.67,30.33,35.67,3
phi-3-medium-128k-instruct,sedan,third,24.33,29.0,33.67,3
phi-3-medium-128k-instruct,citybus,first,17.33,17.67,9.0,3
phi-3-medium-128k-instruct,citybus,second,43.67,51.67,52.67,3
phi-3-medium-128k-instruct,citybus,third,47.33,52.33,69.67,3
phi-3-medium-128k-instruct,beam,first,0.67,5.0,1.67,3
phi-3-medium-128k-instruct,beam,second,43.0,25.0,49.67,3
phi-3-medium-128k-instruct,beam,third,40.33,35.0,43.33,3
phi-3-medium-128k-instruct,sensros,first,10.67,6.0,15.0,3
phi-3-medium-128k-instruct,sensros,second,24.33,38.33,46.0,3
phi-3-medium-128k-instruct,sensros,third,31.5,68.0,57.67,2
