Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
gemma-2-9b-it,veh_app,second,29.33,42.67,41.67,3
gemma-2-9b-it,veh_app,third,18.0,65.33,62.0,3
gemma-2-9b-it,viper,first,14.33,13.0,9.5,3
gemma-2-9b-it,viper,second,47.0,ERROR: No valid scores from judges,ERROR: No valid scores from judges,3
gemma-2-9b-it,viper,third,68.0,52.0,48.5,1
llama-3.1-405b-instruct,art,first,47.67,15.33,30.0,3
llama-3.1-405b-instruct,art,second,60.0,79.33,76.67,3
llama-3.1-405b-instruct,art,third,69.0,86.67,67.67,2
llama-3.1-405b-instruct,beam,first,38.0,11.33,28.0,3
llama-3.1-405b-instruct,beam,second,40.0,82.33,84.0,3
llama-3.1-405b-instruct,beam,third,46.33,75.67,64.33,3
llama-3.1-405b-instruct,buckling,first,31.0,9.67,24.67,3
llama-3.1-405b-instruct,buckling,second,81.0,63.0,70.33,3
llama-3.1-405b-instruct,buckling,third,40.0,24.0,30.0,3
llama-3.1-405b-instruct,cable,first,37.0,18.0,17.33,3
llama-3.1-405b-instruct,cable,second,65.33,84.0,50.33,3
llama-3.1-405b-instruct,cable,third,66.0,37.67,21.67,3
llama-3.1-405b-instruct,camera,first,19.67,13.33,11.33,3
llama-3.1-405b-instruct,camera,second,11.33,70.0,63.33,3
llama-3.1-405b-instruct,camera,third,33.33,34.0,51.33,3
llama-3.1-405b-instruct,citybus,first,47.0,26.0,26.33,3
llama-3.1-405b-instruct,citybus,second,43.0,51.67,56.0,3
llama-3.1-405b-instruct,citybus,third,39.67,75.67,65.0,3
llama-3.1-405b-instruct,curiosity,first,35.0,31.67,12.0,3
llama-3.1-405b-instruct,curiosity,second,44.0,38.67,35.0,3
llama-3.1-405b-instruct,curiosity,third,53.67,45.0,38.33,3
llama-3.1-405b-instruct,feda,first,9.67,10.33,4.67,3
llama-3.1-405b-instruct,feda,second,50.0,46.67,38.67,3
llama-3.1-405b-instruct,feda,third,61.33,51.33,51.33,3
llama-3.1-405b-instruct,gator,first,51.0,17.67,33.67,3
llama-3.1-405b-instruct,gator,second,54.67,64.67,46.33,3
llama-3.1-405b-instruct,gator,third,58.33,85.67,75.67,3
llama-3.1-405b-instruct,gear,first,28.0,22.33,14.33,3
llama-3.1-405b-instruct,gear,second,39.33,86.67,79.67,3
llama-3.1-405b-instruct,gear,third,56.67,42.33,46.33,3
llama-3.1-405b-instruct,gps_imu,first,42.67,41.33,23.33,3
llama-3.1-405b-instruct,gps_imu,second,33.0,67.33,70.67,3
llama-3.1-405b-instruct,gps_imu,third,45.67,71.67,69.67,3
llama-3.1-405b-instruct,handler,first,54.33,10.0,25.67,3
llama-3.1-405b-instruct,handler,second,50.33,70.33,67.33,3
llama-3.1-405b-instruct,handler,third,79.67,31.0,24.67,3
llama-3.1-405b-instruct,hmmwv,first,41.67,22.67,30.67,3
llama-3.1-405b-instruct,hmmwv,second,52.5,20.33,32.67,2
llama-3.1-405b-instruct,hmmwv,third,47.67,54.67,54.67,3
llama-3.1-405b-instruct,kraz,first,11.33,19.0,27.0,3
llama-3.1-405b-instruct,kraz,second,43.33,56.67,68.33,3
llama-3.1-405b-instruct,kraz,third,50.33,34.33,34.67,3
llama-3.1-405b-instruct,lidar,first,39.33,32.67,9.33,3
llama-3.1-405b-instruct,lidar,second,33.0,48.67,48.33,3
llama-3.1-405b-instruct,lidar,third,5.33,21.33,12.67,3
llama-3.1-405b-instruct,m113,first,34.0,15.33,9.33,3
llama-3.1-405b-instruct,m113,second,49.67,39.67,39.33,3
llama-3.1-405b-instruct,m113,third,46.0,48.67,42.0,3
llama-3.1-405b-instruct,man,first,19.33,20.67,12.67,3
llama-3.1-405b-instruct,man,second,65.67,60.0,72.67,3
llama-3.1-405b-instruct,man,third,50.67,22.0,45.0,3
llama-3.1-405b-instruct,mass_spring_damper,first,41.0,21.67,9.67,3
llama-3.1-405b-instruct,mass_spring_damper,second,32.67,72.67,35.33,3
llama-3.1-405b-instruct,mass_spring_damper,third,52.0,43.0,56.0,3
llama-3.1-405b-instruct,particles,first,24.33,28.67,14.67,3
llama-3.1-405b-instruct,particles,second,63.67,45.67,85.0,3
llama-3.1-405b-instruct,particles,third,47.33,64.33,63.67,3
llama-3.1-405b-instruct,pendulum,first,25.67,10.33,20.67,3
llama-3.1-405b-instruct,pendulum,second,52.0,37.0,33.33,3
llama-3.1-405b-instruct,pendulum,third,36.33,30.33,24.67,3
llama-3.1-405b-instruct,rigid_highway,first,41.33,22.33,11.67,3
llama-3.1-405b-instruct,rigid_highway,second,44.0,60.0,53.0,3
llama-3.1-405b-instruct,rigid_highway,third,68.67,88.33,72.33,3
llama-3.1-405b-instruct,rigid_multipatches,first,13.33,8.33,13.67,3
llama-3.1-405b-instruct,rigid_multipatches,second,38.33,57.67,49.67,3
llama-3.1-405b-instruct,rigid_multipatches,third,45.33,71.33,60.33,3
llama-3.1-405b-instruct,rotor,first,14.0,24.67,12.33,3
llama-3.1-405b-instruct,rotor,second,52.33,85.0,67.33,3
llama-3.1-405b-instruct,rotor,third,40.67,46.67,67.67,3
llama-3.1-405b-instruct,scm,first,14.67,21.67,14.33,3
llama-3.1-405b-instruct,scm,second,43.0,68.0,66.67,3
llama-3.1-405b-instruct,scm,third,60.0,29.33,38.0,3
llama-3.1-405b-instruct,scm_hill,first,10.67,25.33,11.0,3
llama-3.1-405b-instruct,scm_hill,second,39.33,38.0,35.67,3
llama-3.1-405b-instruct,scm_hill,third,36.67,58.67,47.67,3
llama-3.1-405b-instruct,sedan,first,26.67,28.0,14.0,3
llama-3.1-405b-instruct,sedan,second,60.0,54.33,25.67,3
llama-3.1-405b-instruct,sedan,third,39.67,39.67,40.33,3
llama-3.1-405b-instruct,sensros,first,34.0,9.67,18.33,3
llama-3.1-405b-instruct,sensros,second,39.0,58.67,49.0,3
llama-3.1-405b-instruct,sensros,third,31.33,69.67,82.33,3
llama-3.1-405b-instruct,slider_crank,first,45.33,34.67,32.0,3
llama-3.1-405b-instruct,slider_crank,second,48.67,52.0,49.33,3
llama-3.1-405b-instruct,slider_crank,third,65.0,71.33,61.67,3
llama-3.1-405b-instruct,tablecloth,first,56.0,14.67,29.67,3
llama-3.1-405b-instruct,tablecloth,second,48.0,70.67,55.33,3
llama-3.1-405b-instruct,tablecloth,third,49.33,59.67,45.0,3
llama-3.1-405b-instruct,turtlebot,first,68.0,26.33,32.0,3
llama-3.1-405b-instruct,turtlebot,second,57.33,70.0,63.67,3
llama-3.1-405b-instruct,turtlebot,third,48.0,36.0,21.33,3
llama-3.1-405b-instruct,uazbus,first,37.33,11.0,26.0,3
llama-3.1-405b-instruct,uazbus,second,33.67,61.0,35.67,3
llama-3.1-405b-instruct,uazbus,third,37.33,51.0,58.0,3
llama-3.1-405b-instruct,vehros,first,14.0,18.33,24.0,3
llama-3.1-405b-instruct,vehros,second,50.67,38.33,29.67,3
llama-3.1-405b-instruct,vehros,third,62.0,46.0,24.67,2
llama-3.1-405b-instruct,veh_app,first,49.0,31.67,26.67,3
llama-3.1-405b-instruct,veh_app,second,37.67,28.0,45.0,3
llama-3.1-405b-instruct,veh_app,third,38.0,61.33,55.0,3
llama-3.1-405b-instruct,viper,first,32.33,15.0,28.0,3
llama-3.1-405b-instruct,viper,second,75.0,80.33,73.33,3
llama-3.1-405b-instruct,viper,third,44.67,47.0,53.67,3
llama-3.1-70b-instruct,art,first,20.33,15.67,16.0,3
llama-3.1-70b-instruct,art,second,28.67,69.0,83.0,3
llama-3.1-70b-instruct,art,third,45.0,88.0,74.0,3
llama-3.1-70b-instruct,beam,first,23.33,25.0,30.33,3
llama-3.1-70b-instruct,beam,second,28.33,34.67,30.67,3
llama-3.1-70b-instruct,beam,third,35.33,78.33,61.33,3
llama-3.1-70b-instruct,buckling,first,25.67,30.67,18.0,3
llama-3.1-70b-instruct,buckling,second,56.0,84.67,54.0,3
llama-3.1-70b-instruct,buckling,third,46.33,9.67,28.67,3
llama-3.1-70b-instruct,cable,first,35.0,19.67,23.67,3
llama-3.1-70b-instruct,cable,second,39.67,90.67,77.0,3
llama-3.1-70b-instruct,cable,third,55.33,30.33,33.67,3
llama-3.1-70b-instruct,camera,first,27.0,32.67,20.67,3
llama-3.1-70b-instruct,camera,second,36.0,68.33,63.67,3
llama-3.1-70b-instruct,camera,third,58.67,48.33,52.33,3
llama-3.1-70b-instruct,citybus,first,35.33,20.67,16.67,3
llama-3.1-70b-instruct,citybus,second,39.67,43.0,55.0,3
llama-3.1-70b-instruct,citybus,third,60.67,89.33,80.67,3
llama-3.1-70b-instruct,curiosity,first,28.67,25.67,25.67,3
llama-3.1-70b-instruct,curiosity,second,42.67,63.67,46.0,3
llama-3.1-70b-instruct,curiosity,third,68.33,34.33,43.0,3
llama-3.1-70b-instruct,feda,first,14.67,7.67,16.33,3
llama-3.1-70b-instruct,feda,second,51.0,56.0,45.67,3
llama-3.1-70b-instruct,feda,third,56.33,54.67,36.67,3
llama-3.1-70b-instruct,gator,first,23.0,27.33,16.67,3
llama-3.1-70b-instruct,gator,second,56.0,62.33,59.67,3
llama-3.1-70b-instruct,gator,third,56.0,79.67,64.67,3
llama-3.1-70b-instruct,gear,first,35.0,31.0,26.67,3
llama-3.1-70b-instruct,gear,second,55.0,84.0,61.33,3
llama-3.1-70b-instruct,gear,third,42.0,55.0,30.33,3
llama-3.1-70b-instruct,gps_imu,first,29.67,10.0,12.0,3
llama-3.1-70b-instruct,gps_imu,second,73.0,47.67,64.0,3
llama-3.1-70b-instruct,gps_imu,third,45.67,84.33,69.0,3
llama-3.1-70b-instruct,handler,first,36.0,27.33,16.67,3
llama-3.1-70b-instruct,handler,second,38.0,84.33,82.0,3
llama-3.1-70b-instruct,handler,third,57.67,40.67,40.0,3
llama-3.1-70b-instruct,hmmwv,first,22.33,20.67,8.33,3
llama-3.1-70b-instruct,hmmwv,second,48.33,16.0,40.33,3
llama-3.1-70b-instruct,hmmwv,third,31.0,65.33,52.67,3
llama-3.1-70b-instruct,kraz,first,22.33,26.0,15.67,3
llama-3.1-70b-instruct,kraz,second,42.67,56.0,45.67,3
llama-3.1-70b-instruct,kraz,third,27.0,19.67,28.33,3
llama-3.1-70b-instruct,lidar,first,33.33,4.0,11.67,3
llama-3.1-70b-instruct,lidar,second,49.0,49.67,31.0,3
llama-3.1-70b-instruct,lidar,third,4.0,26.33,27.67,3
llama-3.1-70b-instruct,m113,first,39.33,31.67,16.67,3
llama-3.1-70b-instruct,m113,second,58.33,48.33,43.0,3
llama-3.1-70b-instruct,m113,third,49.67,49.67,53.67,3
llama-3.1-70b-instruct,man,first,48.67,18.33,7.33,3
llama-3.1-70b-instruct,man,second,55.67,60.0,62.67,3
llama-3.1-70b-instruct,man,third,50.0,39.0,40.33,3
llama-3.1-70b-instruct,mass_spring_damper,first,33.0,33.0,12.33,3
llama-3.1-70b-instruct,mass_spring_damper,second,42.0,43.0,24.0,3
llama-3.1-70b-instruct,mass_spring_damper,third,54.67,46.67,32.0,3
llama-3.1-70b-instruct,particles,first,20.67,29.0,24.0,3
llama-3.1-70b-instruct,particles,second,71.33,44.33,64.33,3
llama-3.1-70b-instruct,particles,third,66.33,76.33,62.67,3
llama-3.1-70b-instruct,pendulum,first,46.0,21.67,29.67,3
llama-3.1-70b-instruct,pendulum,second,45.67,50.33,43.67,3
llama-3.1-70b-instruct,pendulum,third,49.33,29.0,38.67,3
llama-3.1-70b-instruct,rigid_highway,first,13.0,22.0,10.0,3
llama-3.1-70b-instruct,rigid_highway,second,43.67,78.33,77.67,3
llama-3.1-70b-instruct,rigid_highway,third,51.67,86.33,87.33,3
llama-3.1-70b-instruct,rigid_multipatches,first,39.33,18.67,18.33,3
llama-3.1-70b-instruct,rigid_multipatches,second,58.67,44.67,31.33,3
llama-3.1-70b-instruct,rigid_multipatches,third,43.0,86.33,69.0,3
llama-3.1-70b-instruct,rotor,first,15.33,20.33,24.33,3
llama-3.1-70b-instruct,rotor,second,57.0,66.67,61.33,3
llama-3.1-70b-instruct,rotor,third,39.67,53.33,65.0,3
llama-3.1-70b-instruct,scm,first,20.33,21.0,28.67,3
llama-3.1-70b-instruct,scm,second,49.0,69.0,47.33,3
llama-3.1-70b-instruct,scm,third,41.67,17.33,31.0,3
llama-3.1-70b-instruct,scm_hill,first,38.67,18.0,22.67,3
llama-3.1-70b-instruct,scm_hill,second,49.0,17.67,20.0,3
llama-3.1-70b-instruct,scm_hill,third,28.67,48.0,20.67,3
llama-3.1-70b-instruct,sedan,first,27.0,12.67,11.67,3
llama-3.1-70b-instruct,sedan,second,52.0,32.67,32.0,3
llama-3.1-70b-instruct,sedan,third,27.67,10.67,35.67,3
llama-3.1-70b-instruct,sensros,first,29.0,31.67,19.0,3
llama-3.1-70b-instruct,sensros,second,53.33,58.67,33.33,3
llama-3.1-70b-instruct,sensros,third,29.33,62.0,62.0,3
llama-3.1-70b-instruct,slider_crank,first,46.67,28.0,28.67,3
llama-3.1-70b-instruct,slider_crank,second,46.67,67.0,46.67,3
llama-3.1-70b-instruct,slider_crank,third,28.33,55.0,50.67,3
llama-3.1-70b-instruct,tablecloth,first,26.0,23.67,24.0,3
llama-3.1-70b-instruct,tablecloth,second,40.33,70.33,69.33,3
llama-3.1-70b-instruct,tablecloth,third,60.0,56.33,63.0,2
llama-3.1-70b-instruct,turtlebot,first,45.0,30.33,29.67,3
llama-3.1-70b-instruct,turtlebot,second,40.0,67.67,74.33,3
llama-3.1-70b-instruct,turtlebot,third,74.33,29.33,27.33,3
llama-3.1-70b-instruct,uazbus,first,29.0,27.67,15.67,3
llama-3.1-70b-instruct,uazbus,second,40.33,52.33,73.0,3
llama-3.1-70b-instruct,uazbus,third,17.67,27.0,52.67,3
llama-3.1-70b-instruct,vehros,first,31.33,21.67,6.67,3
llama-3.1-70b-instruct,vehros,second,43.0,24.0,35.0,3
llama-3.1-70b-instruct,vehros,third,48.67,29.67,34.67,3
llama-3.1-70b-instruct,veh_app,first,25.0,22.0,27.33,3
llama-3.1-70b-instruct,veh_app,second,19.67,45.67,38.33,3
llama-3.1-70b-instruct,veh_app,third,40.33,66.67,71.0,3
llama-3.1-70b-instruct,viper,first,22.33,17.67,20.0,3
llama-3.1-70b-instruct,viper,second,44.0,78.33,76.67,3
llama-3.1-70b-instruct,viper,third,55.33,35.0,41.33,3
llama-3.1-8b-instruct,art,first,11.5,8.33,7.67,2
llama-3.1-8b-instruct,art,second,40.0,70.33,86.67,3
llama-3.1-8b-instruct,art,third,45.67,61.33,78.67,3
llama-3.1-8b-instruct,beam,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,beam,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,beam,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,buckling,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,buckling,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,buckling,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,cable,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,cable,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,cable,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,camera,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,camera,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,camera,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,citybus,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,citybus,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,citybus,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,curiosity,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,curiosity,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,curiosity,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,feda,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,feda,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,feda,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gator,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gator,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gator,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gear,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gear,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gear,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gps_imu,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gps_imu,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,gps_imu,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,handler,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,handler,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,handler,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,hmmwv,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,hmmwv,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,hmmwv,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,kraz,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,kraz,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,kraz,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,lidar,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,lidar,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,lidar,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,m113,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,m113,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,m113,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,man,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,man,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,man,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,mass_spring_damper,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,mass_spring_damper,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,mass_spring_damper,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,particles,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,particles,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,particles,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,pendulum,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,pendulum,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,pendulum,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_highway,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_highway,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_highway,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_multipatches,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_multipatches,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rigid_multipatches,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rotor,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rotor,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,rotor,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm_hill,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm_hill,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,scm_hill,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,sedan,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,sedan,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,sedan,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,ERROR: No valid scores from judges,0
llama-3.1-8b-instruct,sensros,first,ERROR: No valid scores from judges,ERROR: No valid scores from judges,11.67,0
llama-3.1-8b-instruct,sensros,second,ERROR: No valid scores from judges,ERROR: No valid scores from judges,44.67,0
llama-3.1-8b-instruct,sensros,third,ERROR: No valid scores from judges,ERROR: No valid scores from judges,75.0,0
llama-3.1-8b-instruct,slider_crank,first,14.67,23.33,14.0,3
llama-3.1-8b-instruct,slider_crank,second,63.33,60.33,57.33,3
llama-3.1-8b-instruct,slider_crank,third,55.5,59.33,47.0,2
llama-3.1-8b-instruct,tablecloth,first,18.0,20.67,22.0,3
llama-3.1-8b-instruct,tablecloth,second,37.0,39.0,55.33,3
llama-3.1-8b-instruct,tablecloth,third,47.33,71.67,59.0,3
llama-3.1-8b-instruct,turtlebot,first,26.33,20.67,9.33,3
llama-3.1-8b-instruct,turtlebot,second,37.0,59.33,50.0,3
llama-3.1-8b-instruct,turtlebot,third,62.0,28.33,28.0,3
llama-3.1-8b-instruct,uazbus,first,20.0,9.0,11.67,3
llama-3.1-8b-instruct,uazbus,second,53.0,63.0,72.67,3
llama-3.1-8b-instruct,uazbus,third,30.67,38.0,42.33,3
llama-3.1-8b-instruct,vehros,first,4.67,7.0,7.33,3
llama-3.1-8b-instruct,vehros,second,36.67,16.0,31.33,3
llama-3.1-8b-instruct,vehros,third,53.67,43.0,33.67,3
llama-3.1-8b-instruct,veh_app,first,8.67,30.0,22.33,3
llama-3.1-8b-instruct,veh_app,second,39.67,37.67,37.0,3
llama-3.1-8b-instruct,veh_app,third,47.0,48.33,68.33,3
llama-3.1-8b-instruct,viper,first,12.67,22.0,6.33,3
llama-3.1-8b-instruct,viper,second,63.67,75.33,73.0,3
llama-3.1-8b-instruct,viper,third,60.0,61.0,38.0,3
llama-3.3-70b-instruct,art,first,23.67,12.33,28.0,3
llama-3.3-70b-instruct,art,second,41.0,90.67,79.67,3
llama-3.3-70b-instruct,art,third,56.67,89.33,82.33,3
llama-3.3-70b-instruct,beam,first,35.67,27.67,8.33,3
llama-3.3-70b-instruct,beam,second,53.33,54.0,69.0,3
llama-3.3-70b-instruct,beam,third,47.0,68.0,76.0,3
llama-3.3-70b-instruct,buckling,first,35.0,16.33,14.0,3
llama-3.3-70b-instruct,buckling,second,50.67,57.33,76.33,3
llama-3.3-70b-instruct,buckling,third,60.33,23.33,30.0,3
llama-3.3-70b-instruct,cable,first,23.5,27.33,16.33,2
llama-3.3-70b-instruct,cable,second,33.67,68.0,73.67,3
llama-3.3-70b-instruct,cable,third,50.67,41.0,34.67,3
llama-3.3-70b-instruct,camera,first,17.67,8.0,23.33,3
llama-3.3-70b-instruct,camera,second,20.67,38.67,37.0,3
llama-3.3-70b-instruct,camera,third,42.33,56.0,40.67,3
llama-3.3-70b-instruct,citybus,first,24.67,24.67,15.67,3
llama-3.3-70b-instruct,citybus,second,48.0,54.67,61.0,3
llama-3.3-70b-instruct,citybus,third,46.33,83.33,61.67,3
llama-3.3-70b-instruct,curiosity,first,27.67,9.33,21.33,3
llama-3.3-70b-instruct,curiosity,second,73.67,73.33,65.67,3
llama-3.3-70b-instruct,curiosity,third,51.33,49.33,54.0,3
llama-3.3-70b-instruct,feda,first,25.0,8.0,24.67,3
llama-3.3-70b-instruct,feda,second,56.0,70.0,55.0,3
llama-3.3-70b-instruct,feda,third,38.33,40.33,48.0,3
llama-3.3-70b-instruct,gator,first,34.67,25.33,12.67,3
llama-3.3-70b-instruct,gator,second,48.67,71.33,52.33,3
llama-3.3-70b-instruct,gator,third,52.67,81.33,73.0,3
llama-3.3-70b-instruct,gear,first,17.0,27.33,20.33,3
