Model,System,Round,Score Document,Score Reference,Score Ref+Doc
gpt-4.1-nano,art,third,85,7,9
gpt-4.1-nano,beam,first,75,3,4
gpt-4.1-nano,beam,second,85,2,10
gpt-4.1-nano,beam,third,85,65,9
gpt-4.1-nano,buckling,first,75,,5
gpt-4.1-nano,buckling,second,85,3,8
gpt-4.1-nano,buckling,third,85,4,
gpt-4.1-nano,cable,first,85,3,7
gpt-4.1-nano,cable,second,85,5,9
gpt-4.1-nano,cable,third,85,4,8
gpt-4.1-nano,camera,first,75,3,7
gpt-4.1-nano,camera,second,75,4,5
gpt-4.1-nano,camera,third,85,4,5
gpt-4.1-nano,citybus,first,75,,
gpt-4.1-nano,citybus,second,85,,9
gpt-4.1-nano,citybus,third,85,6,9
gpt-4.1-nano,curiosity,first,75,3,6
gpt-4.1-nano,curiosity,second,85,2,8
gpt-4.1-nano,curiosity,third,85,4,
gpt-4.1-nano,feda,first,75,0,7
gpt-4.1-nano,feda,second,90,65,8
gpt-4.1-nano,feda,third,85,60,
gpt-4.1-nano,gator,first,70,3,5
gpt-4.1-nano,gator,second,90,5,8
gpt-4.1-nano,gator,third,85,5,
gpt-4.1-nano,gear,first,75,8,6
gpt-4.1-nano,gear,second,75,2,
gpt-4.1-nano,gear,third,75,4,
gpt-4.1-nano,gps_imu,first,85,4,6
gpt-4.1-nano,gps_imu,second,90,60,
gpt-4.1-nano,gps_imu,third,85,75,9
gpt-4.1-nano,handler,first,75,3,6
gpt-4.1-nano,handler,second,85,7,9
gpt-4.1-nano,handler,third,75,4,
gpt-4.1-nano,hmmwv,first,70,2,6
gpt-4.1-nano,hmmwv,second,85,4,8
gpt-4.1-nano,hmmwv,third,85,65,8
gpt-4.1-nano,kraz,first,70,2,3
gpt-4.1-nano,kraz,second,85,1,9
gpt-4.1-nano,kraz,third,85,,
gpt-4.1-nano,lidar,first,75,3,
gpt-4.1-nano,lidar,second,70,4,5
gpt-4.1-nano,lidar,third,70,30,7
gpt-4.1-nano,m113,first,70,3,7
gpt-4.1-nano,m113,second,85,3,
gpt-4.1-nano,m113,third,85,4,9
gpt-4.1-nano,man,first,70,2,4
gpt-4.1-nano,man,second,85,4,
gpt-4.1-nano,man,third,85,5,8
gpt-4.1-nano,mass_spring_damper,first,85,4,7
gpt-4.1-nano,mass_spring_damper,second,85,4,9
gpt-4.1-nano,mass_spring_damper,third,85,2,8
gpt-4.1-nano,particles,first,70,2,
gpt-4.1-nano,particles,second,85,70,9
gpt-4.1-nano,particles,third,85,2,
gpt-4.1-nano,pendulum,first,85,1,7
gpt-4.1-nano,pendulum,second,85,2,5
gpt-4.1-nano,pendulum,third,85,65,7
gpt-4.1-nano,rigid_highway,first,80,3,6
gpt-4.1-nano,rigid_highway,second,85,1,9
gpt-4.1-nano,rigid_highway,third,85,60,9
gpt-4.1-nano,rigid_multipatches,first,65,3,
gpt-4.1-nano,rigid_multipatches,second,70,5,
gpt-4.1-nano,rigid_multipatches,third,85,3,7
gpt-4.1-nano,rotor,first,75,3,
gpt-4.1-nano,rotor,second,85,65,8
gpt-4.1-nano,rotor,third,85,65,
gpt-4.1-nano,scm,first,85,3,
gpt-4.1-nano,scm,second,85,65,
gpt-4.1-nano,scm,third,85,4,9
gpt-4.1-nano,scm_hill,first,80,,5
gpt-4.1-nano,scm_hill,second,85,65,
gpt-4.1-nano,scm_hill,third,85,5,
gpt-4.1-nano,sedan,first,60,1,5
gpt-4.1-nano,sedan,second,85,4,7
gpt-4.1-nano,sedan,third,85,4,
gpt-4.1-nano,sensros,first,75,3,
gpt-4.1-nano,sensros,second,85,65,
gpt-4.1-nano,sensros,third,85,65,
gpt-4.1-nano,slider_crank,first,85,4,7
gpt-4.1-nano,slider_crank,second,85,5,8
gpt-4.1-nano,slider_crank,third,85,4,
gpt-4.1-nano,tablecloth,first,85,4,6
gpt-4.1-nano,tablecloth,second,85,,9
gpt-4.1-nano,tablecloth,third,85,65,8
gpt-4.1-nano,turtlebot,first,85,2,
gpt-4.1-nano,turtlebot,second,85,65,
gpt-4.1-nano,turtlebot,third,85,5,
gpt-4.1-nano,uazbus,first,85,4,5
gpt-4.1-nano,uazbus,second,85,5,
gpt-4.1-nano,uazbus,third,85,65,9
gpt-4.1-nano,vehros,first,70,3,4
gpt-4.1-nano,vehros,second,90,5,9
gpt-4.1-nano,vehros,third,85,4,7
gpt-4.1-nano,veh_app,first,85,0,6
gpt-4.1-nano,veh_app,second,85,65,8
gpt-4.1-nano,veh_app,third,85,1,
gpt-4.1-nano,viper,first,75,4,6
gpt-4.1-nano,viper,second,85,6,9
gpt-4.1-nano,viper,third,85,9,7
gpt-4o-mini,art,first,65,3,4
gpt-4o-mini,art,second,90,7,10
gpt-4o-mini,art,third,85,7,10
gpt-4o-mini,beam,first,45,3,5
gpt-4o-mini,beam,second,85,5,9
gpt-4o-mini,beam,third,90,5,
gpt-4o-mini,buckling,first,75,3,7
gpt-4o-mini,buckling,second,85,75,
gpt-4o-mini,buckling,third,85,5,7
gpt-4o-mini,cable,first,75,3,6
gpt-4o-mini,cable,second,85,6,10
gpt-4o-mini,cable,third,85,4,
gpt-4o-mini,camera,first,85,10,
gpt-4o-mini,camera,second,60,2,6
gpt-4o-mini,camera,third,60,10,3
gpt-4o-mini,citybus,first,70,3,4
gpt-4o-mini,citybus,second,85,,10
gpt-4o-mini,citybus,third,85,7,
gpt-4o-mini,curiosity,first,70,3,5
gpt-4o-mini,curiosity,second,85,10,
gpt-4o-mini,curiosity,third,75,4,7
gpt-4o-mini,feda,first,85,6,3
gpt-4o-mini,feda,second,85,5,8
gpt-4o-mini,feda,third,85,65,
gpt-4o-mini,gator,first,70,4,5
gpt-4o-mini,gator,second,85,9,8
gpt-4o-mini,gator,third,85,5,
gpt-4o-mini,gear,first,80,3,8
gpt-4o-mini,gear,second,75,65,9
gpt-4o-mini,gear,third,85,0,
gpt-4o-mini,gps_imu,first,70,2,
gpt-4o-mini,gps_imu,second,85,4,8
gpt-4o-mini,gps_imu,third,85,18,
gpt-4o-mini,handler,first,75,0,7
gpt-4o-mini,handler,second,90,70,
gpt-4o-mini,handler,third,85,4,7
gpt-4o-mini,hmmwv,first,60,3,
gpt-4o-mini,hmmwv,second,85,4,
gpt-4o-mini,hmmwv,third,85,65,8
gpt-4o-mini,kraz,first,65,2,
gpt-4o-mini,kraz,second,85,60,
gpt-4o-mini,kraz,third,85,5,7
gpt-4o-mini,lidar,first,75,3,
gpt-4o-mini,lidar,second,65,60,
gpt-4o-mini,lidar,third,60,4,4
gpt-4o-mini,m113,first,85,2,4
gpt-4o-mini,m113,second,85,4,7
gpt-4o-mini,m113,third,85,3,3
gpt-4o-mini,man,first,75,3,5
gpt-4o-mini,man,second,85,65,9
gpt-4o-mini,man,third,90,5,7
gpt-4o-mini,mass_spring_damper,first,85,3,7
gpt-4o-mini,mass_spring_damper,second,85,12,1
gpt-4o-mini,mass_spring_damper,third,80,0,4
llama-3.3-70b-instruct,art,first,70,3,4
llama-3.3-70b-instruct,art,second,85,7,
llama-3.3-70b-instruct,art,third,85,,10
llama-3.3-70b-instruct,beam,first,60,2,6
llama-3.3-70b-instruct,beam,second,85,65,
llama-3.3-70b-instruct,beam,third,0,0,9
llama-3.3-70b-instruct,buckling,first,85,4,
llama-3.3-70b-instruct,buckling,second,85,91,
llama-3.3-70b-instruct,buckling,third,85,4,7
llama-3.3-70b-instruct,cable,first,75,,5
llama-3.3-70b-instruct,cable,second,85,7,10
llama-3.3-70b-instruct,cable,third,85,9,8
llama-3.3-70b-instruct,camera,first,80,3,
llama-3.3-70b-instruct,camera,second,70,4,6
llama-3.3-70b-instruct,camera,third,85,4,
llama-3.3-70b-instruct,citybus,first,65,3,5
llama-3.3-70b-instruct,citybus,second,85,4,9
llama-3.3-70b-instruct,citybus,third,85,5,
llama-3.3-70b-instruct,curiosity,first,70,3,
llama-3.3-70b-instruct,curiosity,second,85,6,
llama-3.3-70b-instruct,curiosity,third,85,4,7
llama-3.3-70b-instruct,feda,first,85,3,6
llama-3.3-70b-instruct,feda,second,85,10,
llama-3.3-70b-instruct,feda,third,85,4,
llama-3.3-70b-instruct,gator,first,85,3,6
llama-3.3-70b-instruct,gator,second,90,7,9
llama-3.3-70b-instruct,gator,third,85,70,10
llama-3.3-70b-instruct,gear,first,75,4,9
llama-3.3-70b-instruct,gear,second,75,6,
llama-3.3-70b-instruct,gear,third,75,65,
llama-3.3-70b-instruct,gps_imu,first,75,50,
llama-3.3-70b-instruct,gps_imu,second,85,4,
llama-3.3-70b-instruct,gps_imu,third,85,7,10
llama-3.3-70b-instruct,handler,first,75,3,6
llama-3.3-70b-instruct,handler,second,85,1,9
llama-3.3-70b-instruct,handler,third,85,4,8
llama-3.3-70b-instruct,hmmwv,first,75,4,7
llama-3.3-70b-instruct,hmmwv,second,85,4,
llama-3.3-70b-instruct,hmmwv,third,85,4,8
llama-3.3-70b-instruct,kraz,first,80,3,5
llama-3.3-70b-instruct,kraz,second,85,4,
llama-3.3-70b-instruct,kraz,third,85,4,8
llama-3.3-70b-instruct,lidar,first,75,3,
llama-3.3-70b-instruct,lidar,second,85,4,
llama-3.3-70b-instruct,lidar,third,75,4,7
llama-3.3-70b-instruct,m113,first,85,3,
llama-3.3-70b-instruct,m113,second,85,4,8
llama-3.3-70b-instruct,m113,third,75,2,8
llama-3.3-70b-instruct,man,first,70,4,
llama-3.3-70b-instruct,man,second,85,5,9
llama-3.3-70b-instruct,man,third,85,8,7
llama-3.3-70b-instruct,mass_spring_damper,first,75,4,
llama-3.3-70b-instruct,mass_spring_damper,second,85,1,3
llama-3.3-70b-instruct,mass_spring_damper,third,85,1,8
llama-3.3-70b-instruct,particles,first,75,4,6
llama-3.3-70b-instruct,particles,second,85,5,
llama-3.3-70b-instruct,particles,third,85,65,8
llama4-maverick,art,first,70,7,
llama4-maverick,art,second,85,7,
llama4-maverick,art,third,90,70,9
llama4-maverick,beam,first,75,3,
llama4-maverick,beam,second,85,65,8
llama4-maverick,beam,third,85,65,9
llama4-maverick,buckling,first,85,4,
llama4-maverick,buckling,second,85,,
llama4-maverick,buckling,third,85,40,
llama4-maverick,cable,first,85,3,7
llama4-maverick,cable,second,90,5,10
llama4-maverick,cable,third,85,5,8
llama4-maverick,camera,first,70,8,7
llama4-maverick,camera,second,85,5,7
llama4-maverick,camera,third,80,60,
llama4-maverick,citybus,first,65,4,6
llama4-maverick,citybus,second,70,,7
llama4-maverick,citybus,third,85,5,
llama4-maverick,curiosity,first,85,3,5
llama4-maverick,curiosity,second,85,6,6
llama4-maverick,curiosity,third,90,5,
llama4-maverick,feda,first,60,3,3
llama4-maverick,feda,second,85,7,
llama4-maverick,feda,third,85,2,
llama4-maverick,gator,first,70,2,3
llama4-maverick,gator,second,10,3,9
llama4-maverick,gator,third,85,2,9
llama4-maverick,gear,first,75,1,6
llama4-maverick,gear,second,75,2,
llama4-maverick,gear,third,75,,
llama4-maverick,gps_imu,first,85,3,6
llama4-maverick,gps_imu,second,85,65,8
llama4-maverick,gps_imu,third,85,65,9
llama4-maverick,handler,first,85,3,4
llama4-maverick,handler,second,85,0,8
llama4-maverick,handler,third,85,60,8
llama4-maverick,hmmwv,first,85,4,
llama4-maverick,hmmwv,second,90,2,8
llama4-maverick,hmmwv,third,90,5,
llama4-maverick,kraz,first,70,3,5
llama4-maverick,kraz,second,85,,
llama4-maverick,kraz,third,85,9,7
llama4-maverick,lidar,first,85,3,7
llama4-maverick,lidar,second,65,2,6
llama4-maverick,lidar,third,85,3,3
llama4-maverick,m113,first,85,3,6
llama4-maverick,m113,second,90,60,8
llama4-maverick,m113,third,85,60,
llama4-maverick,man,first,75,4,
llama4-maverick,man,second,85,65,6
llama4-maverick,man,third,85,60,7
llama4-maverick,mass_spring_damper,first,85,3,7
llama4-maverick,mass_spring_damper,second,75,4,7
llama4-maverick,mass_spring_damper,third,75,65,8
llama4-maverick,particles,first,85,8,6
llama4-maverick,particles,second,85,6,
llama4-maverick,particles,third,85,3,9
llama4-maverick,pendulum,first,85,3,
llama4-maverick,pendulum,second,85,1,
llama4-maverick,pendulum,third,85,9,6
llama4-maverick,rigid_highway,first,60,4,6
llama4-maverick,rigid_highway,second,90,90,9
llama4-maverick,rigid_highway,third,85,,10
llama4-maverick,rigid_multipatches,first,85,45,4
llama4-maverick,rigid_multipatches,second,85,4,
llama4-maverick,rigid_multipatches,third,85,5,9
llama4-maverick,rotor,first,85,4,
llama4-maverick,rotor,second,90,65,9
llama4-maverick,rotor,third,85,65,8
llama4-maverick,scm,first,85,,
llama4-maverick,scm,second,85,5,
llama4-maverick,scm,third,85,65,
llama4-maverick,scm_hill,first,80,,6
llama4-maverick,scm_hill,second,85,,7
llama4-maverick,scm_hill,third,85,3,7
llama4-maverick,sedan,first,85,4,7
llama4-maverick,sedan,second,85,60,8
llama4-maverick,sedan,third,85,,8
llama4-maverick,sensros,first,85,3,
llama4-maverick,sensros,second,85,0,7
llama4-maverick,sensros,third,75,4,
llama4-maverick,slider_crank,first,85,4,6
llama4-maverick,slider_crank,second,85,3,9
llama4-maverick,slider_crank,third,80,90,
llama4-maverick,tablecloth,first,85,4,
llama4-maverick,tablecloth,second,85,5,
llama4-maverick,tablecloth,third,85,60,
llama4-maverick,turtlebot,first,75,3,6
llama4-maverick,turtlebot,second,85,,10
llama4-maverick,turtlebot,third,85,65,
llama4-maverick,uazbus,first,75,7,6
llama4-maverick,uazbus,second,85,6,
llama4-maverick,uazbus,third,85,65,8
llama4-maverick,vehros,first,75,3,
llama4-maverick,vehros,second,90,65,8
llama4-maverick,vehros,third,85,5,8
llama4-maverick,veh_app,first,85,4,6
llama4-maverick,veh_app,second,85,65,7
llama4-maverick,veh_app,third,85,5,
llama4-maverick,viper,first,85,4,6
llama4-maverick,viper,second,80,65,
llama4-maverick,viper,third,85,4,8
llama4-scout,art,first,40,40,2
llama4-scout,art,second,90,5,10
llama4-scout,art,third,85,6,10
llama4-scout,beam,first,60,8,
llama4-scout,beam,second,85,6,
llama4-scout,beam,third,85,7,9
llama4-scout,buckling,first,40,3,
llama4-scout,buckling,second,85,5,10
llama4-scout,buckling,third,75,60,5
llama4-scout,cable,first,0,5,9
llama4-scout,cable,second,85,7,10
llama4-scout,cable,third,85,1,7
llama4-scout,camera,first,65,3,6
llama4-scout,camera,second,70,2,7
llama4-scout,camera,third,60,10,
llama4-scout,citybus,first,65,3,
llama4-scout,citybus,second,85,3,8
llama4-scout,citybus,third,85,6,
llama4-scout,curiosity,first,60,3,
llama4-scout,curiosity,second,85,5,
llama4-scout,curiosity,third,85,4,
llama4-scout,feda,first,65,3,6
llama4-scout,feda,second,85,65,8
llama4-scout,feda,third,85,65,8
llama4-scout,gator,first,40,3,4
llama4-scout,gator,second,85,65,
llama4-scout,gator,third,85,7,
llama4-scout,gear,first,55,7,4
llama4-scout,gear,second,75,7,8
llama4-scout,gear,third,75,0,7
llama4-scout,gps_imu,first,65,3,4
llama4-scout,gps_imu,second,85,4,
llama4-scout,gps_imu,third,85,6,
llama4-scout,handler,first,45,3,5
llama4-scout,handler,second,85,6,9
llama4-scout,handler,third,85,4,
llama4-scout,hmmwv,first,60,3,4
llama4-scout,hmmwv,second,85,4,8
llama4-scout,hmmwv,third,85,5,
llama4-scout,kraz,first,30,2,3
llama4-scout,kraz,second,85,0,
llama4-scout,kraz,third,85,4,
llama4-scout,lidar,first,70,3,
llama4-scout,lidar,second,70,65,6
llama4-scout,lidar,third,75,4,6
llama4-scout,m113,first,30,2,
llama4-scout,m113,second,75,1,7
llama4-scout,m113,third,85,60,
llama4-scout,man,first,30,3,2
llama4-scout,man,second,85,65,8
llama4-scout,man,third,85,4,
llama4-scout,mass_spring_damper,first,70,4,4
llama4-scout,mass_spring_damper,second,80,,
llama4-scout,mass_spring_damper,third,85,2,7
llama4-scout,particles,first,65,3,
llama4-scout,particles,second,85,1,9
llama4-scout,particles,third,85,65,
llama4-scout,pendulum,first,75,4,7
llama4-scout,pendulum,second,85,,
llama4-scout,pendulum,third,0,0,9
llama4-scout,rigid_highway,first,0,1,10
llama4-scout,rigid_highway,second,85,70,9
llama4-scout,rigid_highway,third,85,,
llama4-scout,rigid_multipatches,first,50,2,5
llama4-scout,rigid_multipatches,second,90,4,8
llama4-scout,rigid_multipatches,third,75,65,
llama4-scout,rotor,first,60,3,
llama4-scout,rotor,second,0,0,
llama4-scout,rotor,third,0,0,
llama4-scout,scm,first,75,3,2
llama4-scout,scm,second,85,1,7
llama4-scout,scm,third,75,5,8
llama4-scout,scm_hill,first,70,4,6
llama4-scout,scm_hill,second,85,,
llama4-scout,scm_hill,third,85,1,7
llama4-scout,sedan,first,25,2,4
llama4-scout,sedan,second,0,2,
llama4-scout,sedan,third,90,4,9
llama4-scout,sensros,first,70,3,6
llama4-scout,sensros,second,85,65,8
llama4-scout,sensros,third,85,4,
llama4-scout,slider_crank,first,60,4,
llama4-scout,slider_crank,second,85,2,
llama4-scout,slider_crank,third,0,,9
llama4-scout,tablecloth,first,75,4,6
llama4-scout,tablecloth,second,85,,
llama4-scout,tablecloth,third,85,6,
llama4-scout,turtlebot,first,0,1,
llama4-scout,turtlebot,second,85,65,7
llama4-scout,turtlebot,third,85,1,7
llama4-scout,uazbus,first,65,3,5
llama4-scout,uazbus,second,90,3,8
llama4-scout,uazbus,third,85,3,
llama4-scout,vehros,first,65,3,4
llama4-scout,vehros,second,85,5,7
llama4-scout,vehros,third,90,4,
llama4-scout,veh_app,first,70,3,6
llama4-scout,veh_app,second,75,65,8
llama4-scout,veh_app,third,85,70,9
llama4-scout,viper,first,70,4,7
llama4-scout,viper,second,85,75,10
llama4-scout,viper,third,85,4,7
mamba-codestral-7b-v0.1,art,first,0,9,9
mamba-codestral-7b-v0.1,art,second,0,35,9
mamba-codestral-7b-v0.1,art,third,10,,10
mamba-codestral-7b-v0.1,beam,first,0,0,10
mamba-codestral-7b-v0.1,beam,second,10,2,10
mamba-codestral-7b-v0.1,beam,third,0,3,9
mamba-codestral-7b-v0.1,buckling,first,0,4,10
mamba-codestral-7b-v0.1,buckling,second,10,3,9
mamba-codestral-7b-v0.1,buckling,third,0,9,9
mamba-codestral-7b-v0.1,cable,first,0,10,
mamba-codestral-7b-v0.1,cable,second,10,4,10
mamba-codestral-7b-v0.1,cable,third,0,4,
mamba-codestral-7b-v0.1,camera,first,0,,
mamba-codestral-7b-v0.1,camera,second,0,2,6
mamba-codestral-7b-v0.1,camera,third,0,2,
mamba-codestral-7b-v0.1,citybus,first,0,,
mamba-codestral-7b-v0.1,citybus,second,10,9,9
mamba-codestral-7b-v0.1,citybus,third,0,0,9
mamba-codestral-7b-v0.1,curiosity,first,10,0,9
mamba-codestral-7b-v0.1,curiosity,second,0,0,9
mamba-codestral-7b-v0.1,curiosity,third,10,0,9
mamba-codestral-7b-v0.1,feda,first,0,,9
mamba-codestral-7b-v0.1,feda,second,5,0,10
mamba-codestral-7b-v0.1,feda,third,10,2,9
mamba-codestral-7b-v0.1,gator,first,0,3,9
mamba-codestral-7b-v0.1,gator,second,0,41,10
mamba-codestral-7b-v0.1,gator,third,10,4,
mamba-codestral-7b-v0.1,gear,first,10,3,6
mamba-codestral-7b-v0.1,gear,second,0,1,7
mamba-codestral-7b-v0.1,gear,third,0,1,10
mamba-codestral-7b-v0.1,gps_imu,first,10,4,
mamba-codestral-7b-v0.1,gps_imu,second,5,1,9
mamba-codestral-7b-v0.1,gps_imu,third,10,,
mamba-codestral-7b-v0.1,handler,first,0,,10
mamba-codestral-7b-v0.1,handler,second,10,2,10
mamba-codestral-7b-v0.1,handler,third,10,,8
mamba-codestral-7b-v0.1,hmmwv,first,0,3,8
mamba-codestral-7b-v0.1,hmmwv,second,0,1,9
mamba-codestral-7b-v0.1,hmmwv,third,10,2,10
mamba-codestral-7b-v0.1,kraz,first,0,4,
mamba-codestral-7b-v0.1,kraz,second,5,3,
mamba-codestral-7b-v0.1,kraz,third,0,10,10
mamba-codestral-7b-v0.1,lidar,first,10,2,6
mamba-codestral-7b-v0.1,lidar,second,10,4,5
mamba-codestral-7b-v0.1,lidar,third,0,2,7
mamba-codestral-7b-v0.1,m113,first,0,1,4
mamba-codestral-7b-v0.1,m113,second,10,4,
mamba-codestral-7b-v0.1,m113,third,10,2,3
mamba-codestral-7b-v0.1,man,first,10,1,8
mamba-codestral-7b-v0.1,man,second,0,25,9
mamba-codestral-7b-v0.1,man,third,0,35,9
mamba-codestral-7b-v0.1,mass_spring_damper,first,10,3,10
mamba-codestral-7b-v0.1,mass_spring_damper,second,0,3,10
mamba-codestral-7b-v0.1,mass_spring_damper,third,0,20,10
mamba-codestral-7b-v0.1,particles,first,5,0,
mamba-codestral-7b-v0.1,particles,second,0,,9
mamba-codestral-7b-v0.1,particles,third,10,3,9
mamba-codestral-7b-v0.1,pendulum,first,0,12,10
mamba-codestral-7b-v0.1,pendulum,second,10,2,8
mamba-codestral-7b-v0.1,pendulum,third,0,0,10
mamba-codestral-7b-v0.1,rigid_highway,first,10,3,9
mamba-codestral-7b-v0.1,rigid_highway,second,0,3,
mamba-codestral-7b-v0.1,rigid_highway,third,0,2,9
mamba-codestral-7b-v0.1,rigid_multipatches,first,5,2,
mamba-codestral-7b-v0.1,rigid_multipatches,second,10,2,6
mamba-codestral-7b-v0.1,rigid_multipatches,third,10,8,7
mamba-codestral-7b-v0.1,rotor,first,0,,10
mamba-codestral-7b-v0.1,rotor,second,10,0,9
mamba-codestral-7b-v0.1,rotor,third,0,0,
mamba-codestral-7b-v0.1,scm,first,10,2,9
mamba-codestral-7b-v0.1,scm,second,10,4,10
mamba-codestral-7b-v0.1,scm,third,0,4,7
mamba-codestral-7b-v0.1,scm_hill,first,0,10,7
mamba-codestral-7b-v0.1,scm_hill,second,5,2,
mamba-codestral-7b-v0.1,scm_hill,third,10,2,10
mamba-codestral-7b-v0.1,sedan,first,0,15,10
mamba-codestral-7b-v0.1,sedan,second,10,3,
mamba-codestral-7b-v0.1,sedan,third,0,4,8
mamba-codestral-7b-v0.1,sensros,first,0,0,10
mamba-codestral-7b-v0.1,sensros,second,0,0,
mamba-codestral-7b-v0.1,sensros,third,10,2,8
mamba-codestral-7b-v0.1,slider_crank,first,0,0,10
mamba-codestral-7b-v0.1,slider_crank,second,10,40,10
mamba-codestral-7b-v0.1,slider_crank,third,10,4,
mamba-codestral-7b-v0.1,tablecloth,first,10,0,9
mamba-codestral-7b-v0.1,tablecloth,second,0,2,
mamba-codestral-7b-v0.1,tablecloth,third,10,4,
mamba-codestral-7b-v0.1,turtlebot,first,0,2,10
mamba-codestral-7b-v0.1,turtlebot,second,0,1,9
mamba-codestral-7b-v0.1,turtlebot,third,10,3,
mamba-codestral-7b-v0.1,uazbus,first,10,2,9
mamba-codestral-7b-v0.1,uazbus,second,0,4,10
mamba-codestral-7b-v0.1,uazbus,third,10,,
mamba-codestral-7b-v0.1,vehros,first,10,2,10
mamba-codestral-7b-v0.1,vehros,second,10,1,9
mamba-codestral-7b-v0.1,vehros,third,10,4,
mamba-codestral-7b-v0.1,veh_app,first,5,1,
mamba-codestral-7b-v0.1,veh_app,second,10,30,10
mamba-codestral-7b-v0.1,veh_app,third,10,7,10
mamba-codestral-7b-v0.1,viper,first,5,2,10
mamba-codestral-7b-v0.1,viper,second,10,1,10
mamba-codestral-7b-v0.1,viper,third,0,11,10
mistral-nemo-12b-instruct,art,first,0,2,10
mistral-nemo-12b-instruct,art,second,0,25,9
mistral-nemo-12b-instruct,art,third,10,,10
mistral-nemo-12b-instruct,beam,first,10,2,9
mistral-nemo-12b-instruct,beam,second,0,2,10
mistral-nemo-12b-instruct,beam,third,0,0,10
mistral-nemo-12b-instruct,buckling,first,0,75,9
mistral-nemo-12b-instruct,buckling,second,0,5,9
mistral-nemo-12b-instruct,buckling,third,10,8,
mistral-nemo-12b-instruct,cable,first,10,0,9
mistral-nemo-12b-instruct,cable,second,10,2,9
mistral-nemo-12b-instruct,cable,third,0,3,9
mistral-nemo-12b-instruct,camera,first,10,,7
mistral-nemo-12b-instruct,camera,second,10,3,7
mistral-nemo-12b-instruct,camera,third,0,2,
mistral-nemo-12b-instruct,citybus,first,5,4,10
mistral-nemo-12b-instruct,citybus,second,0,3,8
mistral-nemo-12b-instruct,citybus,third,10,3,10
mistral-nemo-12b-instruct,curiosity,first,10,0,9
mistral-nemo-12b-instruct,curiosity,second,10,0,8
mistral-nemo-12b-instruct,curiosity,third,0,1,9
mistral-nemo-12b-instruct,feda,first,10,30,10
mistral-nemo-12b-instruct,feda,second,0,0,9
mistral-nemo-12b-instruct,feda,third,10,2,9
mistral-nemo-12b-instruct,gator,first,10,10,10
mistral-nemo-12b-instruct,gator,second,0,4,10
mistral-nemo-12b-instruct,gator,third,10,2,8
mistral-nemo-12b-instruct,gear,first,0,5,10
mistral-nemo-12b-instruct,gear,second,10,1,
mistral-nemo-12b-instruct,gear,third,0,0,8
mistral-nemo-12b-instruct,gps_imu,first,0,0,9
mistral-nemo-12b-instruct,gps_imu,second,10,0,10
mistral-nemo-12b-instruct,gps_imu,third,10,,10
mistral-nemo-12b-instruct,handler,first,0,85,10
mistral-nemo-12b-instruct,handler,second,0,,9
mistral-nemo-12b-instruct,handler,third,0,,9
mistral-nemo-12b-instruct,hmmwv,first,0,2,
mistral-nemo-12b-instruct,hmmwv,second,0,2,9
mistral-nemo-12b-instruct,hmmwv,third,10,2,10
mistral-nemo-12b-instruct,kraz,first,0,3,10
mistral-nemo-12b-instruct,kraz,second,0,1,
mistral-nemo-12b-instruct,kraz,third,0,,
mistral-nemo-12b-instruct,lidar,first,20,4,7
mistral-nemo-12b-instruct,lidar,second,10,2,5
mistral-nemo-12b-instruct,lidar,third,10,2,
mistral-nemo-12b-instruct,m113,first,0,3,10
mistral-nemo-12b-instruct,m113,second,10,20,
mistral-nemo-12b-instruct,m113,third,10,2,9
mistral-nemo-12b-instruct,man,first,0,1,10
mistral-nemo-12b-instruct,man,second,0,20,10
mistral-nemo-12b-instruct,man,third,10,2,9
mistral-nemo-12b-instruct,mass_spring_damper,first,0,3,10
mistral-nemo-12b-instruct,mass_spring_damper,second,0,3,
mistral-nemo-12b-instruct,mass_spring_damper,third,10,0,10
mistral-nemo-12b-instruct,particles,first,10,0,10
mistral-nemo-12b-instruct,particles,second,5,2,9
mistral-nemo-12b-instruct,particles,third,0,,9
mistral-nemo-12b-instruct,pendulum,first,10,2,10
mistral-nemo-12b-instruct,pendulum,second,0,0,
mistral-nemo-12b-instruct,pendulum,third,0,0,10
mistral-nemo-12b-instruct,rigid_highway,first,0,2,
mistral-nemo-12b-instruct,rigid_highway,second,0,3,10
mistral-nemo-12b-instruct,rigid_highway,third,10,1,9
mistral-nemo-12b-instruct,rigid_multipatches,first,10,20,7
mistral-nemo-12b-instruct,rigid_multipatches,second,0,,8
mistral-nemo-12b-instruct,rigid_multipatches,third,10,5,6
mistral-nemo-12b-instruct,rotor,first,0,12,
mistral-nemo-12b-instruct,rotor,second,10,4,9
mistral-nemo-12b-instruct,rotor,third,10,6,9
mistral-nemo-12b-instruct,scm,first,0,2,9
mistral-nemo-12b-instruct,scm,second,10,10,10
mistral-nemo-12b-instruct,scm,third,10,,
mistral-nemo-12b-instruct,scm_hill,first,0,3,10
mistral-nemo-12b-instruct,scm_hill,second,0,3,
mistral-nemo-12b-instruct,scm_hill,third,10,3,10
mistral-nemo-12b-instruct,sedan,first,10,,10
mistral-nemo-12b-instruct,sedan,second,5,3,10
mistral-nemo-12b-instruct,sedan,third,10,90,9
mistral-nemo-12b-instruct,sensros,first,0,10,8
mistral-nemo-12b-instruct,sensros,second,0,21,
mistral-nemo-12b-instruct,sensros,third,10,60,
mistral-nemo-12b-instruct,slider_crank,first,0,3,
