File Path,Format Type,Score,Original Text
llama3.1-8b-f2/man/third_score_reference.txt,standard,52,[[52]]
llama3.1-8b-f2/man/third_score_reference_document.txt,standard,59,[[59]]
llama3.1-8b-f2/man/first_score_document.txt,standard,25,[[25]]
llama3.1-8b-f2/man/first_score_reference.txt,standard,66,[[66]]
llama3.1-8b-f2/man/second_score_reference.txt,standard,37,[[37]]
llama3.1-8b-f2/man/first_score_reference_document.txt,standard,35,[[35]]
llama3.1-8b-f2/man/second_score_reference_document.txt,standard,69,[[69]]
llama3.1-8b-f2/man/second_score_document.txt,standard,73,[[73]]
llama3.1-8b-f2/man/third_score_document.txt,standard,15,[[15]]
llama3.1-8b-f2/curiosity/third_score_reference.txt,standard,68,[[68]]
llama3.1-8b-f2/curiosity/third_score_reference_document.txt,standard,13,[[13]]
llama3.1-8b-f2/curiosity/first_score_document.txt,standard,83,[[83]]
llama3.1-8b-f2/curiosity/first_score_reference.txt,standard,48,[[48]]
llama3.1-8b-f2/curiosity/second_score_reference.txt,standard,68,[[68]]
llama3.1-8b-f2/curiosity/first_score_reference_document.txt,standard,62,[[62]]
llama3.1-8b-f2/curiosity/second_score_reference_document.txt,standard,50,[[50]]
llama3.1-8b-f2/curiosity/second_score_document.txt,standard,15,[[15]]
llama3.1-8b-f2/curiosity/third_score_document.txt,standard,94,[[94]]
llama3.1-8b-f2/vehros/third_score_reference.txt,standard,66,[[66]]
llama3.1-8b-f2/vehros/third_score_reference_document.txt,standard,17,[[17]]
llama3.1-8b-f2/vehros/first_score_document.txt,standard,61,[[61]]
llama3.1-8b-f2/vehros/first_score_reference.txt,standard,58,[[58]]
llama3.1-8b-f2/vehros/second_score_reference.txt,standard,80,[[80]]
llama3.1-8b-f2/vehros/first_score_reference_document.txt,standard,23,[[23]]
llama3.1-8b-f2/vehros/second_score_reference_document.txt,standard,62,[[62]]
llama3.1-8b-f2/vehros/second_score_document.txt,standard,38,[[38]]
llama3.1-8b-f2/vehros/third_score_document.txt,standard,63,[[63]]
llama3.1-8b-f2/uazbus/third_score_reference.txt,standard,66,[[66]]
llama3.1-8b-f2/uazbus/third_score_reference_document.txt,standard,59,[[59]]
llama3.1-8b-f2/uazbus/first_score_document.txt,standard,17,[[17]]
llama3.1-8b-f2/uazbus/first_score_reference.txt,standard,31,[[31]]
llama3.1-8b-f2/uazbus/second_score_reference.txt,standard,82,[[82]]
llama3.1-8b-f2/uazbus/first_score_reference_document.txt,standard,59,[[59]]
llama3.1-8b-f2/uazbus/second_score_reference_document.txt,standard,78,[[78]]
llama3.1-8b-f2/uazbus/second_score_document.txt,standard,63,[[63]]
llama3.1-8b-f2/uazbus/third_score_document.txt,standard,75,[[75]]
llama3.1-8b-f2/handler/third_score_reference.txt,standard,92,[[92]]
llama3.1-8b-f2/handler/third_score_reference_document.txt,standard,37,[[37]]
llama3.1-8b-f2/handler/first_score_document.txt,standard,67,[[67]]
llama3.1-8b-f2/handler/first_score_reference.txt,standard,57,[[57]]
llama3.1-8b-f2/handler/second_score_reference.txt,standard,40,[[40]]
llama3.1-8b-f2/handler/first_score_reference_document.txt,standard,11,[[11]]
llama3.1-8b-f2/handler/second_score_reference_document.txt,standard,29,[[29]]
llama3.1-8b-f2/handler/second_score_document.txt,standard,76,[[76]]
llama3.1-8b-f2/handler/third_score_document.txt,standard,36,[[36]]
llama3.1-8b-f2/beam/third_score_reference.txt,standard,40,[[40]]
llama3.1-8b-f2/beam/third_score_reference_document.txt,standard,92,[[92]]
llama3.1-8b-f2/beam/first_score_document.txt,standard,69,[[69]]
llama3.1-8b-f2/beam/first_score_reference.txt,standard,51,[[51]]
llama3.1-8b-f2/beam/second_score_reference.txt,standard,79,[[79]]
llama3.1-8b-f2/beam/first_score_reference_document.txt,standard,32,[[32]]
llama3.1-8b-f2/beam/second_score_reference_document.txt,standard,13,[[13]]
llama3.1-8b-f2/beam/second_score_document.txt,standard,54,[[54]]
llama3.1-8b-f2/beam/third_score_document.txt,standard,14,[[14]]
llama3.1-8b-f2/particles/third_score_reference.txt,standard,60,[[60]]
llama3.1-8b-f2/particles/third_score_reference_document.txt,standard,67,[[67]]
llama3.1-8b-f2/particles/first_score_document.txt,standard,28,[[28]]
llama3.1-8b-f2/particles/first_score_reference.txt,standard,20,[[20]]
llama3.1-8b-f2/particles/second_score_reference.txt,standard,47,[[47]]
llama3.1-8b-f2/particles/first_score_reference_document.txt,standard,19,[[19]]
llama3.1-8b-f2/particles/second_score_reference_document.txt,standard,60,[[60]]
llama3.1-8b-f2/particles/second_score_document.txt,standard,9,[[9]]
llama3.1-8b-f2/particles/third_score_document.txt,standard,37,[[37]]
llama3.1-8b-f2/m113/third_score_reference.txt,standard,73,[[73]]
llama3.1-8b-f2/m113/third_score_reference_document.txt,standard,83,[[83]]
llama3.1-8b-f2/m113/first_score_document.txt,standard,24,[[24]]
llama3.1-8b-f2/m113/first_score_reference.txt,standard,48,[[48]]
llama3.1-8b-f2/m113/second_score_reference.txt,standard,3,[[3]]
llama3.1-8b-f2/m113/first_score_reference_document.txt,standard,18,[[18]]
llama3.1-8b-f2/m113/second_score_reference_document.txt,standard,74,[[74]]
llama3.1-8b-f2/m113/second_score_document.txt,standard,20,[[20]]
llama3.1-8b-f2/m113/third_score_document.txt,standard,73,[[73]]
llama3.1-8b-f2/sedan/third_score_reference.txt,standard,51,[[51]]
llama3.1-8b-f2/sedan/third_score_reference_document.txt,standard,28,[[28]]
llama3.1-8b-f2/sedan/first_score_document.txt,standard,25,[[25]]
llama3.1-8b-f2/sedan/first_score_reference.txt,standard,76,[[76]]
llama3.1-8b-f2/sedan/second_score_reference.txt,standard,72,[[72]]
llama3.1-8b-f2/sedan/first_score_reference_document.txt,standard,23,[[23]]
llama3.1-8b-f2/sedan/second_score_reference_document.txt,standard,49,[[49]]
llama3.1-8b-f2/sedan/second_score_document.txt,standard,60,[[60]]
llama3.1-8b-f2/sedan/third_score_document.txt,standard,73,[[73]]
llama3.1-8b-f2/viper/third_score_reference.txt,standard,45,[[45]]
llama3.1-8b-f2/viper/third_score_reference_document.txt,standard,57,[[57]]
llama3.1-8b-f2/viper/first_score_document.txt,standard,64,[[64]]
llama3.1-8b-f2/viper/first_score_reference.txt,standard,24,[[24]]
llama3.1-8b-f2/viper/second_score_reference.txt,standard,30,[[30]]
llama3.1-8b-f2/viper/first_score_reference_document.txt,standard,16,[[16]]
llama3.1-8b-f2/viper/second_score_reference_document.txt,standard,68,[[68]]
llama3.1-8b-f2/viper/second_score_document.txt,standard,35,[[35]]
llama3.1-8b-f2/viper/third_score_document.txt,standard,56,[[56]]
llama3.1-8b-f2/lidar/third_score_reference.txt,standard,35,[[35]]
llama3.1-8b-f2/lidar/third_score_reference_document.txt,standard,47,[[47]]
llama3.1-8b-f2/lidar/first_score_document.txt,standard,11,[[11]]
llama3.1-8b-f2/lidar/first_score_reference.txt,standard,63,[[63]]
llama3.1-8b-f2/lidar/second_score_reference.txt,standard,31,[[31]]
llama3.1-8b-f2/lidar/first_score_reference_document.txt,standard,54,[[54]]
llama3.1-8b-f2/lidar/second_score_reference_document.txt,standard,63,[[63]]
llama3.1-8b-f2/lidar/second_score_document.txt,standard,None,[[0]]
llama3.1-8b-f2/lidar/third_score_document.txt,standard,23,[[23]]
llama3.1-8b-f2/rigid_highway/third_score_reference.txt,standard,35,[[35]]
llama3.1-8b-f2/rigid_highway/third_score_reference_document.txt,standard,42,[[42]]
llama3.1-8b-f2/rigid_highway/first_score_document.txt,standard,71,[[71]]
llama3.1-8b-f2/rigid_highway/first_score_reference.txt,standard,60,[[60]]
llama3.1-8b-f2/rigid_highway/second_score_reference.txt,standard,78,[[78]]
llama3.1-8b-f2/rigid_highway/first_score_reference_document.txt,standard,59,[[59]]
llama3.1-8b-f2/rigid_highway/second_score_reference_document.txt,standard,65,[[65]]
llama3.1-8b-f2/rigid_highway/second_score_document.txt,standard,68,[[68]]
llama3.1-8b-f2/rigid_highway/third_score_document.txt,standard,60,[[60]]
llama3.1-8b-f2/pendulum/third_score_reference.txt,standard,47,[[47]]
llama3.1-8b-f2/pendulum/third_score_reference_document.txt,standard,None,[[0]]
llama3.1-8b-f2/pendulum/first_score_document.txt,standard,47,[[47]]
llama3.1-8b-f2/pendulum/first_score_reference.txt,standard,8,[[8]]
llama3.1-8b-f2/pendulum/second_score_reference.txt,standard,53,[[53]]
llama3.1-8b-f2/pendulum/first_score_reference_document.txt,standard,51,[[51]]
llama3.1-8b-f2/pendulum/second_score_reference_document.txt,standard,31,[[31]]
llama3.1-8b-f2/pendulum/second_score_document.txt,standard,70,[[70]]
llama3.1-8b-f2/pendulum/third_score_document.txt,standard,48,[[48]]
llama3.1-8b-f2/hmmwv/third_score_reference.txt,standard,67,[[67]]
llama3.1-8b-f2/hmmwv/third_score_reference_document.txt,standard,61,[[61]]
llama3.1-8b-f2/hmmwv/first_score_document.txt,standard,46,[[46]]
llama3.1-8b-f2/hmmwv/first_score_reference.txt,standard,73,[[73]]
llama3.1-8b-f2/hmmwv/second_score_reference.txt,standard,70,[[70]]
llama3.1-8b-f2/hmmwv/first_score_reference_document.txt,standard,29,[[29]]
llama3.1-8b-f2/hmmwv/second_score_reference_document.txt,standard,62,[[62]]
llama3.1-8b-f2/hmmwv/second_score_document.txt,standard,75,[[75]]
llama3.1-8b-f2/hmmwv/third_score_document.txt,standard,62,[[62]]
llama3.1-8b-f2/turtlebot/third_score_reference.txt,standard,23,[[23]]
llama3.1-8b-f2/turtlebot/third_score_reference_document.txt,standard,9,[[9]]
llama3.1-8b-f2/turtlebot/first_score_document.txt,standard,40,[[40]]
llama3.1-8b-f2/turtlebot/first_score_reference.txt,standard,59,[[59]]
llama3.1-8b-f2/turtlebot/second_score_reference.txt,standard,63,[[63]]
llama3.1-8b-f2/turtlebot/first_score_reference_document.txt,standard,6,[[6]]
llama3.1-8b-f2/turtlebot/second_score_reference_document.txt,standard,45,[[45]]
llama3.1-8b-f2/turtlebot/second_score_document.txt,standard,66,[[66]]
llama3.1-8b-f2/turtlebot/third_score_document.txt,standard,25,[[25]]
llama3.1-8b-f2/mass_spring_damper/third_score_reference.txt,standard,82,[[82]]
llama3.1-8b-f2/mass_spring_damper/third_score_reference_document.txt,standard,63,[[63]]
llama3.1-8b-f2/mass_spring_damper/first_score_document.txt,standard,62,[[62]]
llama3.1-8b-f2/mass_spring_damper/first_score_reference.txt,standard,32,[[32]]
llama3.1-8b-f2/mass_spring_damper/second_score_reference.txt,standard,43,[[43]]
llama3.1-8b-f2/mass_spring_damper/first_score_reference_document.txt,standard,16,[[16]]
llama3.1-8b-f2/mass_spring_damper/second_score_reference_document.txt,standard,63,[[63]]
llama3.1-8b-f2/mass_spring_damper/second_score_document.txt,standard,38,[[38]]
llama3.1-8b-f2/mass_spring_damper/third_score_document.txt,standard,63,[[63]]
llama3.1-8b-f2/tablecloth/third_score_reference.txt,standard,53,[[53]]
llama3.1-8b-f2/tablecloth/third_score_reference_document.txt,standard,52,[[52]]
llama3.1-8b-f2/tablecloth/first_score_document.txt,standard,60,[[60]]
llama3.1-8b-f2/tablecloth/first_score_reference.txt,standard,33,[[33]]
llama3.1-8b-f2/tablecloth/second_score_reference.txt,standard,66,[[66]]
llama3.1-8b-f2/tablecloth/first_score_reference_document.txt,standard,17,[[17]]
llama3.1-8b-f2/tablecloth/second_score_reference_document.txt,standard,56,[[56]]
llama3.1-8b-f2/tablecloth/second_score_document.txt,standard,35,[[35]]
llama3.1-8b-f2/tablecloth/third_score_document.txt,standard,25,[[25]]
llama3.1-8b-f2/kraz/third_score_reference.txt,standard,66,[[66]]
llama3.1-8b-f2/kraz/third_score_reference_document.txt,standard,12,[[12]]
llama3.1-8b-f2/kraz/first_score_document.txt,standard,55,[[55]]
llama3.1-8b-f2/kraz/first_score_reference.txt,standard,40,[[40]]
llama3.1-8b-f2/kraz/second_score_reference.txt,standard,82,[[82]]
llama3.1-8b-f2/kraz/first_score_reference_document.txt,standard,54,[[54]]
llama3.1-8b-f2/kraz/second_score_reference_document.txt,standard,62,[[62]]
llama3.1-8b-f2/kraz/second_score_document.txt,standard,62,[[62]]
llama3.1-8b-f2/kraz/third_score_document.txt,standard,80,[[80]]
llama3.1-8b-f2/camera/third_score_reference.txt,standard,11,[[11]]
llama3.1-8b-f2/camera/third_score_reference_document.txt,standard,24,[[24]]
llama3.1-8b-f2/camera/first_score_document.txt,standard,4,[[4]]
llama3.1-8b-f2/camera/first_score_reference.txt,standard,45,[[45]]
llama3.1-8b-f2/camera/second_score_reference.txt,standard,95,[[95]]
llama3.1-8b-f2/camera/first_score_reference_document.txt,standard,34,[[34]]
llama3.1-8b-f2/camera/second_score_reference_document.txt,standard,60,[[60]]
llama3.1-8b-f2/camera/second_score_document.txt,standard,59,[[59]]
llama3.1-8b-f2/camera/third_score_document.txt,standard,5,[[5]]
llama3.1-8b-f2/buckling/third_score_reference.txt,standard,68,[[68]]
llama3.1-8b-f2/buckling/third_score_reference_document.txt,standard,19,[[19]]
llama3.1-8b-f2/buckling/first_score_document.txt,standard,30,[[30]]
llama3.1-8b-f2/buckling/first_score_reference.txt,standard,54,[[54]]
llama3.1-8b-f2/buckling/second_score_reference.txt,standard,99,[[99]]
llama3.1-8b-f2/buckling/first_score_reference_document.txt,standard,54,[[54]]
llama3.1-8b-f2/buckling/second_score_reference_document.txt,standard,92,[[92]]
llama3.1-8b-f2/buckling/second_score_document.txt,standard,16,[[16]]
llama3.1-8b-f2/buckling/third_score_document.txt,standard,70,[[70]]
llama3.1-8b-f2/gator/third_score_reference.txt,standard,82,[[82]]
llama3.1-8b-f2/gator/third_score_reference_document.txt,standard,None,[[0]]
llama3.1-8b-f2/gator/first_score_document.txt,standard,75,[[75]]
llama3.1-8b-f2/gator/first_score_reference.txt,standard,87,[[87]]
llama3.1-8b-f2/gator/second_score_reference.txt,standard,58,[[58]]
llama3.1-8b-f2/gator/first_score_reference_document.txt,standard,54,[[54]]
llama3.1-8b-f2/gator/second_score_reference_document.txt,standard,75,[[75]]
llama3.1-8b-f2/gator/second_score_document.txt,standard,75,[[75]]
llama3.1-8b-f2/gator/third_score_document.txt,standard,85,[[85]]
llama3.1-8b-f2/slider_crank/third_score_reference.txt,standard,29,[[29]]
llama3.1-8b-f2/slider_crank/third_score_reference_document.txt,standard,60,[[60]]
llama3.1-8b-f2/slider_crank/first_score_document.txt,standard,17,[[17]]
llama3.1-8b-f2/slider_crank/first_score_reference.txt,standard,6,[[6]]
llama3.1-8b-f2/slider_crank/second_score_reference.txt,standard,83,[[83]]
llama3.1-8b-f2/slider_crank/first_score_reference_document.txt,standard,26,[[26]]
llama3.1-8b-f2/slider_crank/second_score_reference_document.txt,standard,73,[[73]]
llama3.1-8b-f2/slider_crank/second_score_document.txt,standard,68,[[68]]
llama3.1-8b-f2/slider_crank/third_score_document.txt,standard,54,[[54]]
llama3.1-8b-f2/feda/third_score_reference.txt,standard,60,[[60]]
llama3.1-8b-f2/feda/third_score_reference_document.txt,standard,20,[[20]]
llama3.1-8b-f2/feda/first_score_document.txt,standard,51,[[51]]
llama3.1-8b-f2/feda/first_score_reference.txt,standard,21,[[21]]
llama3.1-8b-f2/feda/second_score_reference.txt,standard,74,[[74]]
llama3.1-8b-f2/feda/first_score_reference_document.txt,standard,None,[[0]]
llama3.1-8b-f2/feda/second_score_reference_document.txt,standard,30,[[30]]
llama3.1-8b-f2/feda/second_score_document.txt,standard,55,[[55]]
llama3.1-8b-f2/feda/third_score_document.txt,standard,52,[[52]]
phi-3-mini-128k-instruct/scm/third_score_reference.txt,standard,59,[[59]]
phi-3-mini-128k-instruct/scm/third_score_reference_document.txt,standard,42,[[42]]
phi-3-mini-128k-instruct/scm/first_score_document.txt,standard,10,[[10]]
phi-3-mini-128k-instruct/scm/first_score_reference.txt,standard,12,[[12]]
phi-3-mini-128k-instruct/scm/second_score_reference.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/scm/first_score_reference_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/scm/second_score_reference_document.txt,standard,54,[[54]]
phi-3-mini-128k-instruct/scm/second_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/scm/third_score_document.txt,standard,50,[[50]]
phi-3-mini-128k-instruct/citybus/third_score_reference.txt,standard,76,[[76]]
phi-3-mini-128k-instruct/citybus/third_score_reference_document.txt,standard,70,[[70]]
phi-3-mini-128k-instruct/citybus/first_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/citybus/first_score_reference.txt,standard,15,[[15]]
phi-3-mini-128k-instruct/citybus/second_score_reference.txt,standard,82,[[82]]
phi-3-mini-128k-instruct/citybus/first_score_reference_document.txt,standard,18,[[18]]
phi-3-mini-128k-instruct/citybus/second_score_reference_document.txt,standard,72,[[72]]
phi-3-mini-128k-instruct/citybus/second_score_document.txt,standard,55,[[55]]
phi-3-mini-128k-instruct/citybus/third_score_document.txt,standard,39,[[39]]
phi-3-mini-128k-instruct/gps_imu/third_score_reference.txt,standard,55,[[55]]
phi-3-mini-128k-instruct/gps_imu/third_score_reference_document.txt,standard,44,[[44]]
phi-3-mini-128k-instruct/gps_imu/first_score_document.txt,standard,32,[[32]]
phi-3-mini-128k-instruct/gps_imu/first_score_reference.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/gps_imu/second_score_reference.txt,standard,64,[[64]]
phi-3-mini-128k-instruct/gps_imu/first_score_reference_document.txt,standard,12,[[12]]
phi-3-mini-128k-instruct/gps_imu/second_score_reference_document.txt,standard,64,[[64]]
phi-3-mini-128k-instruct/gps_imu/second_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/gps_imu/third_score_document.txt,standard,67,[[67]]
phi-3-mini-128k-instruct/rotor/third_score_reference.txt,standard,75,[[75]]
phi-3-mini-128k-instruct/rotor/third_score_reference_document.txt,standard,61,[[61]]
phi-3-mini-128k-instruct/rotor/first_score_document.txt,standard,27,[[27]]
phi-3-mini-128k-instruct/rotor/first_score_reference.txt,standard,20,[[20]]
phi-3-mini-128k-instruct/rotor/second_score_reference.txt,standard,52,[[52]]
phi-3-mini-128k-instruct/rotor/first_score_reference_document.txt,standard,54,[[54]]
phi-3-mini-128k-instruct/rotor/second_score_reference_document.txt,standard,57,[[57]]
phi-3-mini-128k-instruct/rotor/second_score_document.txt,standard,29,[[29]]
phi-3-mini-128k-instruct/rotor/third_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/rigid_multipatches/third_score_reference.txt,standard,93,[[93]]
phi-3-mini-128k-instruct/rigid_multipatches/third_score_reference_document.txt,standard,35,[[35]]
phi-3-mini-128k-instruct/rigid_multipatches/first_score_document.txt,standard,18,[[18]]
phi-3-mini-128k-instruct/rigid_multipatches/first_score_reference.txt,standard,22,[[22]]
phi-3-mini-128k-instruct/rigid_multipatches/second_score_reference.txt,standard,66,[[66]]
phi-3-mini-128k-instruct/rigid_multipatches/first_score_reference_document.txt,standard,8,[[8]]
phi-3-mini-128k-instruct/rigid_multipatches/second_score_reference_document.txt,standard,52,[[52]]
phi-3-mini-128k-instruct/rigid_multipatches/second_score_document.txt,standard,48,[[48]]
phi-3-mini-128k-instruct/rigid_multipatches/third_score_document.txt,standard,60,[[60]]
phi-3-mini-128k-instruct/cable/third_score_reference.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/cable/third_score_reference_document.txt,standard,32,[[32]]
phi-3-mini-128k-instruct/cable/first_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/cable/first_score_reference.txt,standard,57,[[57]]
phi-3-mini-128k-instruct/cable/second_score_reference.txt,standard,65,[[65]]
phi-3-mini-128k-instruct/cable/first_score_reference_document.txt,standard,12,[[12]]
phi-3-mini-128k-instruct/cable/second_score_reference_document.txt,standard,59,[[59]]
phi-3-mini-128k-instruct/cable/second_score_document.txt,standard,64,[[64]]
phi-3-mini-128k-instruct/cable/third_score_document.txt,standard,59,[[59]]
phi-3-mini-128k-instruct/sensros/third_score_reference.txt,standard,47,[[47]]
phi-3-mini-128k-instruct/sensros/third_score_reference_document.txt,standard,57,[[57]]
phi-3-mini-128k-instruct/sensros/first_score_document.txt,standard,35,[[35]]
phi-3-mini-128k-instruct/sensros/first_score_reference.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/sensros/second_score_reference.txt,standard,63,[[63]]
phi-3-mini-128k-instruct/sensros/first_score_reference_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/sensros/second_score_reference_document.txt,standard,73,[[73]]
phi-3-mini-128k-instruct/sensros/second_score_document.txt,standard,14,[[14]]
phi-3-mini-128k-instruct/sensros/third_score_document.txt,standard,37,[[37]]
phi-3-mini-128k-instruct/scm_hill/third_score_reference.txt,standard,58,[[58]]
phi-3-mini-128k-instruct/scm_hill/third_score_reference_document.txt,standard,24,[[24]]
phi-3-mini-128k-instruct/scm_hill/first_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/scm_hill/first_score_reference.txt,standard,48,[[48]]
phi-3-mini-128k-instruct/scm_hill/second_score_reference.txt,standard,67,[[67]]
phi-3-mini-128k-instruct/scm_hill/first_score_reference_document.txt,standard,15,[[15]]
phi-3-mini-128k-instruct/scm_hill/second_score_reference_document.txt,standard,37,[[37]]
phi-3-mini-128k-instruct/scm_hill/second_score_document.txt,standard,9,[[9]]
phi-3-mini-128k-instruct/scm_hill/third_score_document.txt,standard,68,[[68]]
phi-3-mini-128k-instruct/veh_app/third_score_reference.txt,standard,45,[[45]]
phi-3-mini-128k-instruct/veh_app/third_score_reference_document.txt,standard,12,[[12]]
phi-3-mini-128k-instruct/veh_app/first_score_document.txt,standard,4,[[4]]
phi-3-mini-128k-instruct/veh_app/first_score_reference.txt,standard,44,[[44]]
phi-3-mini-128k-instruct/veh_app/second_score_reference.txt,standard,12,[[12]]
phi-3-mini-128k-instruct/veh_app/first_score_reference_document.txt,standard,4,[[4]]
phi-3-mini-128k-instruct/veh_app/second_score_reference_document.txt,standard,35,[[35]]
phi-3-mini-128k-instruct/veh_app/second_score_document.txt,standard,13,[[13]]
phi-3-mini-128k-instruct/veh_app/third_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/gear/third_score_reference.txt,standard,35,[[35]]
phi-3-mini-128k-instruct/gear/third_score_reference_document.txt,standard,7,[[7]]
phi-3-mini-128k-instruct/gear/first_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/gear/first_score_reference.txt,standard,20,[[20]]
phi-3-mini-128k-instruct/gear/second_score_reference.txt,standard,58,[[58]]
phi-3-mini-128k-instruct/gear/first_score_reference_document.txt,standard,9,[[9]]
phi-3-mini-128k-instruct/gear/second_score_reference_document.txt,standard,6,[[6]]
phi-3-mini-128k-instruct/gear/second_score_document.txt,standard,41,[[41]]
phi-3-mini-128k-instruct/gear/third_score_document.txt,standard,55,[[55]]
phi-3-mini-128k-instruct/art/third_score_reference.txt,standard,30,[[30]]
phi-3-mini-128k-instruct/art/third_score_reference_document.txt,standard,70,[[70]]
phi-3-mini-128k-instruct/art/first_score_document.txt,standard,21,[[21]]
phi-3-mini-128k-instruct/art/first_score_reference.txt,standard,29,[[29]]
phi-3-mini-128k-instruct/art/second_score_reference.txt,standard,80,[[80]]
phi-3-mini-128k-instruct/art/first_score_reference_document.txt,standard,22,[[22]]
phi-3-mini-128k-instruct/art/second_score_reference_document.txt,standard,54,[[54]]
phi-3-mini-128k-instruct/art/second_score_document.txt,standard,80,[[80]]
phi-3-mini-128k-instruct/art/third_score_document.txt,standard,71,[[71]]
phi-3-mini-128k-instruct/man/third_score_reference.txt,standard,22,[[22]]
phi-3-mini-128k-instruct/man/third_score_reference_document.txt,standard,24,[[24]]
phi-3-mini-128k-instruct/man/first_score_document.txt,standard,8,[[8]]
phi-3-mini-128k-instruct/man/first_score_reference.txt,standard,10,[[10]]
phi-3-mini-128k-instruct/man/second_score_reference.txt,standard,80,[[80]]
phi-3-mini-128k-instruct/man/first_score_reference_document.txt,standard,7,[[7]]
phi-3-mini-128k-instruct/man/second_score_reference_document.txt,standard,60,[[60]]
phi-3-mini-128k-instruct/man/second_score_document.txt,standard,80,[[80]]
phi-3-mini-128k-instruct/man/third_score_document.txt,standard,45,[[45]]
phi-3-mini-128k-instruct/curiosity/third_score_reference.txt,standard,68,[[68]]
phi-3-mini-128k-instruct/curiosity/third_score_reference_document.txt,standard,68,[[68]]
phi-3-mini-128k-instruct/curiosity/first_score_document.txt,standard,9,[[9]]
phi-3-mini-128k-instruct/curiosity/first_score_reference.txt,standard,7,[[7]]
phi-3-mini-128k-instruct/curiosity/second_score_reference.txt,standard,38,[[38]]
phi-3-mini-128k-instruct/curiosity/first_score_reference_document.txt,standard,47,[[47]]
phi-3-mini-128k-instruct/curiosity/second_score_reference_document.txt,standard,67,[[67]]
phi-3-mini-128k-instruct/curiosity/second_score_document.txt,standard,80,[[80]]
phi-3-mini-128k-instruct/curiosity/third_score_document.txt,standard,3,[[3]]
phi-3-mini-128k-instruct/vehros/third_score_reference.txt,standard,53,[[53]]
phi-3-mini-128k-instruct/vehros/third_score_reference_document.txt,standard,59,[[59]]
phi-3-mini-128k-instruct/vehros/first_score_document.txt,standard,4,[[4]]
phi-3-mini-128k-instruct/vehros/first_score_reference.txt,standard,7,[[7]]
phi-3-mini-128k-instruct/vehros/second_score_reference.txt,standard,53,[[53]]
phi-3-mini-128k-instruct/vehros/first_score_reference_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/vehros/second_score_reference_document.txt,standard,34,[[34]]
phi-3-mini-128k-instruct/vehros/second_score_document.txt,standard,48,[[48]]
phi-3-mini-128k-instruct/vehros/third_score_document.txt,standard,51,[[51]]
phi-3-mini-128k-instruct/uazbus/third_score_reference.txt,standard,5,[[5]]
phi-3-mini-128k-instruct/uazbus/third_score_reference_document.txt,standard,37,[[37]]
phi-3-mini-128k-instruct/uazbus/first_score_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/uazbus/first_score_reference.txt,standard,22,[[22]]
phi-3-mini-128k-instruct/uazbus/second_score_reference.txt,standard,63,[[63]]
phi-3-mini-128k-instruct/uazbus/first_score_reference_document.txt,standard,None,[[0]]
phi-3-mini-128k-instruct/uazbus/second_score_reference_document.txt,standard,29,[[29]]
phi-3-mini-128k-instruct/uazbus/second_score_document.txt,standard,38,[[38]]
phi-3-mini-128k-instruct/uazbus/third_score_document.txt,standard,45,[[45]]
phi-3-mini-128k-instruct/handler/third_score_reference.txt,standard,51,[[51]]
phi-3-mini-128k-instruct/handler/third_score_reference_document.txt,standard,15,[[15]]
phi-3-mini-128k-instruct/handler/first_score_document.txt,standard,37,[[37]]
phi-3-mini-128k-instruct/handler/first_score_reference.txt,standard,58,[[58]]
phi-3-mini-128k-instruct/handler/second_score_reference.txt,standard,38,[[38]]
phi-3-mini-128k-instruct/handler/first_score_reference_document.txt,standard,8,[[8]]
phi-3-mini-128k-instruct/handler/second_score_reference_document.txt,standard,58,[[58]]
phi-3-mini-128k-instruct/handler/second_score_document.txt,standard,66,[[66]]
phi-3-mini-128k-instruct/handler/third_score_document.txt,standard,58,[[58]]
phi-3-mini-128k-instruct/beam/third_score_reference.txt,standard,96,[[96]]
phi-3-mini-128k-instruct/beam/third_score_reference_document.txt,standard,37,[[37]]
phi-3-mini-128k-instruct/beam/first_score_document.txt,standard,19,[[19]]
phi-3-mini-128k-instruct/beam/first_score_reference.txt,standard,60,[[60]]
phi-3-mini-128k-instruct/beam/second_score_reference.txt,standard,18,[[18]]
phi-3-mini-128k-instruct/beam/first_score_reference_document.txt,standard,69,[[69]]
phi-3-mini-128k-instruct/beam/second_score_reference_document.txt,standard,16,[[16]]
phi-3-mini-128k-instruct/beam/second_score_document.txt,standard,25,[[25]]
