Model,System,Round,Avg Score Document,Avg Score Reference,Avg Score Ref+Doc,Num Judges
gemma-2-9b-it,pendulum,second,68.33,32.67,50.0,3
gemma-2-9b-it,pendulum,third,45.33,61.33,43.33,3
gemma-2-9b-it,rigid_highway,first,18.67,13.67,24.33,3
gemma-2-9b-it,rigid_highway,second,37.33,78.0,69.67,3
gemma-2-9b-it,rigid_highway,third,69.33,52.67,62.0,3
gemma-2-9b-it,curiosity,first,46.67,21.0,23.67,3
gemma-2-9b-it,curiosity,second,70.67,65.0,54.33,3
gemma-2-9b-it,curiosity,third,62.67,42.67,34.33,3
gemma-2-9b-it,gps_imu,first,18.33,9.0,22.67,3
gemma-2-9b-it,gps_imu,second,50.33,39.67,54.33,3
gemma-2-9b-it,gps_imu,third,36.0,71.67,64.67,3
gemma-2-9b-it,mass_spring_damper,first,27.0,16.0,9.67,3
gemma-2-9b-it,mass_spring_damper,second,50.0,41.0,49.33,3
gemma-2-9b-it,mass_spring_damper,third,45.0,46.33,64.33,3
gemma-2-9b-it,uazbus,first,0.0,0.0,0.0,3
gemma-2-9b-it,uazbus,second,5.0,0.0,0.0,3
gemma-2-9b-it,uazbus,third,18.33,0.0,0.0,3
gemma-2-9b-it,scm,first,0.0,0.0,133.0,3
gemma-2-9b-it,scm,second,0.0,0.0,0.0,3
gemma-2-9b-it,scm,third,0.0,0.0,5.67,3
gemma-2-9b-it,veh_app,first,0.0,0.0,5.0,3
gemma-2-9b-it,veh_app,second,0.0,0.0,0.0,3
gemma-2-9b-it,veh_app,third,15.0,0.0,0.0,2
gemma-2-9b-it,sedan,first,16.67,13.33,0.0,3
gemma-2-9b-it,sedan,second,1.67,0.0,0.0,3
gemma-2-9b-it,sedan,third,0.0,5.0,0.0,3
gemma-2-9b-it,citybus,first,18.0,25.33,11.67,3
gemma-2-9b-it,citybus,second,44.33,45.33,43.0,3
gemma-2-9b-it,citybus,third,38.33,75.0,80.0,3
gemma-2-9b-it,beam,first,37.67,21.33,25.33,3
gemma-2-9b-it,beam,second,44.67,47.33,42.67,3
gemma-2-9b-it,beam,third,52.67,73.0,60.33,3
gemma-2-9b-it,sensros,first,13.33,0.0,13.33,3
gemma-2-9b-it,sensros,second,0.0,0.0,0.0,3
gemma-2-9b-it,sensros,third,6.67,0.0,0.0,3
gemma-2-9b-it,camera,first,27.67,22.33,21.67,3
gemma-2-9b-it,camera,second,29.33,38.67,29.67,3
gemma-2-9b-it,camera,third,13.67,35.67,19.33,3
gemma-2-9b-it,particles,first,24.33,20.67,26.67,3
gemma-2-9b-it,particles,second,54.67,61.67,67.67,3
gemma-2-9b-it,particles,third,70.0,43.33,69.67,3
gemma-2-9b-it,kraz,first,47.67,15.0,26.67,3
gemma-2-9b-it,kraz,second,50.67,55.33,53.33,3
gemma-2-9b-it,kraz,third,63.0,21.33,22.0,3
gemma-2-9b-it,m113,first,39.33,28.33,18.67,3
gemma-2-9b-it,m113,second,54.33,39.0,29.33,3
gemma-2-9b-it,m113,third,19.67,59.0,61.0,3
gemma-2-9b-it,tablecloth,first,0.0,0.0,3.33,3
gemma-2-9b-it,tablecloth,second,0.0,0.0,6.67,3
gemma-2-9b-it,tablecloth,third,0.0,0.0,3.33,3
gemma-2-9b-it,rotor,first,10.0,0.0,5.0,3
gemma-2-9b-it,rotor,second,8.33,0.0,15.0,3
gemma-2-9b-it,rotor,third,6.67,13.33,0.0,3
gemma-2-9b-it,scm_hill,first,18.33,0.67,18.33,3
gemma-2-9b-it,scm_hill,second,0.0,0.0,0.0,3
gemma-2-9b-it,scm_hill,third,0.0,23.33,11.67,3
gemma-2-9b-it,viper,first,0.0,0.0,21.67,3
gemma-2-9b-it,viper,second,0.0,20.0,9.0,3
gemma-2-9b-it,viper,third,20.0,0.0,3.33,3
gemma-2-9b-it,buckling,first,20.0,23.0,22.0,3
gemma-2-9b-it,buckling,second,19.5,28.33,32.33,2
gemma-2-9b-it,buckling,third,30.67,32.0,18.0,3
gemma-2-9b-it,slider_crank,first,16.67,0.0,8.33,3
gemma-2-9b-it,slider_crank,second,16.67,0.0,0.0,3
gemma-2-9b-it,slider_crank,third,0.0,0.0,18.33,3
gemma-2-9b-it,turtlebot,first,16.67,0.0,0.0,3
gemma-2-9b-it,turtlebot,second,9.0,0.0,9.0,3
gemma-2-9b-it,turtlebot,third,23.33,13.33,1.67,3
gemma-2-9b-it,rigid_multipatches,first,12.0,28.33,30.67,3
gemma-2-9b-it,rigid_multipatches,second,33.0,59.0,49.0,3
gemma-2-9b-it,rigid_multipatches,third,53.67,63.0,56.33,3
gemma-2-9b-it,cable,first,19.0,23.0,22.67,3
gemma-2-9b-it,cable,second,42.67,81.67,59.33,3
gemma-2-9b-it,cable,third,42.67,38.67,25.0,3
gemma-2-9b-it,hmmwv,first,15.67,8.33,9.67,3
gemma-2-9b-it,hmmwv,second,35.33,30.0,20.0,3
gemma-2-9b-it,hmmwv,third,53.0,51.0,62.0,3
gemma-2-9b-it,handler,first,20.67,13.67,10.33,3
gemma-2-9b-it,handler,second,49.0,83.33,71.67,3
gemma-2-9b-it,handler,third,56.67,39.0,23.67,3
gemma-2-9b-it,lidar,first,20.33,38.0,13.33,3
gemma-2-9b-it,lidar,second,15.67,18.0,34.67,3
gemma-2-9b-it,lidar,third,24.67,24.67,16.67,3
gemma-2-2b-it,gator,first,13.67,18.33,4.67,3
gemma-2-2b-it,gator,second,36.0,28.0,29.33,3
gemma-2-2b-it,gator,third,52.33,66.67,53.33,3
gemma-2-2b-it,gear,first,9.0,10.67,15.0,3
gemma-2-2b-it,gear,second,10.33,21.33,34.33,3
gemma-2-2b-it,gear,third,22.0,39.0,33.33,3
gemma-2-2b-it,feda,first,12.0,17.0,17.0,3
gemma-2-2b-it,feda,second,39.0,40.33,62.33,3
gemma-2-2b-it,feda,third,32.67,42.33,48.0,3
gemma-2-2b-it,man,first,13.0,29.67,6.67,3
gemma-2-2b-it,man,second,49.33,60.33,51.33,3
gemma-2-2b-it,man,third,47.0,45.67,28.33,3
gemma-2-2b-it,art,first,8.33,19.0,12.33,3
gemma-2-2b-it,art,second,64.33,71.0,64.67,3
gemma-2-2b-it,art,third,56.0,85.33,69.67,3
gemma-2-2b-it,vehros,first,28.33,15.0,24.33,3
gemma-2-2b-it,vehros,second,34.0,32.67,13.33,3
gemma-2-2b-it,vehros,third,47.0,18.0,28.33,3
gemma-2-2b-it,pendulum,first,24.33,9.33,6.0,3
gemma-2-2b-it,pendulum,second,38.0,36.0,40.0,3
gemma-2-2b-it,pendulum,third,63.33,50.33,57.0,3
gemma-2-2b-it,rigid_highway,first,23.0,6.67,11.0,3
gemma-2-2b-it,rigid_highway,second,30.67,47.33,59.0,3
gemma-2-2b-it,rigid_highway,third,50.67,70.67,58.33,3
gemma-2-2b-it,curiosity,first,21.33,7.67,28.0,3
gemma-2-2b-it,curiosity,second,58.33,71.67,71.0,3
gemma-2-2b-it,curiosity,third,22.33,19.33,25.0,3
gemma-2-2b-it,gps_imu,first,14.67,21.67,9.0,3
gemma-2-2b-it,gps_imu,second,26.33,48.67,29.67,3
gemma-2-2b-it,gps_imu,third,24.67,34.0,24.0,3
gemma-2-2b-it,mass_spring_damper,first,14.0,9.67,18.0,3
gemma-2-2b-it,mass_spring_damper,second,52.67,35.33,49.33,3
gemma-2-2b-it,mass_spring_damper,third,37.33,48.0,52.33,3
gemma-2-2b-it,uazbus,first,17.67,22.67,6.67,3
gemma-2-2b-it,uazbus,second,57.0,69.33,70.67,3
gemma-2-2b-it,uazbus,third,45.0,49.0,64.67,3
gemma-2-2b-it,scm,first,16.33,17.0,12.33,3
gemma-2-2b-it,scm,second,33.33,28.33,25.33,3
gemma-2-2b-it,scm,third,6.33,14.67,21.0,3
gemma-2-2b-it,veh_app,first,7.67,10.67,31.67,3
gemma-2-2b-it,veh_app,second,51.33,48.0,52.0,3
gemma-2-2b-it,veh_app,third,21.67,31.0,34.33,3
gemma-2-2b-it,sedan,first,13.0,8.67,9.33,3
gemma-2-2b-it,sedan,second,33.0,36.67,37.67,3
gemma-2-2b-it,sedan,third,32.0,25.0,30.33,3
gemma-2-2b-it,citybus,first,16.33,10.33,18.33,3
gemma-2-2b-it,citybus,second,42.0,62.33,57.33,3
gemma-2-2b-it,citybus,third,60.33,67.67,62.67,3
gemma-2-2b-it,beam,first,13.33,17.0,5.0,3
gemma-2-2b-it,beam,second,29.0,32.67,26.67,3
gemma-2-2b-it,beam,third,45.67,45.67,59.33,3
gemma-2-2b-it,sensros,first,10.33,25.0,5.33,3
gemma-2-2b-it,sensros,second,19.0,16.0,35.33,3
gemma-2-2b-it,sensros,third,19.0,26.0,26.0,3
gemma-2-2b-it,camera,first,7.0,11.0,8.33,3
gemma-2-2b-it,camera,second,22.67,34.33,24.0,3
gemma-2-2b-it,camera,third,13.67,36.0,14.33,3
gemma-2-2b-it,particles,first,4.0,10.0,8.33,3
gemma-2-2b-it,particles,second,71.67,63.67,60.67,3
gemma-2-2b-it,particles,third,57.33,47.67,51.67,3
gemma-2-2b-it,kraz,first,4.0,9.67,5.67,3
gemma-2-2b-it,kraz,second,37.33,64.0,47.33,3
gemma-2-2b-it,kraz,third,25.0,16.0,28.67,3
gemma-2-2b-it,m113,first,24.33,6.33,3.33,3
gemma-2-2b-it,m113,second,19.33,27.0,17.33,3
gemma-2-2b-it,m113,third,56.33,53.33,55.0,3
gemma-2-2b-it,tablecloth,first,6.0,11.33,9.33,3
gemma-2-2b-it,tablecloth,second,55.67,37.67,37.0,3
gemma-2-2b-it,tablecloth,third,37.67,26.0,18.33,3
gemma-2-2b-it,rotor,first,11.33,11.0,4.33,3
gemma-2-2b-it,rotor,second,46.0,64.67,70.33,3
gemma-2-2b-it,rotor,third,44.0,70.0,62.33,3
gemma-2-2b-it,scm_hill,first,18.67,23.67,11.33,3
gemma-2-2b-it,scm_hill,second,21.0,26.33,12.33,3
gemma-2-2b-it,scm_hill,third,25.0,52.33,56.0,3
gemma-2-2b-it,viper,first,5.33,20.67,7.67,3
gemma-2-2b-it,viper,second,27.33,40.67,35.67,3
gemma-2-2b-it,viper,third,40.67,38.33,44.0,3
gemma-2-2b-it,buckling,first,30.67,21.67,9.33,3
gemma-2-2b-it,buckling,second,21.67,29.33,36.33,3
gemma-2-2b-it,buckling,third,41.0,23.67,29.0,3
gemma-2-2b-it,slider_crank,first,15.33,15.67,7.67,3
gemma-2-2b-it,slider_crank,second,51.0,52.0,51.67,3
gemma-2-2b-it,slider_crank,third,50.33,18.67,49.0,3
gemma-2-2b-it,turtlebot,first,4.33,12.67,14.33,3
gemma-2-2b-it,turtlebot,second,42.33,44.0,38.33,3
gemma-2-2b-it,turtlebot,third,49.33,20.33,32.0,3
gemma-2-2b-it,rigid_multipatches,first,9.67,21.33,23.67,3
gemma-2-2b-it,rigid_multipatches,second,29.33,56.33,57.0,3
gemma-2-2b-it,rigid_multipatches,third,41.67,84.67,73.33,3
gemma-2-2b-it,cable,first,11.0,24.33,23.0,2
gemma-2-2b-it,cable,second,64.0,74.0,76.0,3
gemma-2-2b-it,cable,third,30.0,43.0,31.0,3
gemma-2-2b-it,hmmwv,first,4.67,13.0,6.33,3
gemma-2-2b-it,hmmwv,second,43.33,49.0,36.0,3
gemma-2-2b-it,hmmwv,third,49.0,52.67,53.0,3
gemma-2-2b-it,handler,first,19.67,9.67,5.67,3
gemma-2-2b-it,handler,second,36.0,41.0,11.67,2
gemma-2-2b-it,handler,third,11.67,16.0,9.67,3
gemma-2-2b-it,lidar,first,11.67,24.0,19.0,3
gemma-2-2b-it,lidar,second,23.0,38.0,32.33,3
gemma-2-2b-it,lidar,third,4.33,12.0,7.33,3
phi-3-medium-128k-instruct,gator,first,11.33,8.67,12.0,3
phi-3-medium-128k-instruct,gator,second,6.0,0.0,3.33,2
phi-3-medium-128k-instruct,gator,third,48.0,90.33,77.0,3
phi-3-medium-128k-instruct,gear,first,5.67,3.0,5.0,3
phi-3-medium-128k-instruct,gear,second,25.67,23.0,32.33,3
phi-3-medium-128k-instruct,gear,third,8.33,0.0,0.0,3
phi-3-medium-128k-instruct,feda,first,9.33,18.67,8.33,3
phi-3-medium-128k-instruct,feda,second,37.33,39.67,46.67,3
phi-3-medium-128k-instruct,feda,third,67.0,25.67,51.0,3
phi-3-medium-128k-instruct,man,first,11.0,6.33,16.33,3
phi-3-medium-128k-instruct,man,second,54.0,60.0,58.67,3
phi-3-medium-128k-instruct,man,third,31.0,9.67,22.67,3
phi-3-medium-128k-instruct,art,first,20.0,25.0,1.0,2
phi-3-medium-128k-instruct,art,second,39.33,89.0,83.67,3
phi-3-medium-128k-instruct,art,third,42.33,69.33,83.33,3
phi-3-medium-128k-instruct,vehros,first,25.0,17.33,8.0,3
phi-3-medium-128k-instruct,vehros,second,24.0,14.33,13.0,3
phi-3-medium-128k-instruct,vehros,third,1.67,17.33,7.33,3
phi-3-medium-128k-instruct,pendulum,first,8.0,19.67,15.0,3
phi-3-medium-128k-instruct,pendulum,second,51.67,44.67,39.67,3
phi-3-medium-128k-instruct,pendulum,third,43.0,38.33,46.0,3
phi-3-medium-128k-instruct,rigid_highway,first,9.0,23.0,20.33,3
phi-3-medium-128k-instruct,rigid_highway,second,4.0,0.0,8.33,3
phi-3-medium-128k-instruct,rigid_highway,third,22.0,39.0,40.0,3
phi-3-medium-128k-instruct,curiosity,first,18.67,11.67,4.0,3
phi-3-medium-128k-instruct,curiosity,second,31.33,60.33,57.0,3
phi-3-medium-128k-instruct,curiosity,third,47.0,51.33,37.33,3
phi-3-medium-128k-instruct,gps_imu,first,22.33,12.33,5.67,3
phi-3-medium-128k-instruct,gps_imu,second,15.67,0.0,16.67,3
phi-3-medium-128k-instruct,gps_imu,third,0.0,0.0,20.67,3
phi-3-medium-128k-instruct,mass_spring_damper,first,18.67,27.67,4.0,3
phi-3-medium-128k-instruct,mass_spring_damper,second,7.33,33.33,50.0,3
phi-3-medium-128k-instruct,mass_spring_damper,third,45.0,52.33,25.33,3
phi-3-medium-128k-instruct,uazbus,first,13.0,7.0,29.0,3
phi-3-medium-128k-instruct,uazbus,second,5.0,17.0,11.33,3
phi-3-medium-128k-instruct,uazbus,third,8.0,12.0,4.67,3
phi-3-medium-128k-instruct,scm,first,7.0,12.67,8.0,3
phi-3-medium-128k-instruct,scm,second,6.0,3.33,6.67,2
phi-3-medium-128k-instruct,scm,third,3.33,0.0,18.33,3
phi-3-medium-128k-instruct,veh_app,first,13.67,30.33,27.67,3
phi-3-medium-128k-instruct,veh_app,second,22.33,18.0,6.33,3
phi-3-medium-128k-instruct,veh_app,third,16.67,20.0,13.33,3
phi-3-medium-128k-instruct,sedan,first,10.0,11.33,19.0,3
phi-3-medium-128k-instruct,sedan,second,6.67,1.0,3.33,3
phi-3-medium-128k-instruct,sedan,third,7.33,24.67,4.0,3
phi-3-medium-128k-instruct,citybus,first,14.33,7.67,3.0,3
phi-3-medium-128k-instruct,citybus,second,39.67,57.33,62.33,3
phi-3-medium-128k-instruct,citybus,third,36.67,65.0,54.0,3
phi-3-medium-128k-instruct,beam,first,19.0,21.67,16.0,3
phi-3-medium-128k-instruct,beam,second,21.67,13.33,29.0,3
phi-3-medium-128k-instruct,beam,third,2.33,13.0,3.33,3
phi-3-medium-128k-instruct,sensros,first,18.67,26.0,27.67,3
phi-3-medium-128k-instruct,sensros,second,0.0,15.0,3.33,3
phi-3-medium-128k-instruct,sensros,third,0.0,15.0,3.33,3
phi-3-medium-128k-instruct,camera,first,10.67,10.0,7.67,3
phi-3-medium-128k-instruct,camera,second,19.0,1.67,3.33,3
phi-3-medium-128k-instruct,camera,third,18.33,5.0,12.33,3
phi-3-medium-128k-instruct,particles,first,30.67,10.67,6.33,3
phi-3-medium-128k-instruct,particles,second,44.33,45.33,43.33,3
phi-3-medium-128k-instruct,particles,third,54.0,61.67,56.0,3
phi-3-medium-128k-instruct,kraz,first,12.33,4.0,17.0,3
phi-3-medium-128k-instruct,kraz,second,42.67,31.33,24.67,3
phi-3-medium-128k-instruct,kraz,third,21.33,3.33,10.0,3
phi-3-medium-128k-instruct,m113,first,11.33,10.0,10.0,3
phi-3-medium-128k-instruct,m113,second,17.33,26.33,18.67,3
phi-3-medium-128k-instruct,m113,third,16.67,15.67,0.0,3
phi-3-medium-128k-instruct,tablecloth,first,23.0,14.0,9.33,2
phi-3-medium-128k-instruct,tablecloth,second,1.33,27.67,10.0,3
phi-3-medium-128k-instruct,tablecloth,third,18.33,17.33,29.0,3
phi-3-medium-128k-instruct,rotor,first,14.67,20.0,26.33,3
phi-3-medium-128k-instruct,rotor,second,3.0,6.67,20.0,3
phi-3-medium-128k-instruct,rotor,third,59.33,27.33,14.67,3
phi-3-medium-128k-instruct,scm_hill,first,10.0,11.33,7.33,3
phi-3-medium-128k-instruct,scm_hill,second,14.0,14.0,8.33,3
phi-3-medium-128k-instruct,scm_hill,third,5.0,20.67,6.67,3
phi-3-medium-128k-instruct,viper,first,20.0,18.33,14.33,3
phi-3-medium-128k-instruct,viper,second,47.0,27.33,3.33,3
phi-3-medium-128k-instruct,viper,third,70.0,47.67,31.0,3
phi-3-medium-128k-instruct,buckling,first,2.33,26.33,6.33,3
phi-3-medium-128k-instruct,buckling,second,20.67,11.67,3.33,3
phi-3-medium-128k-instruct,buckling,third,24.67,13.67,33.0,3
phi-3-medium-128k-instruct,slider_crank,first,30.0,17.0,28.67,3
phi-3-medium-128k-instruct,slider_crank,second,13.33,13.33,0.0,3
phi-3-medium-128k-instruct,slider_crank,third,4.0,4.0,13.33,3
phi-3-medium-128k-instruct,turtlebot,first,7.33,3.67,11.0,3
phi-3-medium-128k-instruct,turtlebot,second,23.67,12.33,16.0,3
phi-3-medium-128k-instruct,turtlebot,third,29.0,13.33,19.0,3
phi-3-medium-128k-instruct,rigid_multipatches,first,21.67,10.67,3.33,3
phi-3-medium-128k-instruct,rigid_multipatches,second,26.0,0.0,10.0,3
phi-3-medium-128k-instruct,rigid_multipatches,third,25.0,30.67,34.67,3
phi-3-medium-128k-instruct,cable,first,19.0,14.33,15.67,3
phi-3-medium-128k-instruct,cable,second,71.67,89.33,89.33,3
phi-3-medium-128k-instruct,cable,third,10.0,0.0,9.0,3
phi-3-medium-128k-instruct,hmmwv,first,16.33,21.67,10.67,3
phi-3-medium-128k-instruct,hmmwv,second,62.33,16.0,19.33,3
phi-3-medium-128k-instruct,hmmwv,third,67.67,67.67,61.67,3
phi-3-medium-128k-instruct,handler,first,34.33,9.0,8.67,3
phi-3-medium-128k-instruct,handler,second,38.67,86.67,60.0,3
phi-3-medium-128k-instruct,handler,third,51.33,37.67,22.0,3
phi-3-medium-128k-instruct,lidar,first,0.0,17.0,6.67,3
phi-3-medium-128k-instruct,lidar,second,5.0,0.0,4.0,3
phi-3-medium-128k-instruct,lidar,third,16.67,1.67,4.0,3
llama-3.3-70b-instruct,gator,first,7.0,3.67,12.67,3
llama-3.3-70b-instruct,gator,second,44.0,65.33,43.0,3
llama-3.3-70b-instruct,gator,third,48.67,84.67,76.33,3
llama-3.3-70b-instruct,gear,first,37.67,18.33,17.33,3
llama-3.3-70b-instruct,gear,second,56.67,90.33,77.33,3
llama-3.3-70b-instruct,gear,third,57.33,53.0,56.0,3
llama-3.3-70b-instruct,feda,first,43.33,9.67,19.33,3
llama-3.3-70b-instruct,feda,second,54.67,63.0,48.0,3
llama-3.3-70b-instruct,feda,third,49.0,35.0,38.0,3
llama-3.3-70b-instruct,man,first,31.0,19.0,12.67,3
llama-3.3-70b-instruct,man,second,45.0,53.0,51.33,3
llama-3.3-70b-instruct,man,third,55.67,31.0,40.33,3
llama-3.3-70b-instruct,art,first,22.33,30.67,29.67,3
llama-3.3-70b-instruct,art,second,39.0,50.33,57.0,3
llama-3.3-70b-instruct,art,third,51.67,66.67,81.0,3
llama-3.3-70b-instruct,vehros,first,38.33,19.67,32.33,3
llama-3.3-70b-instruct,vehros,second,48.33,33.33,29.33,3
llama-3.3-70b-instruct,vehros,third,61.67,31.67,37.0,3
llama-3.3-70b-instruct,pendulum,first,22.0,13.0,26.33,3
llama-3.3-70b-instruct,pendulum,second,45.0,44.33,37.67,3
llama-3.3-70b-instruct,pendulum,third,48.67,67.33,58.33,3
llama-3.3-70b-instruct,rigid_highway,first,15.33,12.33,25.67,3
llama-3.3-70b-instruct,rigid_highway,second,71.33,72.33,69.67,3
llama-3.3-70b-instruct,rigid_highway,third,46.0,74.0,59.67,3
llama-3.3-70b-instruct,curiosity,first,18.0,27.33,26.0,3
llama-3.3-70b-instruct,curiosity,second,36.33,59.0,52.67,3
llama-3.3-70b-instruct,curiosity,third,67.33,42.33,48.0,3
llama-3.3-70b-instruct,gps_imu,first,6.0,5.33,21.33,3
llama-3.3-70b-instruct,gps_imu,second,51.33,44.0,66.0,3
llama-3.3-70b-instruct,gps_imu,third,43.0,77.67,58.33,3
llama-3.3-70b-instruct,mass_spring_damper,first,24.33,14.0,32.33,3
llama-3.3-70b-instruct,mass_spring_damper,second,30.67,49.33,52.33,3
llama-3.3-70b-instruct,mass_spring_damper,third,60.0,62.0,54.0,3
llama-3.3-70b-instruct,uazbus,first,12.33,21.67,14.0,3
llama-3.3-70b-instruct,uazbus,second,49.0,49.0,55.67,3
llama-3.3-70b-instruct,uazbus,third,43.0,55.67,51.67,3
llama-3.3-70b-instruct,scm,first,27.33,13.67,27.33,3
llama-3.3-70b-instruct,scm,second,44.33,57.67,50.67,3
llama-3.3-70b-instruct,scm,third,43.67,31.0,28.0,3
llama-3.3-70b-instruct,veh_app,first,21.67,19.0,16.33,3
llama-3.3-70b-instruct,veh_app,second,39.0,31.33,28.67,3
llama-3.3-70b-instruct,veh_app,third,30.0,62.0,64.67,3
llama-3.3-70b-instruct,sedan,first,22.67,13.0,21.33,3
llama-3.3-70b-instruct,sedan,second,63.67,43.0,48.0,3
llama-3.3-70b-instruct,sedan,third,73.33,26.0,33.0,3
llama-3.3-70b-instruct,citybus,first,24.67,15.67,10.67,3
llama-3.3-70b-instruct,citybus,second,48.0,59.67,59.67,3
llama-3.3-70b-instruct,citybus,third,46.33,72.33,70.0,3
llama-3.3-70b-instruct,beam,first,34.67,29.67,17.67,3
llama-3.3-70b-instruct,beam,second,65.67,76.33,68.67,3
llama-3.3-70b-instruct,beam,third,46.67,63.67,80.33,3
llama-3.3-70b-instruct,sensros,first,34.67,19.67,19.0,3
llama-3.3-70b-instruct,sensros,second,45.67,42.0,24.67,3
llama-3.3-70b-instruct,sensros,third,33.0,71.0,70.0,3
llama-3.3-70b-instruct,camera,first,13.67,20.33,14.0,3
llama-3.3-70b-instruct,camera,second,39.33,64.0,59.33,3
llama-3.3-70b-instruct,camera,third,38.33,80.0,47.33,3
llama-3.3-70b-instruct,particles,first,26.0,15.67,12.0,3
llama-3.3-70b-instruct,particles,second,53.0,68.0,58.67,3
llama-3.3-70b-instruct,particles,third,57.33,41.0,62.0,3
llama-3.3-70b-instruct,kraz,first,27.33,14.33,9.67,3
llama-3.3-70b-instruct,kraz,second,34.33,56.67,48.67,3
llama-3.3-70b-instruct,kraz,third,56.0,20.67,14.67,3
llama-3.3-70b-instruct,m113,first,16.67,18.33,25.67,3
llama-3.3-70b-instruct,m113,second,35.0,29.0,35.0,3
llama-3.3-70b-instruct,m113,third,34.33,39.33,37.67,3
llama-3.3-70b-instruct,tablecloth,first,25.33,32.0,18.67,3
llama-3.3-70b-instruct,tablecloth,second,41.67,68.33,53.67,3
llama-3.3-70b-instruct,tablecloth,third,60.0,56.33,56.33,3
llama-3.3-70b-instruct,rotor,first,28.67,16.67,15.0,3
llama-3.3-70b-instruct,rotor,second,39.67,73.33,80.33,3
llama-3.3-70b-instruct,rotor,third,46.0,40.33,66.67,3
llama-3.3-70b-instruct,scm_hill,first,30.0,17.0,29.67,3
llama-3.3-70b-instruct,scm_hill,second,17.33,19.67,38.67,3
llama-3.3-70b-instruct,scm_hill,third,52.33,58.67,58.0,3
llama-3.3-70b-instruct,viper,first,38.67,14.33,25.67,3
llama-3.3-70b-instruct,viper,second,57.67,87.33,85.33,3
llama-3.3-70b-instruct,viper,third,50.0,58.0,38.0,3
llama-3.3-70b-instruct,buckling,first,34.67,30.67,15.67,3
llama-3.3-70b-instruct,buckling,second,36.67,62.0,80.0,3
llama-3.3-70b-instruct,buckling,third,44.67,15.33,22.0,3
llama-3.3-70b-instruct,slider_crank,first,35.0,28.67,23.0,3
llama-3.3-70b-instruct,slider_crank,second,21.67,43.0,62.67,3
llama-3.3-70b-instruct,slider_crank,third,39.67,56.33,51.0,3
llama-3.3-70b-instruct,turtlebot,first,39.33,27.0,22.0,3
llama-3.3-70b-instruct,turtlebot,second,54.33,69.33,67.33,3
llama-3.3-70b-instruct,turtlebot,third,62.67,22.33,33.33,3
llama-3.3-70b-instruct,rigid_multipatches,first,30.67,16.67,7.0,3
llama-3.3-70b-instruct,rigid_multipatches,second,60.0,50.67,40.33,3
llama-3.3-70b-instruct,rigid_multipatches,third,54.0,77.0,79.0,3
llama-3.3-70b-instruct,cable,first,25.67,18.0,19.0,3
llama-3.3-70b-instruct,cable,second,30.0,69.67,61.67,3
llama-3.3-70b-instruct,cable,third,45.5,40.67,33.0,2
llama-3.3-70b-instruct,hmmwv,first,21.33,16.33,18.33,3
llama-3.3-70b-instruct,hmmwv,second,41.67,33.0,33.0,3
llama-3.3-70b-instruct,hmmwv,third,59.33,57.0,57.67,3
llama-3.3-70b-instruct,handler,first,44.5,15.67,9.33,2
llama-3.3-70b-instruct,handler,second,57.67,85.0,67.33,3
llama-3.3-70b-instruct,handler,third,51.0,51.0,25.0,3
llama-3.3-70b-instruct,lidar,first,30.67,23.67,28.0,3
llama-3.3-70b-instruct,lidar,second,55.67,64.0,50.67,3
llama-3.3-70b-instruct,lidar,third,20.67,3.33,26.67,3
gemma-3-27b-it,gator,first,30.33,17.33,13.33,3
gemma-3-27b-it,gator,second,70.0,77.0,52.0,3
gemma-3-27b-it,gator,third,33.33,62.33,55.33,3
gemma-3-27b-it,gear,first,35.0,8.33,32.33,3
gemma-3-27b-it,gear,second,59.33,89.0,78.33,3
gemma-3-27b-it,gear,third,41.33,43.33,50.33,3
gemma-3-27b-it,feda,first,34.0,23.0,10.0,3
gemma-3-27b-it,feda,second,44.67,69.67,69.67,3
gemma-3-27b-it,feda,third,59.67,38.67,45.0,3
gemma-3-27b-it,man,first,26.67,21.0,9.67,3
gemma-3-27b-it,man,second,60.0,62.67,70.67,3
gemma-3-27b-it,man,third,30.0,25.67,44.0,2
gemma-3-27b-it,art,first,11.33,18.67,25.33,3
gemma-3-27b-it,art,second,69.33,87.33,84.67,3
gemma-3-27b-it,art,third,51.0,79.33,73.33,3
gemma-3-27b-it,vehros,first,14.0,8.33,14.67,3
gemma-3-27b-it,vehros,second,45.33,31.33,32.0,3
gemma-3-27b-it,vehros,third,39.0,41.0,27.33,3
gemma-3-27b-it,pendulum,first,34.67,20.0,23.33,3
gemma-3-27b-it,pendulum,second,48.67,35.0,48.0,3
gemma-3-27b-it,pendulum,third,50.33,18.33,36.0,3
gemma-3-27b-it,rigid_highway,first,23.5,29.33,6.67,2
gemma-3-27b-it,rigid_highway,second,60.0,69.0,61.33,3
gemma-3-27b-it,rigid_highway,third,42.0,54.33,70.67,3
gemma-3-27b-it,curiosity,first,31.0,12.33,30.67,3
gemma-3-27b-it,curiosity,second,56.67,79.0,38.0,3
gemma-3-27b-it,curiosity,third,58.67,51.67,44.67,3
gemma-3-27b-it,gps_imu,first,33.33,31.33,13.0,3
gemma-3-27b-it,gps_imu,second,46.33,64.33,65.33,3
gemma-3-27b-it,gps_imu,third,68.0,61.33,71.0,3
gemma-3-27b-it,mass_spring_damper,first,18.33,9.0,26.67,3
