model,system,round,token_seq,char_seq,token_jaccard,rouge1,rouge2,rougeL,syntax_ok
sft-task-32b-3156659,uazbus,second,0.827893175074184,0.8352313680265244,0.8536585365853658,0.8755760368663595,0.7875288683602771,0.7857142857142858,1
sft-task-32b-3156659,uazbus,third,0.8838235294117647,0.9180089972427804,0.9559748427672956,0.9761904761904762,0.954653937947494,0.9023809523809524,1
sft-task-32b-3156659,veh_app,first,0.4013104013104013,0.4192916889126179,0.2876712328767123,0.5064748201438848,0.21645021645021648,0.2964028776978417,0
sft-task-32b-3156659,veh_app,second,0.8164275111331024,0.8087939964062996,0.9128440366972477,0.9540034071550256,0.9197952218430034,0.8603066439522998,1
sft-task-32b-3156659,veh_app,third,0.8516949152542372,0.8608601373328515,0.9128630705394191,0.9556213017751478,0.9214814814814815,0.8624260355029586,1
sft-task-32b-3156659,vehros,first,0.5052631578947369,0.5569437770302739,0.36496350364963503,0.5532879818594103,0.27790432801822323,0.44897959183673475,1
sft-task-32b-3156659,vehros,second,0.713487629688747,0.7497020262216925,0.8322981366459627,0.8662068965517242,0.7773167358229599,0.7172413793103449,1
sft-task-32b-3156659,vehros,third,0.7258938244853738,0.7667249672059466,0.7808219178082192,0.901846452866861,0.8218111002921129,0.7560738581146745,1
sft-task-32b-3156659,viper,first,0.40298507462686567,0.4688293370944993,0.3141025641025641,0.5213483146067416,0.25282167042889386,0.3730337078651686,1
sft-task-32b-3156659,viper,second,0.9836601307189542,0.9774632147513503,1.0,1.0,0.9857142857142858,0.9772079772079773,1
sft-task-32b-3156659,viper,third,0.8935128518971848,0.8591029023746701,0.773109243697479,0.9079229122055674,0.843010752688172,0.8779443254817988,1
sft-task-32b-lr2x-3156662,art,first,0.45248107653490327,0.5187436676798379,0.4385026737967914,0.6439716312056737,0.36415362731152207,0.4028368794326241,1
sft-task-32b-lr2x-3156662,art,second,1.0,1.0,1.0,1.0,1.0,1.0,1
sft-task-32b-lr2x-3156662,art,third,0.9806138933764136,0.9855381336580911,1.0,1.0,0.9922879177377892,0.9846153846153847,1
sft-task-32b-lr2x-3156662,beam,first,0.3886162904808636,0.40717299578059074,0.3160919540229885,0.4540727902946274,0.25043478260869567,0.3500866551126517,1
sft-task-32b-lr2x-3156662,beam,second,0.6747614917606245,0.6792043399638337,0.75177304964539,0.7352024922118381,0.6625,0.691588785046729,1
sft-task-32b-lr2x-3156662,beam,third,0.9876543209876543,0.9626636946224575,0.9708029197080292,0.9903846153846154,0.9734939759036145,0.9807692307692308,1
sft-task-32b-lr2x-3156662,buckling,first,0.26725775807473084,0.20530629254063065,0.19767441860465115,0.2927927927927928,0.15575620767494355,0.20045045045045043,1
sft-task-32b-lr2x-3156662,buckling,second,1.0,0.9846889952153111,1.0,1.0,1.0,1.0,1
sft-task-32b-lr2x-3156662,buckling,third,0.9113257243195786,0.9319766346335029,0.6970954356846473,0.893455098934551,0.7804878048780487,0.8691019786910198,1
sft-task-32b-lr2x-3156662,cable,first,0.3533487297921478,0.3321637426900585,0.2655367231638418,0.4666666666666666,0.2510460251046025,0.3416666666666667,1
sft-task-32b-lr2x-3156662,cable,second,1.0,0.9944642151047846,1.0,1.0,1.0,1.0,1
sft-task-32b-lr2x-3156662,cable,third,0.4858689116055322,0.40157386431381903,0.595,0.5793991416309013,0.3956989247311828,0.43991416309012876,1
sft-task-32b-lr2x-3156662,camera,first,0.12658227848101267,0.11893764434180139,0.18716577540106952,0.2660098522167488,0.16803953871499178,0.19376026272577995,0
sft-task-32b-lr2x-3156662,camera,second,0.9419795221843004,0.8954030646235843,0.9876543209876543,0.9953917050691244,0.9861431870669746,0.9101382488479263,1
sft-task-32b-lr2x-3156662,camera,third,0.933420365535248,0.9378921756947113,0.8352941176470589,0.9339305711086225,0.9023569023569022,0.9204927211646137,1
sft-task-32b-lr2x-3156662,citybus,first,0.5118483412322274,0.498455949137148,0.41208791208791207,0.584518167456556,0.329635499207607,0.37282780410742494,1
sft-task-32b-lr2x-3156662,citybus,second,0.9800796812749004,0.969097651421508,0.9735099337748344,0.9834815756035579,0.9783439490445859,0.9834815756035579,1
sft-task-32b-lr2x-3156662,citybus,third,0.9967105263157895,0.997992277992278,0.9866666666666667,0.9974293059125964,0.9948453608247423,0.9974293059125964,1
sft-task-32b-lr2x-3156662,curiosity,first,0.4959349593495935,0.4520383693045564,0.2905405405405405,0.5048543689320388,0.25853658536585367,0.3980582524271845,1
sft-task-32b-lr2x-3156662,curiosity,second,0.9728555917480999,0.973690932311622,0.9537037037037037,0.9647058823529413,0.9173228346456693,0.9529411764705883,1
sft-task-32b-lr2x-3156662,curiosity,third,0.7130872483221476,0.6133968038082285,0.5795454545454546,0.8016643550624133,0.7009735744089013,0.6518723994452149,1
sft-task-32b-lr2x-3156662,feda,first,0.42744063324538256,0.4135948596550558,0.3582089552238806,0.5923753665689149,0.3352941176470588,0.3313782991202346,1
sft-task-32b-lr2x-3156662,feda,second,0.8862094951017332,0.9085948158253752,0.8433734939759037,0.9111389236545684,0.863237139272271,0.8936170212765957,1
sft-task-32b-lr2x-3156662,feda,third,0.7217391304347827,0.7519408502772643,0.7828282828282829,0.8760162601626017,0.7841140529531568,0.7479674796747967,1
sft-task-32b-lr2x-3156662,gator,first,0.4083769633507853,0.4461215932914046,0.34911242603550297,0.4815465729349737,0.2716049382716049,0.3163444639718805,1
sft-task-32b-lr2x-3156662,gator,second,0.856824512534819,0.716915995397008,0.8171428571428572,0.8553230209281164,0.7748404740200548,0.8007279344858963,1
sft-task-32b-lr2x-3156662,gator,third,0.9867109634551495,0.9807874015748032,0.993006993006993,0.9973614775725593,0.9867724867724867,0.9868073878627969,1
sft-task-32b-lr2x-3156662,gear,first,0.26380368098159507,0.2030916174437602,0.35526315789473684,0.4745308310991958,0.2768817204301075,0.3190348525469169,1
sft-task-32b-lr2x-3156662,gear,second,1.0,0.8044257760475361,1.0,1.0,1.0,1.0,1
sft-task-32b-lr2x-3156662,gear,third,0.9070866141732283,0.8941393631748962,0.8141025641025641,0.9164345403899721,0.8758716875871688,0.8969359331476323,0
sft-task-32b-lr2x-3156662,gps_imu,first,0.31877394636015327,0.3177882424426553,0.27350427350427353,0.47556142668428003,0.21456953642384105,0.29854689564068687,1
sft-task-32b-lr2x-3156662,gps_imu,second,0.7925497752087347,0.8155900396968604,0.7487684729064039,0.8079331941544885,0.7949790794979079,0.7828810020876826,1
sft-task-32b-lr2x-3156662,gps_imu,third,0.940552016985138,0.9654888224992274,0.9041095890410958,0.9683098591549296,0.947089947089947,0.9436619718309859,1
sft-task-32b-lr2x-3156662,handler,first,0.5900621118012422,0.5901981230448383,0.4276729559748428,0.6134751773049645,0.3274021352313167,0.4929078014184397,1
sft-task-32b-lr2x-3156662,handler,second,0.3715670436187399,0.4069264069264069,0.39344262295081966,0.37822349570200575,0.3688760806916427,0.37822349570200575,1
sft-task-32b-lr2x-3156662,handler,third,0.7265917602996255,0.7515470297029703,0.6988636363636364,0.8435013262599469,0.7393617021276594,0.7241379310344827,1
sft-task-32b-lr2x-3156662,hmmwv,first,0.3648780487804878,0.3408783130199265,0.31891891891891894,0.47896440129449847,0.20129870129870134,0.28478964401294493,1
sft-task-32b-lr2x-3156662,hmmwv,second,0.7325,0.7588912795848627,0.6311111111111111,0.7798353909465022,0.6907216494845361,0.7263374485596709,1
sft-task-32b-lr2x-3156662,hmmwv,third,0.7833910034602076,0.7910265125764786,0.8742857142857143,0.9185520361990951,0.8435374149659864,0.7828054298642534,1
sft-task-32b-lr2x-3156662,kraz,first,0.42286751361161523,0.2882657617431684,0.30927835051546393,0.5420560747663551,0.296875,0.3395638629283489,0
sft-task-32b-lr2x-3156662,kraz,second,0.7722342733188721,0.7920341394025604,0.8214285714285714,0.8600223964165733,0.749719416386083,0.7525195968645016,1
sft-task-32b-lr2x-3156662,kraz,third,0.6383480825958702,0.7035467320990408,0.5529953917050692,0.7782974742750235,0.5885660731021555,0.64733395696913,1
sft-task-32b-lr2x-3156662,lidar,first,0.36767317939609234,0.30036630036630035,0.2648401826484018,0.5131195335276968,0.2309941520467836,0.30612244897959184,1
sft-task-32b-lr2x-3156662,lidar,second,0.6023936170212766,0.6196884603157783,0.5435897435897435,0.7144259077526987,0.4936086529006883,0.5142296368989204,1
sft-task-32b-lr2x-3156662,lidar,third,0.6659804426145136,0.6735963193320269,0.6118143459915611,0.7873888439773646,0.6720647773279353,0.6257073565076798,1
sft-task-32b-lr2x-3156662,m113,first,0.35236220472440943,0.41014084507042253,0.3155080213903743,0.5140961857379768,0.2728785357737105,0.3117744610281924,1
sft-task-32b-lr2x-3156662,m113,second,0.9019908116385911,0.8975664968873798,0.8228571428571428,0.9128834355828221,0.8634686346863468,0.8932515337423313,1
sft-task-32b-lr2x-3156662,m113,third,0.8762306610407876,0.901869796642555,0.9011627906976745,0.949886104783599,0.910958904109589,0.8861047835990888,1
sft-task-32b-lr2x-3156662,man,first,0.37378210806023027,0.42420897718910966,0.3058252427184466,0.5339366515837104,0.3086232980332829,0.3438914027149321,1
sft-task-32b-lr2x-3156662,man,second,0.9648405560098119,0.9624605678233439,0.9166666666666666,0.9651612903225807,0.9417852522639069,0.9548387096774194,1
sft-task-32b-lr2x-3156662,man,third,0.6747385800770501,0.6948692916802256,0.7404255319148936,0.8433303491495076,0.7730941704035874,0.6982990152193375,1
sft-task-32b-lr2x-3156662,mass_spring_damper,first,0.4981949458483754,0.5193918709277071,0.31690140845070425,0.4567627494456763,0.2583518930957684,0.35476718403547675,1
sft-task-32b-lr2x-3156662,mass_spring_damper,second,0.7644305772230889,0.718791312559018,0.8981481481481481,0.9610738255033557,0.9152086137281293,0.7436241610738256,1
sft-task-32b-lr2x-3156662,mass_spring_damper,third,0.9075182967398536,0.9173553719008265,0.8541666666666666,0.9308755760368662,0.8937644341801384,0.9032258064516128,1
sft-task-32b-lr2x-3156662,particles,first,0.2678983833718245,0.2542043984476067,0.21428571428571427,0.33471645919778703,0.13314840499306516,0.2019363762102351,1
sft-task-32b-lr2x-3156662,particles,second,0.8403041825095057,0.8549268912905277,0.9375,0.9574468085106381,0.9123222748815165,0.9007092198581559,1
sft-task-32b-lr2x-3156662,particles,third,0.9286097691894794,0.9407382323061294,0.9662921348314607,0.9667003027245207,0.9464105156723965,0.9142280524722503,1
sft-task-32b-lr2x-3156662,pendulum,first,0.3634408602150538,0.5066091178850822,0.42962962962962964,0.5214007782101167,0.265625,0.4163424124513619,1
sft-task-32b-lr2x-3156662,pendulum,second,0.9384615384615385,0.9341034392228932,0.8679245283018868,0.9312977099236641,0.8773946360153256,0.9236641221374046,1
sft-task-32b-lr2x-3156662,pendulum,third,0.8037238169123352,0.910110187512082,0.9411764705882353,0.9700910273081924,0.925684485006519,0.8894668400520156,1
sft-task-32b-lr2x-3156662,rigid_highway,first,0.2851782363977486,0.25888324873096447,0.3333333333333333,0.46757164404223234,0.20877458396369136,0.25641025641025644,1
sft-task-32b-lr2x-3156662,rigid_highway,second,0.9242021276595744,0.9203268641470889,0.9302325581395349,0.9353128313891834,0.9139213602550479,0.926829268292683,1
sft-task-32b-lr2x-3156662,rigid_highway,third,0.9670498084291188,0.980025865785314,0.9810126582278481,0.9866342648845686,0.9792935444579781,0.976913730255164,1
sft-task-32b-lr2x-3156662,rigid_multipatches,first,0.3948051948051948,0.5056997665155886,0.39303482587064675,0.5643447461629281,0.31715976331360946,0.4155844155844155,1
sft-task-32b-lr2x-3156662,rigid_multipatches,second,0.9032258064516129,0.8890341559078281,0.8905109489051095,0.9221183800623053,0.865625,0.8940809968847352,1
sft-task-32b-lr2x-3156662,rigid_multipatches,third,0.9849812265331664,0.9579183266932271,1.0,1.0,0.9934354485776805,0.980349344978166,1
sft-task-32b-lr2x-3156662,rotor,first,0.2880720180045011,0.40502092050209204,0.24545454545454545,0.4044321329639889,0.19722222222222224,0.29362880886426596,1
sft-task-32b-lr2x-3156662,rotor,second,0.996319018404908,0.9716244002741604,0.9617834394904459,0.9931350114416476,0.9862385321100917,0.9931350114416476,1
sft-task-32b-lr2x-3156662,rotor,third,0.8936392075078207,0.9251510925151093,0.8947368421052632,0.9510086455331412,0.8681424446583254,0.8952929875120077,1
sft-task-32b-lr2x-3156662,scm,first,0.3580705009276438,0.36391333784698715,0.25961538461538464,0.4853168469860896,0.25736434108527134,0.3029366306027821,1
sft-task-32b-lr2x-3156662,scm,second,0.6980781153130812,0.6729879218873462,0.7263681592039801,0.8351012536162006,0.7381642512077293,0.686595949855352,1
sft-task-32b-lr2x-3156662,scm,third,0.6932354483481908,0.7051762940735183,0.6733870967741935,0.8034782608695652,0.7073170731707317,0.697391304347826,1
sft-task-32b-lr2x-3156662,scm_hill,first,0.270042194092827,0.3302840635532017,0.3059360730593607,0.5054644808743171,0.2136986301369863,0.27322404371584696,1
sft-task-32b-lr2x-3156662,scm_hill,second,0.6974032856385798,0.676112510495382,0.7642276422764228,0.8700959023539669,0.7877729257641922,0.7131647776809066,1
sft-task-32b-lr2x-3156662,scm_hill,third,0.9500423370025403,0.9507563566140972,0.918918918918919,0.9531459170013387,0.9395973154362416,0.9504685408299866,1
sft-task-32b-lr2x-3156662,sedan,first,0.34305317324185247,0.31033262561924985,0.29439252336448596,0.497841726618705,0.22510822510822512,0.2474820143884892,1
sft-task-32b-lr2x-3156662,sedan,second,0.7469725940089229,0.786421841024402,0.7745664739884393,0.7943548387096774,0.6404040404040403,0.7681451612903225,1
sft-task-32b-lr2x-3156662,sedan,third,0.7706013363028953,0.7529118136439268,0.6176470588235294,0.8108108108108109,0.7065462753950338,0.7387387387387386,1
sft-task-32b-lr2x-3156662,sensros,first,0.40092699884125144,0.38695106649937266,0.2882882882882883,0.43666323377960864,0.19607843137254902,0.3192584963954686,1
sft-task-32b-lr2x-3156662,sensros,second,0.2302839116719243,0.23735472254051398,0.26666666666666666,0.23066485753052918,0.22585034013605443,0.23066485753052918,1
sft-task-32b-lr2x-3156662,sensros,third,0.8353246753246754,0.8001332445036642,0.7,0.8270270270270271,0.8267148014440433,0.8270270270270271,0
sft-task-32b-lr2x-3156662,slider_crank,first,0.40308747855917665,0.45523885989562424,0.4057971014492754,0.5150214592274679,0.2898134863701578,0.3834048640915594,1
sft-task-32b-lr2x-3156662,slider_crank,second,0.7881967213114754,0.7783455764931332,0.6627218934911243,0.8587319243604005,0.8071348940914157,0.8120133481646273,1
sft-task-32b-lr2x-3156662,slider_crank,third,0.9817671809256662,0.9311879493324204,0.9104477611940298,0.9753694581280788,0.9530864197530864,0.9729064039408867,1
sft-task-32b-lr2x-3156662,tablecloth,first,0.384419983065199,0.40850202429149796,0.26804123711340205,0.3793626707132019,0.1339421613394216,0.27921092564491656,1
sft-task-32b-lr2x-3156662,tablecloth,second,0.8283752860411899,0.7729573391178597,0.8837209302325582,0.9191919191919192,0.8461538461538461,0.8383838383838383,1
sft-task-32b-lr2x-3156662,tablecloth,third,0.1772406847935549,0.19032387045181928,0.22807017543859648,0.20921985815602837,0.20640569395017794,0.20921985815602837,1
sft-task-32b-lr2x-3156662,turtlebot,first,0.3887468030690537,0.42599067599067597,0.3472222222222222,0.5555555555555556,0.3347639484978541,0.4145299145299145,1
sft-task-32b-lr2x-3156662,turtlebot,second,0.9051383399209486,0.9187009127573763,0.9296875,0.966996699669967,0.9039735099337748,0.9075907590759076,1
sft-task-32b-lr2x-3156662,turtlebot,third,0.6178217821782178,0.5792086228903701,0.7035175879396985,0.7939590075512406,0.6767567567567567,0.5566343042071198,1
sft-task-32b-lr2x-3156662,uazbus,first,0.3912611717974181,0.36705882352941177,0.26344086021505375,0.5054945054945055,0.22992125984251968,0.30455259026687603,1
sft-task-32b-lr2x-3156662,uazbus,second,0.7901785714285714,0.7678848596020883,0.8224852071005917,0.8663594470046083,0.7782909930715934,0.7972350230414746,1
sft-task-32b-lr2x-3156662,uazbus,third,0.8268497330282227,0.8515601332929416,0.8881987577639752,0.9245982694684796,0.872366790582404,0.8281829419035848,1
sft-task-32b-lr2x-3156662,veh_app,first,0.3671274961597542,0.3505912432086929,0.3665158371040724,0.592885375494071,0.31704095112285335,0.3689064558629776,1
sft-task-32b-lr2x-3156662,veh_app,second,0.4325581395348837,0.4952021393739185,0.4325581395348837,0.5031766200762389,0.49936305732484076,0.5031766200762389,0
sft-task-32b-lr2x-3156662,veh_app,third,0.6662958843159066,0.6543065008214034,0.5907172995780591,0.6698473282442748,0.655831739961759,0.6698473282442748,1
sft-task-32b-lr2x-3156662,vehros,first,0.4980744544287548,0.5270674959686709,0.3732394366197183,0.5140388768898487,0.22559652928416485,0.42332613390928725,1
sft-task-32b-lr2x-3156662,vehros,second,0.733102253032929,0.7736585365853659,0.6871165644171779,0.8262195121951218,0.7859327217125383,0.728658536585366,1
sft-task-32b-lr2x-3156662,vehros,third,0.7630057803468208,0.8087994383337234,0.8235294117647058,0.9120992761116855,0.8393782383419688,0.7817993795243019,1
sft-task-32b-lr2x-3156662,viper,first,0.47665847665847666,0.45447389136709526,0.2909090909090909,0.5249457700650759,0.261437908496732,0.386117136659436,1
sft-task-32b-lr2x-3156662,viper,second,0.9836601307189542,0.9785567779228044,1.0,1.0,0.9857142857142858,0.9772079772079773,1
sft-task-32b-lr2x-3156662,viper,third,0.8974042027194067,0.8600844772967265,0.7666666666666667,0.8969957081545065,0.8448275862068965,0.8798283261802575,1
