model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
sft-task-32b-lr2x-3156662,curiosity,third,0.561869457608052,0.5254978314321515,0.5526567630341951,0.8757062146892656,0.2936170212765957
sft-task-32b-lr2x-3156662,feda,first,0.3246273603537969,0.10764189135540529,0.1190692573075556,0.7713498622589532,0.3004484304932735
sft-task-32b-lr2x-3156662,feda,second,0.8104189571116416,0.737392626192454,0.7774950780975673,0.9447368421052632,0.782051282051282
sft-task-32b-lr2x-3156662,feda,third,0.621259216217102,0.5972583787301101,0.6054074201856903,0.9069767441860465,0.3753943217665615
sft-task-32b-lr2x-3156662,gator,first,0.2647939621784716,0.035247586857239624,0.05962975291892051,0.699724517906336,0.2645739910313901
sft-task-32b-lr2x-3156662,gator,second,0.7531648270729296,0.6565226390840015,0.6650286349013443,0.9403292181069959,0.7507788161993769
sft-task-32b-lr2x-3156662,gator,third,0.9385011526860295,0.903308465816862,0.9048289940050707,0.9862258953168044,0.9596412556053812
sft-task-32b-lr2x-3156662,gear,first,0.2702305548051813,0.06816994319096785,0.07780420255457045,0.6213592233009708,0.313588850174216
sft-task-32b-lr2x-3156662,gear,second,0.9914302784520397,0.9779485965801173,0.9877725172280413,1.0,1.0
sft-task-32b-lr2x-3156662,gear,third,0.7790566534445068,0.7790834509087453,0.796622362615233,0.9447761194029851,0.5957446808510638
sft-task-32b-lr2x-3156662,gps_imu,first,0.26127218373446837,0.02957025807657527,0.04081126801573189,0.7103004291845494,0.26440677966101694
sft-task-32b-lr2x-3156662,gps_imu,second,0.6494132029802451,0.5905389931652991,0.6360363304675102,0.8992673992673993,0.47181008902077154
sft-task-32b-lr2x-3156662,gps_imu,third,0.7947481747739841,0.8924407528507586,0.899303364502011,0.9765342960288809,0.4107142857142857
sft-task-32b-lr2x-3156662,handler,first,0.3193666034239665,0.08166495066450168,0.0935757964212071,0.688212927756654,0.4140127388535032
sft-task-32b-lr2x-3156662,handler,second,0.471816923630261,0.1248548815297941,0.31186336244179946,0.45054945054945056,0
sft-task-32b-lr2x-3156662,handler,third,0.6698351174220427,0.6031659928516103,0.6157586454601929,0.8405063291139241,0.6199095022624435
sft-task-32b-lr2x-3156662,hmmwv,first,0.2809204597555028,0.05101548334607867,0.06941739645469444,0.7162534435261708,0.28699551569506726
sft-task-32b-lr2x-3156662,hmmwv,second,0.601818002161198,0.5740253248605071,0.5803738298541655,0.8580508474576272,0.3948220064724919
sft-task-32b-lr2x-3156662,hmmwv,third,0.6272421783653034,0.6139466271911767,0.6766547393312611,0.8714285714285714,0.3469387755102041
sft-task-32b-lr2x-3156662,kraz,first,0.27398477398131005,0.06906015289101948,0.08599829648358877,0.6807909604519774,0.2600896860986547
sft-task-32b-lr2x-3156662,kraz,second,0.7105676354501664,0.5451222342274986,0.6227805447199942,0.9105882352941177,0.7637795275590551
sft-task-32b-lr2x-3156662,kraz,third,0.4620654266546955,0.3027192594617107,0.3133823502033094,0.886654478976234,0.3455056179775281
sft-task-32b-lr2x-3156662,lidar,first,0.2798425567442502,0.06852976066723987,0.08332939211264026,0.6279761904761905,0.3395348837209302
sft-task-32b-lr2x-3156662,lidar,second,0.4792446500916946,0.32885142514535165,0.34262172281942266,0.8010610079575596,0.4444444444444444
sft-task-32b-lr2x-3156662,lidar,third,0.5477444940047629,0.4664707906033685,0.4761964689360939,0.8546099290780141,0.3937007874015748
sft-task-32b-lr2x-3156662,m113,first,0.27031265671542454,0.039561355724893575,0.05256249422934875,0.7180156657963447,0.27111111111111114
sft-task-32b-lr2x-3156662,m113,second,0.8114518589414133,0.745097656747096,0.8024560520605469,0.954177897574124,0.7440758293838863
sft-task-32b-lr2x-3156662,m113,third,0.7387934035137129,0.8137113754094746,0.8397420605342919,0.9670588235294117,0.3346613545816733
sft-task-32b-lr2x-3156662,man,first,0.3075333728917586,0.09864761691202324,0.11446281075057733,0.7300275482093664,0.28699551569506726
sft-task-32b-lr2x-3156662,man,second,0.7349485901009426,0.8131345917640073,0.8192385611212517,0.9755434782608695,0.3318777292576419
sft-task-32b-lr2x-3156662,man,third,0.678900615075943,0.6069372339192872,0.6228551128653927,0.900375939849624,0.5854341736694678
sft-task-32b-lr2x-3156662,mass_spring_damper,first,0.36482458791409406,0.13322521478800103,0.17759430088953926,0.7824074074074074,0.36607142857142855
sft-task-32b-lr2x-3156662,mass_spring_damper,second,0.7635896419078543,0.755039092862281,0.8061836366188471,0.930635838150289,0.5625
sft-task-32b-lr2x-3156662,mass_spring_damper,third,0.7743326951058244,0.7343912150903117,0.7378513141597646,0.9597989949748744,0.6652892561983471
sft-task-32b-lr2x-3156662,particles,first,0.32889328765403714,0.06018731990423475,0.08483395093553782,0.6829896907216495,0.48756218905472637
sft-task-32b-lr2x-3156662,particles,second,0.7957517687749556,0.8032661258522347,0.8085601129042088,0.9497816593886463,0.6213991769547325
sft-task-32b-lr2x-3156662,particles,third,0.9086285510505359,0.8736521539878649,0.8744264425890794,0.9739776951672863,0.9124579124579124
sft-task-32b-lr2x-3156662,pendulum,first,0.28275549913890274,0.051346543383262534,0.06187319907398792,0.7131147540983607,0.3046875
sft-task-32b-lr2x-3156662,pendulum,second,0.7810022488283018,0.7266410870922904,0.7785508686867461,0.9880478087649402,0.6307692307692307
sft-task-32b-lr2x-3156662,pendulum,third,0.8192878003340593,0.7794304794356675,0.8040122250442847,0.9828080229226361,0.7109004739336493
sft-task-32b-lr2x-3156662,rigid_highway,first,0.25016030940987705,0.0352715676501175,0.0487921298824388,0.7064935064935065,0.21008403361344538
sft-task-32b-lr2x-3156662,rigid_highway,second,0.8599323430867929,0.8115568760135851,0.8764989317103811,0.9640287769784173,0.7876447876447876
sft-task-32b-lr2x-3156662,rigid_highway,third,0.9274792393390331,0.8855827647876031,0.8889243565029556,0.96,0.9754098360655737
sft-task-32b-lr2x-3156662,rigid_multipatches,first,0.3372448395886049,0.07268199435135586,0.08013518116486416,0.7258064516129032,0.47035573122529645
sft-task-32b-lr2x-3156662,rigid_multipatches,second,0.7906516943766425,0.7737759620451997,0.7807068960020334,0.9607250755287009,0.6473988439306358
sft-task-32b-lr2x-3156662,rigid_multipatches,third,0.7829443406523475,0.8101150527980705,0.8140797374611309,0.9977011494252873,0.5098814229249012
sft-task-32b-lr2x-3156662,rotor,first,0.24769553254574145,0.08124479434176479,0.09650803055183375,0.6100217864923747,0.20300751879699247
sft-task-32b-lr2x-3156662,rotor,second,0.9584096960019746,0.9104596459472342,0.9231791380606639,1.0,1.0
sft-task-32b-lr2x-3156662,rotor,third,0.7744881818483953,0.6887115861042193,0.6933941145931892,0.8861940298507462,0.8296529968454258
sft-task-32b-lr2x-3156662,scm,first,0.27526215126545883,0.05619753022740776,0.06850047456764251,0.7023121387283237,0.27403846153846156
sft-task-32b-lr2x-3156662,scm,second,0.5918935917338531,0.5646682371153282,0.5694284244014571,0.9498956158663883,0.2835820895522388
sft-task-32b-lr2x-3156662,scm,third,0.6694913942963772,0.55992113918924,0.5918695679578452,0.8801571709233792,0.6460176991150443
sft-task-32b-lr2x-3156662,scm_hill,first,0.26564806768171983,0.04768048644389682,0.052836640757017106,0.6991643454038997,0.26291079812206575
sft-task-32b-lr2x-3156662,scm_hill,second,0.6589158374621851,0.5615263326766128,0.5740812160918184,0.9064885496183206,0.5935672514619883
sft-task-32b-lr2x-3156662,scm_hill,third,0.8294610517667766,0.837787326420965,0.8438285867488664,0.9445983379501385,0.6916299559471366
sft-task-32b-lr2x-3156662,sedan,first,0.29385417390193996,0.06455254711704457,0.07877845769328802,0.726775956284153,0.3053097345132743
sft-task-32b-lr2x-3156662,sedan,second,0.6739753331782824,0.4503614476872627,0.532601206369691,0.9384288747346072,0.7745098039215687
sft-task-32b-lr2x-3156662,sedan,third,0.5371866425102567,0.4873505776030452,0.5013417498963313,0.8876404494382022,0.27241379310344827
sft-task-32b-lr2x-3156662,sensros,first,0.27585003607082814,0.03734917764305411,0.04035410252876019,0.6626016260162602,0.3630952380952381
sft-task-32b-lr2x-3156662,sensros,second,0.20573681028838461,0.006380590325622444,0.15196700669980212,0.6120996441281139,0.0525
sft-task-32b-lr2x-3156662,sensros,third,0.6943766684294085,0.7170837611682329,0.7378606349693301,0.8825622775800712,0.44
sft-task-32b-lr2x-3156662,slider_crank,first,0.39165232268266603,0.1041732735549439,0.11449551374322603,0.6847826086956522,0.6631578947368421
sft-task-32b-lr2x-3156662,slider_crank,second,0.8275772518883765,0.6635607698761233,0.826094697669004,0.9012987012987013,0.9193548387096774
sft-task-32b-lr2x-3156662,slider_crank,third,0.8984808438838043,0.9032142088768171,0.9053365184338175,0.9845758354755784,0.8007968127490039
sft-task-32b-lr2x-3156662,tablecloth,first,0.22019046745823978,0.025549902230675197,0.036235005478113674,0.649746192893401,0.16923076923076924
sft-task-32b-lr2x-3156662,tablecloth,second,0.6655581419017407,0.7029131526407826,0.7150414590674694,0.8539553752535497,0.3903225806451613
sft-task-32b-lr2x-3156662,tablecloth,third,0.16097082214804762,0.0010102871387311398,0.12276418546003887,0.4594059405940594,0.06070287539936102
sft-task-32b-lr2x-3156662,turtlebot,first,0.2859275929655235,0.09951066692321461,0.10557483132917259,0.6130434782608696,0.32558139534883723
sft-task-32b-lr2x-3156662,turtlebot,second,0.8445735948034112,0.7639747874318791,0.7963902528635357,0.9100346020761245,0.9078947368421053
sft-task-32b-lr2x-3156662,turtlebot,third,0.5093812282512142,0.4635719697169311,0.4825513657547714,0.8072289156626506,0.2841726618705036
sft-task-32b-lr2x-3156662,uazbus,first,0.26698297344638755,0.05183969032389671,0.05979873473443012,0.7410468319559229,0.21524663677130046
sft-task-32b-lr2x-3156662,uazbus,second,0.7329510864135121,0.6375055885092644,0.6367095848235822,0.9331797235023042,0.7244094488188977
sft-task-32b-lr2x-3156662,uazbus,third,0.8022736148438832,0.7572361065769534,0.7645546826725301,0.9603960396039604,0.7269076305220884
sft-task-32b-lr2x-3156662,veh_app,first,0.31692373633700655,0.10763814249781824,0.12471524687297825,0.6764705882352942,0.3588709677419355
sft-task-32b-lr2x-3156662,veh_app,second,0.35920562287214197,0.2209317215420393,0.40058041427125685,0.699288256227758,0.11602209944751381
sft-task-32b-lr2x-3156662,veh_app,third,0.520366481692407,0.37655324435240917,0.4831000864110743,0.8218125960061444,0.4
sft-task-32b-lr2x-3156662,vehros,first,0.3725879797245206,0.1273448747551777,0.15097358210944284,0.7477477477477478,0.4642857142857143
sft-task-32b-lr2x-3156662,vehros,second,0.563394346541176,0.4756473492098551,0.5026497807205775,0.8763440860215054,0.39893617021276595
sft-task-32b-lr2x-3156662,vehros,third,0.7204038864390541,0.7189905538599224,0.7302873764600871,0.9195171026156942,0.5128205128205128
sft-task-32b-lr2x-3156662,viper,first,0.29836354424584105,0.06561481857722429,0.0730920863629942,0.6890756302521008,0.3656716417910448
sft-task-32b-lr2x-3156662,viper,second,0.9760569085476247,0.969448135273496,0.969448135273496,0.9907120743034056,0.9746192893401016
sft-task-32b-lr2x-3156662,viper,third,0.7402748307280027,0.7399002173024941,0.7560087404191516,0.9181818181818182,0.5470085470085471
