Rank,model,ConsensusScore,Score Document,Score Reference,Score Reference Document,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum
1203.0,pe_llama-3.1-8b-instruct,81.6355164944896,,,,turtlebot,round_2,0.7617802714669901,0.7265760666095787,0.737704917273315,0.8788927335640139,0.7039473684210527,0.9209621993127148,0.8310344827586207,0.7663230240549829,0.9209621993127148
1204.0,mixtral-8x22b-instruct-v0.1,81.61607124681015,,,,pendulum,round_3,0.6713233630310455,0.604473138029986,0.6209824564372475,0.8911174785100286,0.5687203791469194,0.8997214484679665,0.8603351955307262,0.8774373259052926,0.8969359331476323
1205.0,mixtral-8x7b-instruct-v0.1,81.57894397945086,,,,man,round_2,0.6630081298100661,0.6161219053139305,0.7971955009588,0.9592391304347826,0.2794759825327511,0.895734597156398,0.8764845605700712,0.8886255924170616,0.895734597156398
1206.0,mistral-nemo-12b-instruct,81.56524696444643,,,,mass_spring_damper,round_2,0.7523628143387986,0.7563232161073675,0.7744430701495607,0.916184971098266,0.5625,0.927027027027027,0.8915989159891599,0.7675675675675676,0.927027027027027
1207.0,gpt-4o,81.54399206404872,,,,tablecloth,round_2,0.6678582234599233,0.704520072029947,0.7116618894011877,0.8681541582150102,0.3870967741935484,0.923076923076923,0.8653648509763618,0.8553846153846154,0.923076923076923
1208.0,o4-mini,81.54172341715964,,,,rigid_highway,round_2,0.6878186230806218,0.5942788236356393,0.6271492755311022,0.935251798561151,0.5945945945945946,0.9053318824809576,0.8135223555070882,0.8531011969532101,0.9053318824809576
1209.0,claude-3-5-sonnet,81.53771263386437,,,,scm,round_2,0.6465059108511371,0.6789410081058005,0.680179572325514,0.9582463465553236,0.2686567164179104,0.906367041198502,0.8574108818011256,0.8932584269662921,0.906367041198502
1210.0,gemma-2-2b-it,81.5296471248892,,,,viper,round_2,0.7164208147128591,0.7634681553197642,0.782559589709793,0.9287925696594428,0.3908629441624365,0.8695652173913044,0.852988691437803,0.8599033816425121,0.8695652173913044
1211.0,Gemini-1.5-pro,81.52389035369593,,,,vehros,round_3,0.7531019401517961,0.730586547172907,0.7496538502809987,0.909456740442656,0.6227106227106227,0.9001996007984032,0.8320000000000001,0.7924151696606786,0.9001996007984032
1211.0,Gemini-1.5-pro,81.52389035369593,,,,vehros,round_3,0.7531019401517961,0.730586547172907,0.7496538502809987,0.909456740442656,0.6227106227106227,0.9001996007984032,0.8320000000000001,0.7924151696606786,0.9001996007984032
1213.0,gemma-2-2b-it,81.51603374043798,,,,turtlebot,round_2,0.7376549252566175,0.6791305065636365,0.6900149639037367,0.8512110726643599,0.7302631578947368,0.8765217391304347,0.8097731239092496,0.831304347826087,0.8730434782608695
1214.0,o4-mini,81.46497158101356,,,,gps_imu,round_3,0.6606301448508711,0.670179137320125,0.6797400152310306,0.9205776173285198,0.3720238095238095,0.9114359415305244,0.8372093023255813,0.8718830610490113,0.9097162510748064
1215.0,mistral-nemo-12b-instruct,81.45749952786393,,,,rotor,round_3,0.6616238185207428,0.6580773172163881,0.6624492201087322,0.8843283582089553,0.4416403785488959,0.9416342412451362,0.8518518518518519,0.8404669260700389,0.9416342412451362
1216.0,mixtral-8x7b-instruct-v0.1,81.42976009014107,,,,uazbus,round_2,0.7654036252150547,0.7596655433046097,0.7788893400078026,0.9285714285714286,0.594488188976378,0.8571428571428572,0.8156182212581345,0.8203463203463204,0.8571428571428572
1217.0,llama3.1-8b-f1,81.39461077541402,,,,particles,round_2,0.7286804285255786,0.6540311001814346,0.6779997231271265,0.8995633187772926,0.6831275720164609,0.8710526315789474,0.8390501319261213,0.8421052631578947,0.8684210526315789
1218.0,pe_llama-3.3-70b-instruct,81.37251812438436,,,,tablecloth,round_2,0.6620088770648638,0.7039682995708038,0.7118614899161592,0.8580121703853956,0.3741935483870968,0.9229166666666668,0.8559498956158664,0.8562500000000001,0.9229166666666668
1219.0,pe_gpt-4o-mini,81.36198889350159,,,,mass_spring_damper,round_2,0.6969243568320019,0.6571236688271015,0.6961028825560418,0.9248554913294798,0.5096153846153846,0.9245283018867924,0.8459459459459461,0.8194070080862534,0.9245283018867924
1220.0,mixtral-8x7b-instruct-v0.1,81.35304336986025,,,,rigid_highway,round_2,0.6294237884054523,0.7116635610039241,0.9805360045323692,0.6594724220623501,0.166023166023166,0.9055837563451776,0.903357070193286,0.9055837563451776,0.9055837563451776
1221.0,codestral-22b-instruct-v0.1,81.29963225685798,,,,tablecloth,round_2,0.6730959303697153,0.7021104903685651,0.7132726422206795,0.8640973630831643,0.4129032258064516,0.9182643794147326,0.853387259858443,0.8476286579212916,0.9182643794147326
1222.0,mistral-large-latest,81.29610314085248,,,,uazbus,round_2,0.7566020351624381,0.693583994315446,0.7573315667777183,0.9101382488479264,0.6653543307086615,0.8655804480651731,0.7959183673469388,0.8167006109979633,0.8655804480651731
1223.0,pe_llama-3.1-8b-instruct,81.29425246990017,,,,gator,round_2,0.764541859811291,0.7209003214746141,0.727040588021694,0.9279835390946504,0.6822429906542056,0.8742857142857143,0.7977099236641221,0.8,0.8742857142857143
1224.0,gpt-4o-mini-f1,81.26740662201463,,,,vehros,round_3,0.7329716936099342,0.7672869563437745,0.7754959642033757,0.9275653923541248,0.4615384615384615,0.9292929292929292,0.8724696356275302,0.7757575757575758,0.9272727272727274
1225.0,gpt-4o-mini-f1,81.20008897027259,,,,scm,round_2,0.7230659363414167,0.6650118111259053,0.6758918245585224,0.9812108559498957,0.5701492537313433,0.8687440982058545,0.7587511825922422,0.8441926345609065,0.8687440982058545
1226.0,o3,81.199960256404,,,,gator,round_3,0.6375694883203924,0.573717668082282,0.5777165687852489,0.950413223140496,0.4484304932735426,0.9057591623036648,0.8136482939632546,0.8926701570680627,0.9057591623036648
1227.0,claude-4-sonnet-20250514,81.19634360387904,,,,rotor,round_3,0.6698308642045786,0.6840355098500087,0.6895355574961083,0.8861940298507462,0.4195583596214511,0.9434324065196548,0.851104707012488,0.822627037392138,0.9434324065196548
1228.0,claude-3-7-sonnet-20250219,81.19524523032696,,,,curiosity,round_2,0.7080467060222345,0.6048026564303937,0.6494708885257531,0.9390243902439024,0.6388888888888888,0.8678500986193294,0.7643564356435645,0.8599605522682446,0.8678500986193294
1229.0,codestral-22b-instruct-v0.1,81.18487689867766,,,,viper,round_3,0.7200102019275071,0.7191051892985131,0.7390241965000934,0.9090909090909092,0.5128205128205128,0.8665207877461707,0.8043956043956044,0.849015317286652,0.8665207877461707
1230.0,gemma-2-27b-it,81.17927315785818,,,,tablecloth,round_2,0.6810982350177192,0.6902297559192533,0.7096064871680471,0.8600405679513184,0.4645161290322581,0.9144008056394765,0.8496468213925329,0.8398791540785498,0.9144008056394765
1231.0,llama3.1-8b-f1,81.17438397701126,,,,viper,round_3,0.7448038207359999,0.7330339730489219,0.7564377201514881,0.9,0.5897435897435898,0.8635437881873727,0.7811860940695298,0.8268839103869654,0.8635437881873727
1232.0,pe_deepseek-r1-32b,81.15271649667052,,,,viper,round_3,0.7461604422685364,0.7396614520092972,0.7541489262334578,0.9181818181818182,0.5726495726495726,0.8589473684210526,0.8033826638477801,0.8294736842105264,0.8589473684210526
1233.0,gemma-2-27b-it,81.13072221995945,,,,gator,round_2,0.7549792681096429,0.6782972602300618,0.7282780176621464,0.9279835390946504,0.6853582554517134,0.8725212464589236,0.7984862819299906,0.8064211520302171,0.8706326723323891
1234.0,gemma-3-1b-it,81.11765860200693,,,,uazbus,round_2,0.6898807973211777,0.7623333956492803,0.7556715963133215,0.9147465437788018,0.326771653543307,0.8775981524249422,0.8634259259259258,0.8660508083140878,0.8775981524249422
1235.0,mixtral-8x22b-instruct-v0.1,81.08869702090246,,,,buckling,round_3,0.6560815577765345,0.5594730145790286,0.5649955256224645,0.988691437802908,0.511166253101737,0.8998459167950692,0.7746913580246915,0.8767334360554699,0.8998459167950692
1236.0,pe_deepseek-r1-32b,81.08284108640248,,,,feda,round_2,0.7858506172074593,0.6689224842355794,0.7467698396667217,0.9146666666666666,0.8130434782608695,0.8533653846153846,0.7951807228915662,0.7932692307692308,0.8533653846153846
1237.0,claude-3-5-sonnet,81.06676258335123,,,,hmmwv,round_3,0.6380918704747761,0.6013392968755455,0.6119125387650559,0.8738095238095238,0.4653061224489795,0.9133489461358312,0.8380281690140844,0.8805620608899297,0.911007025761124
1238.0,mixtral-8x22b-instruct-v0.1,81.05913251013209,,,,mass_spring_damper,round_3,0.7066430852516066,0.6137063778343705,0.6364715946351565,0.964824120603015,0.6115702479338843,0.8743455497382199,0.8451443569553806,0.850785340314136,0.8743455497382199
1239.0,codestral-22b-instruct-v0.1,81.0581305314327,,,,veh_app,round_2,0.802345948781136,0.7052797310685182,0.7844269047394568,0.9323843416370108,0.787292817679558,0.8397185301016419,0.7548942834768989,0.7896794370602033,0.8397185301016419
1240.0,gemma-2-27b-it,81.05646546782279,,,,hmmwv,round_3,0.6736868465969612,0.7116085466320873,0.7157919009802477,0.8714285714285714,0.3959183673469387,0.944246737841044,0.877526753864447,0.8137603795966786,0.944246737841044
1241.0,gemma-2-9b-it,81.04428152743345,,,,gator,round_2,0.7542746214603973,0.6807798901008812,0.7260920659918522,0.9279835390946504,0.6822429906542056,0.8706326723323891,0.7909176915799432,0.8064211520302171,0.8668555240793201
1242.0,gemma-2-9b-it,80.98812732834023,,,,beam,round_2,0.7369214478825519,0.618098210799554,0.6254534161785821,0.9659367396593674,0.7381974248927039,0.8867924528301886,0.8594594594594595,0.8059299191374664,0.8867924528301886
1243.0,pe_llama-3.3-70b-instruct,80.96181784348438,,,,vehros,round_3,0.732444278894275,0.7411291711092507,0.7526473253686387,0.9195171026156942,0.5164835164835165,0.8964102564102564,0.8263103802672148,0.8,0.8943589743589743
1244.0,mistral-nemo-12b-instruct,80.94780584329511,,,,tablecloth,round_2,0.6691563417983523,0.6929348174043264,0.7155363915740726,0.8681541582150102,0.4,0.9227683049147442,0.8582914572864321,0.8365095285857573,0.9227683049147442
1245.0,gemma-3-1b-it,80.94581952957958,,,,particles,round_2,0.7259166298718633,0.6259420296253465,0.6550583982489023,0.9148471615720524,0.7078189300411523,0.8615782664941785,0.8171206225680935,0.8408796895213454,0.8615782664941785
1246.0,gemma-2-27b-it,80.92664626847228,,,,veh_app,round_3,0.7602888395309619,0.6927002995265078,0.730872091426976,0.9431643625192012,0.6744186046511628,0.8337552742616033,0.8317836010143703,0.8337552742616033,0.8337552742616033
1246.0,gemma-2-9b-it,80.92664626847228,,,,veh_app,round_3,0.7602888395309619,0.6927002995265078,0.730872091426976,0.9431643625192012,0.6744186046511628,0.8337552742616033,0.8317836010143703,0.8337552742616033,0.8337552742616033
1248.0,gpt-4.1-nano,80.92038546379958,,,,veh_app,round_2,0.726222675025098,0.7708104328141688,0.7749249223264308,0.9199288256227758,0.4392265193370165,0.9149305555555556,0.8347826086956521,0.7864583333333334,0.9131944444444444
1249.0,gemma-2-2b-it,80.9016320395563,,,,tablecloth,round_2,0.6485612082580412,0.6895215184930746,0.6971266384938114,0.8559837728194726,0.3516129032258064,0.9350372736954208,0.8708644610458911,0.8434504792332268,0.9350372736954208
1250.0,gemma-2-27b-it,80.89148526562619,,,,viper,round_3,0.7290219906810008,0.7065836856466824,0.7192167867898303,0.9090909090909092,0.5811965811965812,0.8778467908902691,0.7858627858627859,0.8198757763975155,0.8778467908902691
1251.0,gemma-2-2b-it,80.88976742937767,,,,lidar,round_2,0.7232529279821607,0.7466361904448765,0.7644912499443223,0.9522546419098143,0.4296296296296296,0.8517200474495847,0.8299643281807373,0.8517200474495847,0.8517200474495847
1252.0,o4-mini,80.85682026217314,,,,curiosity,round_2,0.6812827011714825,0.5554616365434489,0.5670268917197168,0.8943089430894309,0.7083333333333334,0.8965517241379309,0.7902240325865579,0.847870182555781,0.8843813387423934
1253.0,claude-4-sonnet-20250514,80.78084635971874,,,,tablecloth,round_2,0.6932666606328318,0.6744049564788324,0.7405513673977805,0.8742393509127789,0.4838709677419355,0.9027777777777778,0.8429423459244533,0.8273809523809523,0.9027777777777778
1254.0,gemma-2-9b-it,80.76214009931182,,,,vehros,round_3,0.7214972208552746,0.7252390961124099,0.7384725340455196,0.909456740442656,0.5128205128205128,0.91062039957939,0.8472075869336144,0.7907465825446898,0.91062039957939
1255.0,gpt-4.1,80.76143696900043,,,,lidar,round_2,0.7627357745440739,0.6524966553968993,0.8403857295462696,0.946949602122016,0.6111111111111112,0.8372093023255813,0.7903225806451614,0.8228980322003578,0.8372093023255813
1256.0,claude-4-sonnet-20250514,80.75882103996575,,,,uazbus,round_2,0.7726129628471019,0.5688265001627414,0.7494819497960062,0.9493087557603688,0.8228346456692913,0.8594539939332659,0.7841945288753799,0.7906976744186046,0.8574317492416582
1257.0,gpt-4o,80.74701102631595,,,,vehros,round_3,0.7179358250662733,0.7097316938268391,0.7210581936538556,0.9134808853118712,0.5274725274725275,0.9198751300728408,0.859228362877998,0.7845993756503642,0.9198751300728408
1258.0,pe_llama-3.3-70b-instruct,80.72565792697542,,,,hmmwv,round_3,0.6770390586523536,0.6951852800520688,0.732698845713808,0.8761904761904762,0.4040816326530612,0.9391100702576112,0.8591549295774648,0.8056206088992974,0.9391100702576112
1259.0,gpt-4.1-mini,80.71572423950681,,,,feda,round_2,0.7933538133530049,0.6688664799089711,0.8134183387204398,0.952,0.7391304347826086,0.8571428571428571,0.8181818181818182,0.7709750566893423,0.8571428571428571
1260.0,Gemini-1.5-pro,80.71318579754097,,,,hmmwv,round_3,0.6555876113969553,0.6968770668872363,0.7009835827822178,0.8571428571428571,0.3673469387755102,0.9484777517564404,0.8896713615023475,0.8173302107728337,0.9484777517564404
1260.0,Gemini-1.5-pro,80.71318579754097,,,,hmmwv,round_3,0.6555876113969553,0.6968770668872363,0.7009835827822178,0.8571428571428571,0.3673469387755102,0.9484777517564404,0.8896713615023475,0.8173302107728337,0.9484777517564404
1262.0,pe_llama-3.3-70b-instruct,80.6942342555791,,,,gator,round_2,0.7516820462547338,0.6623664206673315,0.688636984535443,0.948559670781893,0.7071651090342679,0.8736059479553904,0.7858472998137802,0.7955390334572492,0.8698884758364311
1263.0,gemma-2-2b-it,80.65205094939917,,,,veh_app,round_2,0.7376529797742215,0.7204691120710262,0.7574033799599355,0.8843416370106761,0.5883977900552486,0.8409542743538767,0.8366533864541833,0.8409542743538767,0.8409542743538767
1264.0,gpt-4.1-nano,80.64725873213449,,,,feda,round_2,0.7945564967032132,0.5793724987538649,0.8164187054502924,0.952,0.8304347826086956,0.8213096559378469,0.7697441601779755,0.8035516093229745,0.8213096559378469
1265.0,codestral-22b-instruct-v0.1,80.64147672056804,,,,rotor,round_3,0.6589374943303679,0.6431786459729342,0.6508297239282258,0.8843283582089553,0.4574132492113564,0.9434324065196548,0.8453410182516811,0.8168744007670182,0.9434324065196548
1266.0,gpt-4.1-mini,80.63075670421136,,,,gear,round_2,0.6680957992520299,0.6329686047499542,0.654058887106107,0.8592233009708737,0.5261324041811847,0.8776185226019847,0.7955801104972374,0.8732083792723264,0.8776185226019847
1267.0,gpt-4o,80.6240657092808,,,,mass_spring_damper,round_2,0.709631062187515,0.6267545775933967,0.6936505070837421,0.9219653179190752,0.5961538461538461,0.8805194805194806,0.8125,0.8285714285714285,0.877922077922078
1268.0,gemma-3-1b-it,80.62388101089915,,,,sensros,round_3,0.6927589835184643,0.6873407640030278,0.7074140312807939,0.9412811387900356,0.435,0.8851063829787235,0.8559249786871269,0.8408510638297871,0.8851063829787235
1269.0,o4-mini,80.5699443023632,,,,citybus,round_3,0.6284190837878773,0.6034148992419806,0.6144299160101135,0.9153005464480874,0.3805309734513274,0.9132075471698112,0.8423707440100884,0.8754716981132075,0.9106918238993712
1270.0,gemma-2-2b-it,80.557276109967,,,,mass_spring_damper,round_2,0.7650176030269016,0.7354459349668893,0.7411429297863373,0.9104046242774566,0.6730769230769231,0.9034013605442176,0.859481582537517,0.7482993197278911,0.9034013605442176
1271.0,llama3.1-8b-f1,80.51550453227763,,,,gator,round_2,0.763291222924851,0.6924646117552323,0.7275515548951349,0.9197530864197532,0.7133956386292835,0.858695652173913,0.7676950998185118,0.7934782608695652,0.8532608695652175
1272.0,pe_llama-3.1-405b-instruct,80.50747649730808,,,,pendulum,round_2,0.7003953975808388,0.6256832619527405,0.651319719728261,0.9322709163346612,0.5923076923076923,0.8669201520912548,0.7824427480916031,0.8479087452471483,0.8631178707224335
1273.0,o4-mini,80.50296944263636,,,,feda,round_2,0.6313052994953071,0.5346212697288564,0.5390636963683141,0.8906666666666667,0.5608695652173913,0.9111969111969112,0.8232258064516129,0.8725868725868725,0.9086229086229086
1274.0,claude-3-7-sonnet-20250219,80.43524971976423,,,,lidar,round_2,0.7530574915929271,0.638920076483386,0.8141488721066148,0.9628647214854112,0.5962962962962963,0.8327272727272726,0.7868852459016393,0.8272727272727273,0.8327272727272726
1275.0,pe_deepseek-r1-32b,80.39881539235309,,,,rotor,round_3,0.6792455677613765,0.6580710249803984,0.6634065142039088,0.875,0.5205047318611987,0.9253456221198156,0.8199445983379501,0.8073732718894009,0.9253456221198156
1276.0,gpt-4o-mini,80.36082527358919,,,,vehros,round_3,0.7304123870736552,0.7146376713444716,0.7257654238727099,0.9134808853118712,0.5677655677655677,0.9051546391752576,0.8285123966942147,0.7752577319587629,0.9051546391752576
1277.0,pe_llama-3.1-405b-instruct,80.32373054737731,,,,vehros,round_3,0.7386725622336303,0.7368997452227065,0.7484617104393594,0.9235412474849096,0.5457875457875457,0.9061553985872856,0.8351870576339736,0.7648839556004037,0.9061553985872856
1278.0,codestral-22b-instruct-v0.1,80.31542143725937,,,,buckling,round_3,0.6789006723710531,0.4880578097705486,0.496801705539357,0.9838449111470112,0.7468982630272953,0.8775981524249423,0.7355435620663068,0.852963818321786,0.8775981524249423
1279.0,mistral-nemo-12b-instruct,80.30728025973046,,,,buckling,round_3,0.6500159538041839,0.5460109793260453,0.5517137554078816,0.988691437802908,0.5136476426799007,0.8911042944785277,0.7619047619047619,0.8680981595092024,0.8911042944785277
1280.0,gpt-4o-mini,80.29409682983982,,,,hmmwv,round_3,0.6631581650108012,0.6888988883755246,0.7031895539806051,0.8809523809523809,0.3795918367346939,0.9364161849710984,0.8736964078794901,0.8092485549132948,0.9364161849710984
1281.0,gemma-2-2b-it,80.28863144489286,,,,sensros,round_2,0.721717977336052,0.6677862283917212,0.7030981364685014,0.9234875444839856,0.5925,0.8443649373881933,0.8333333333333333,0.8425760286225403,0.8443649373881933
1282.0,mamba-codestral-7b-v0.1,80.276898323568,,,,mass_spring_damper,round_2,0.7359609470858082,0.7023442984715457,0.7560615174394947,0.9277456647398844,0.5576923076923077,0.8990825688073395,0.8331143232588699,0.7732634338138926,0.8990825688073395
1283.0,mistral-nemo-12b-instruct,80.23522380919094,,,,vehros,round_3,0.7413910486100623,0.7497905197641349,0.7598071060334898,0.9175050301810864,0.5384615384615384,0.8968968968968969,0.8164493480441323,0.7687687687687688,0.8968968968968969
1284.0,Gemini-1.5-pro,80.21259497661786,,,,pendulum,round_3,0.6619958268266258,0.5563307650080874,0.5741686003654726,0.8681948424068768,0.6492890995260664,0.8792134831460674,0.808450704225352,0.8651685393258426,0.8792134831460674
1284.0,Gemini-1.5-pro,80.21259497661786,,,,pendulum,round_3,0.6619958268266258,0.5563307650080874,0.5741686003654726,0.8681948424068768,0.6492890995260664,0.8792134831460674,0.808450704225352,0.8651685393258426,0.8792134831460674
1286.0,gpt-4.1-nano,80.20840688766272,,,,vehros,round_3,0.716345859075251,0.730111656621051,0.7422985557208133,0.909456740442656,0.4835164835164835,0.90738813735692,0.8425443169968717,0.7825182101977107,0.90738813735692
1287.0,o4-mini,80.20184484533343,,,,art,round_3,0.6044887657255379,0.5154835857807544,0.5205681123965851,0.9438502673796793,0.4380530973451327,0.929503916449086,0.8298429319371727,0.8720626631853786,0.926892950391645
1288.0,mistral-large-latest,80.18721903805503,,,,mass_spring_damper,round_3,0.7611721266972068,0.5881078821994759,0.5913245923620996,0.9974874371859296,0.8677685950413223,0.9333333333333332,0.8628370457209847,0.7111111111111109,0.9333333333333332
1289.0,llama3.1-8b-f1,80.13159121468236,,,,tablecloth,round_2,0.6145907519615351,0.631099020616632,0.6467693199521414,0.8417849898580122,0.3387096774193548,0.9068736141906872,0.8622222222222223,0.8824833702882484,0.9068736141906872
1290.0,claude-3-7-sonnet-20250219,80.10314679384909,,,,scm,round_2,0.6290203297413987,0.6136843286805472,0.6217812796939524,0.9791231732776616,0.3014925373134328,0.898148148148148,0.8423005565862709,0.875925925925926,0.898148148148148
1291.0,gemma-3-1b-it,80.0855533489317,,,,gps_imu,round_2,0.6902513295319904,0.6763665014046314,0.6930452470882177,0.8901098901098901,0.5014836795252225,0.8689655172413794,0.8410661401776901,0.8433497536945812,0.8669950738916256
1292.0,o4-mini,80.06235142663373,,,,cable,round_2,0.6675251917553685,0.5708935151678564,0.6101186767573403,0.9477351916376306,0.5413533834586466,0.872865275142315,0.7733333333333333,0.8614800759013284,0.872865275142315
1293.0,o4-mini,80.055353270883,,,,viper,round_2,0.6303107358675369,0.4877351387094651,0.5253121139810313,0.848297213622291,0.6598984771573604,0.9173553719008264,0.8093922651933703,0.8539944903581267,0.90633608815427
1294.0,gemma-2-2b-it,80.04996745837535,,,,slider_crank,round_2,0.7204112610812972,0.7699345202345889,0.7838827067466533,0.8883116883116883,0.439516129032258,0.8751545117428925,0.8079306071871127,0.8059332509270705,0.8751545117428925
1295.0,gpt-4o,80.02860339753744,,,,mass_spring_damper,round_3,0.7319391830072041,0.6076830693456653,0.6484718519767265,0.9773869346733668,0.6942148760330579,0.8941441441441441,0.837471783295711,0.7747747747747749,0.8941441441441441
1296.0,mistral-nemo-12b-instruct,80.0173776321592,,,,lidar,round_2,0.7596895709307494,0.6970208700246242,0.8244174412059873,0.946949602122016,0.5703703703703704,0.8412098298676749,0.7897727272727273,0.7996219281663515,0.8412098298676749
1297.0,pe_deepseek-r1-32b,80.01725584993916,,,,m113,round_2,0.7129437110011335,0.7154271146998451,0.8497647781415718,0.9595687331536388,0.3270142180094786,0.8544378698224852,0.8042704626334519,0.8331360946745562,0.8544378698224852
1298.0,mistral-nemo-12b-instruct,79.99765243014825,,,,m113,round_2,0.7230427804516173,0.7306214772363927,0.8640956008046669,0.9514824797843666,0.3459715639810427,0.8561320754716982,0.8037825059101654,0.820754716981132,0.8537735849056602
1299.0,claude-4-sonnet-20250514,79.99296509168902,,,,pendulum,round_3,0.6740450976407095,0.6016355234920823,0.6260023827893292,0.9140401146131804,0.5545023696682464,0.9159120310478652,0.7859922178988327,0.8098318240620958,0.9159120310478652
1300.0,pe_deepseek-r1-32b,79.95079381117114,,,,hmmwv,round_3,0.6414296032114107,0.5738846288421091,0.6377521513504723,0.8642857142857143,0.4897959183673469,0.9080590238365496,0.8100113765642775,0.8490351872871738,0.9080590238365496
1301.0,gpt-4o-mini-f1,79.94439064737145,,,,hmmwv,round_3,0.7079085568376244,0.7394281881465671,0.7949271276393052,0.9095238095238096,0.3877551020408163,0.9220489977728284,0.8638392857142856,0.7683741648106904,0.9220489977728284
1302.0,claude-3-5-sonnet,79.94126680117722,,,,uazbus,round_2,0.7451767795455208,0.5958254454715365,0.6787965462545797,0.9147465437788018,0.7913385826771654,0.8387755102040816,0.7627811860940695,0.8142857142857143,0.8387755102040816
1303.0,claude-3-7-sonnet-20250219,79.93509170911072,,,,uazbus,round_2,0.7812394570406724,0.5901136318789371,0.7755641062950014,0.9285714285714286,0.8307086614173228,0.8367546432062561,0.7659157688540646,0.780058651026393,0.8347996089931574
1304.0,gemma-2-2b-it,79.93244084017525,,,,hmmwv,round_3,0.6669790731584737,0.7402609902288839,0.7361587037655555,0.8690476190476191,0.3224489795918367,0.9216374269005848,0.8581477139507621,0.8093567251461988,0.9192982456140352
1305.0,pe_gpt-4o-mini,79.90769741284403,,,,pendulum,round_3,0.6983061912025249,0.5956415014076593,0.6162880258245266,0.9083094555873924,0.6729857819905213,0.9381720430107526,0.8598382749326146,0.7607526881720431,0.9381720430107526
1306.0,claude-3-5-sonnet,79.85858448096023,,,,vehros,round_3,0.6709320109990959,0.6091028970254477,0.6221152155877648,0.8993963782696177,0.5531135531135531,0.8913260219341974,0.8111888111888113,0.8334995014955134,0.8893320039880359
1307.0,gemma-2-2b-it,79.85107610926384,,,,vehros,round_3,0.6906864682999413,0.7204680975939812,0.7372166395587328,0.909456740442656,0.3956043956043956,0.8832599118942732,0.8410596026490066,0.8215859030837006,0.8832599118942732
1308.0,gemma-3-1b-it,79.84276994859303,,,,tablecloth,round_2,0.6103607037792987,0.629755001843781,0.6453919289575073,0.8275862068965517,0.3387096774193548,0.9046563192904656,0.8577777777777778,0.8802660753880267,0.9046563192904656
1309.0,gemma-2-2b-it,79.83992868467634,,,,viper,round_3,0.6971672259669859,0.7049124963487181,0.7131270368898548,0.9090909090909092,0.4615384615384615,0.8665207877461707,0.7956043956043956,0.8315098468271335,0.8665207877461707
1310.0,pe_deepseek-r1-32b,79.83740663465598,,,,tablecloth,round_2,0.6608422801755819,0.6820892481411992,0.7109167239646486,0.8600405679513184,0.3903225806451613,0.924949290060852,0.8577235772357723,0.8093306288032455,0.924949290060852
1311.0,Gemini-2.5-pro,79.83429177444528,,,,gps_imu,round_3,0.6892852441853643,0.6400594036854611,0.8056989875308116,0.9512635379061372,0.3601190476190476,0.8686073957513768,0.8085106382978723,0.837136113296617,0.8686073957513768
1312.0,gpt-4o-mini-f1,79.83326235534086,,,,curiosity,round_3,0.7839564653904643,0.7405560311561792,0.7468144872153906,0.9463276836158192,0.7021276595744681,0.9008782936010036,0.8427672955974842,0.7101631116687579,0.9008782936010036
1313.0,pe_llama-3.1-405b-instruct,79.82314069456238,,,,hmmwv,round_3,0.6791186000693773,0.6838558667324501,0.7673124110960795,0.8857142857142857,0.3795918367346939,0.9255079006772008,0.8506787330316742,0.7900677200902934,0.9255079006772008
1314.0,mixtral-8x22b-instruct-v0.1,79.77302984583491,,,,sedan,round_2,0.7509798400986653,0.6688722700624391,0.7420451337109326,0.9426751592356688,0.6503267973856209,0.8361809045226131,0.7633434038267876,0.8060301507537688,0.8361809045226131
1315.0,Gemini-2.5-pro,79.77002612663229,,,,viper,round_3,0.708890257483179,0.6111667422388396,0.6753655386651276,0.8909090909090909,0.6581196581196581,0.8810916179337233,0.7906066536203522,0.8031189083820662,0.8810916179337233
1316.0,gemma-2-9b-it,79.75475042336139,,,,tablecloth,round_2,0.6708151015333285,0.6908963206302625,0.7093764521849856,0.8539553752535497,0.4290322580645161,0.915736040609137,0.8463886063072227,0.8060913705583758,0.915736040609137
1317.0,Gemini-2.5-pro,79.70443448198883,,,,sensros,round_2,0.6764356281196077,0.5448741990846766,0.646526676383078,0.8843416370106761,0.63,0.8703170028818444,0.8152958152958153,0.8443804034582131,0.8703170028818444
1318.0,gemma-2-2b-it,79.6907422320956,,,,veh_app,round_3,0.7392699848051918,0.6531182319060559,0.6886614536798737,0.9385560675883255,0.6767441860465117,0.8431535269709544,0.8196176226101414,0.808298755186722,0.8431535269709544
1319.0,mamba-codestral-7b-v0.1,79.67446747189742,,,,mass_spring_damper,round_3,0.7092385490437998,0.6227697527510463,0.6535922261393821,0.957286432160804,0.6033057851239669,0.9570135746606336,0.9024943310657596,0.7239819004524887,0.9570135746606336
1320.0,Gemini-1.5-pro,79.6688972957417,,,,tablecloth,round_2,0.6592221251590875,0.6616093027901686,0.7184644363464755,0.8600405679513184,0.3967741935483871,0.9115913555992142,0.84251968503937,0.8192534381139489,0.9115913555992142
